Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,DTCN,CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-KEONJHAR,NCB 03 OF 2025-26,2025_CERWI_117042_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1.0,DTCN,Other,,19-Aug-2025 02:00 PM,01-Sep-2025 11:00 AM,19-Aug-2025 02:00 PM,30-Aug-2025 05:00 PM,19-Aug-2025 02:00 PM ,29-Aug-2025 05:00 PM ,19-Aug-2025 02:00 PM,30-Aug-2025 05:00 PM,10-Sep-2025 05:00 PM,1.0,ICICI BANK,"Construction of Auditorium-cum- Examination Hall (Building) for Padmapur Anchalika Higher Secondary School, Padmapur, Keonjhar for the year 2023-24.","Construction of Auditorium-cum- Examination Hall (Building) for Padmapur Anchalika Higher Secondary School, Padmapur, Keonjhar for the year 2023-24.",NA ,NA ,"90,39,626",Civil Works - Buildings,NA ,Tender,90.0,270.0,Keonjhar,758001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, KEONJHAR",No ,No,Divisional Officer,"RURAL WORKS DIVISION, KEONJHAR","90,400",Yes,fixed,,Nil,Nil,AOC,CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-KEONJHAR,2025_CERWI_117042_1,NCB 03 OF 2025-26,"Construction of Auditorium-cum- Examination Hall (Building) for Padmapur Anchalika Higher Secondary School, Padmapur, Keonjhar for the year 2023-24.",Technical,Cover1,Kapileswar Singh,10-Sep-2025 01:00 PM,technical_549853.pdf,SE,Internal,,Kapileswar Singh,06-Oct-2025 12:08 PM,finsummary_549853.pdf (1723.38 KB),1.0,3056244.0,BHARAT BHUSAN JENA,INR,"7,684,586",1,3056463,ALOKA KUMAR GHADEI,30-Aug-2025 03:43 PM,Rejected-AOC,Rejected,12-Nov-2025 07:32 PM,09-Oct-2025,"INR 9,039,626",270.0,Kapileswar Singh,12-Nov-2025 07:31 PM,AOC_BHARAT.pdf (702.00 KB),SE,Internal,SE/DAO/ESTIMATOR,Kapileswar Singh,10-Sep-2025 01:05 PM,10-Sep-2025 05:00 PM,techsummary_549853.pdf (701.26 KB),Finance,COVER1,Sridhar Sahoo,20-Sep-2025 12:16 PM,finance_549853.pdf,BOQ Comparative Chart,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3052691,ARUN KUMAR PALEI,28-Aug-2025 02:37 PM,Rejected-AOC,Rejected,12-Nov-2025 07:32 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3053336,BHABANI SHANKAR MAHANTA,29-Aug-2025 11:23 PM,Rejected-Technical,Rejected,10-Sep-2025 01:05 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3056244,BHARAT BHUSAN JENA,30-Aug-2025 01:56 PM,Accepted-AOC,Accepted,12-Nov-2025 07:32 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3056425,GAYATRI MAHANTA,30-Aug-2025 03:29 PM,Rejected-Technical,Rejected,10-Sep-2025 01:05 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3056547,Lalita Mohanty,30-Aug-2025 04:28 PM,Rejected-AOC,Rejected,12-Nov-2025 07:32 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3051770,NABIN CHANDRA PARIDA,27-Aug-2025 09:42 PM,Rejected-AOC,Rejected,12-Nov-2025 07:32 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,3055992,PRABHANJAN MOHANTY,30-Aug-2025 01:23 PM,Rejected-Technical,Rejected,10-Sep-2025 01:05 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,3046381,RAMACHANDRA SAHOO,29-Aug-2025 09:31 PM,Rejected-AOC,Rejected,12-Nov-2025 07:32 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,3056320,SAMIR KUMAR SETHY,30-Aug-2025 02:28 PM,Rejected-AOC,Rejected,12-Nov-2025 07:32 PM,,,,,,,,,,,,,,,,,,,,AOC
