S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"31,009",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical Bids,"PA ITDA , PHULBANI","ITDA , PHULBANI",Construction of Additional Dormitories with Toilet and bath for Girls at Belpadar HS under Phulbani Block,Construction of Additional Dormitories with Toilet and bath for Girls at Belpadar HS under Phulbani Block,Please refer Tender documents. ,NA ,"31,00,931",Civil Works - Buildings,NA ,Tender,90.0,180.0,"ITDA , PHULBANI",762001.0,NA ,NA ,NA ,ITDA PHULBANI,No ,No,06-Sep-2025 10:00 AM,16-Sep-2025 10:00 AM,06-Sep-2025 10:00 AM,15-Sep-2025 05:00 PM,NA ,NA ,06-Sep-2025 10:00 AM,15-Sep-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,"ST and SC Development Deptt||ITDA, Phulbani",PAITDA PLB_02 of 2025-26,2025_STSCD_117619_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"PA ITDA, PHULBANI",Internal,Members of ITDA Phulbani,Gadardhar Patra,20-Sep-2025 05:44 PM,techsummary_551572.pdf (611.91 KB),PA ITDA Phulbani,Internal,Members of ITDA Phulbani,Jaya Prakash Jena,26-Nov-2025 04:39 PM,finsummary_551572.pdf (736.37 KB),Finance,All bidders are admitted,Gadardhar Patra,16-Sep-2025 04:04 PM,,BOQ Comparative Chart,26-Nov-2025,"INR 3,136,960",180.0,Jaya Prakash Jena,26-Nov-2025 05:38 PM,work17.pdf (377.00 KB),1,3081152,CHANDRAKANTA SETHI,15-Sep-2025 02:02 PM,Rejected-Finance,Not Selected in lottery,26-Nov-2025 04:39 PM,"ST and SC Development Deptt||ITDA, Phulbani",2025_STSCD_117619_17,PAITDA PLB_02 of 2025-26,Construction of Additional Dormitories with Toilet and bath for Girls at Belpadar HS under Phulbani Block,1.0,3078444.0,M/S MAMATA MAHAPATRA,INR,"3,136,960",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,.xls,Financial bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3079585,DEBAHARI BEHERA,14-Sep-2025 02:49 PM,Rejected-Finance,Not Selected in lottery,26-Nov-2025 04:39 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,3080883,KANHU CHARAN PANIGRAHI,15-Sep-2025 12:29 PM,Rejected-Finance,Not Selected in lottery,26-Nov-2025 04:39 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,3078444,M/S MAMATA MAHAPATRA,13-Sep-2025 04:18 PM,Accepted-AOC,Awarded in lottery,26-Nov-2025 05:38 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,3078623,M/S SHREELAXMI ENTERPRISERS,13-Sep-2025 03:11 PM,Rejected-Finance,Not Selected in lottery,26-Nov-2025 04:39 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,3079680,PARAMANANDA D SAMANT,14-Sep-2025 04:17 PM,Rejected-Finance,Not Selected in lottery,26-Nov-2025 04:39 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,3081363,PRADIP KUMAR PANIGRAHI,15-Sep-2025 02:57 PM,Rejected-Finance,Not Selected in lottery,26-Nov-2025 04:39 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,3081236,PRATAP KUMAR PRADHAN,15-Sep-2025 01:50 PM,Rejected-Finance,Not Selected in lottery,26-Nov-2025 04:39 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,3079142,RAMA KRUSHNA PATTNAYAK,13-Sep-2025 11:20 PM,Rejected-Finance,Not Selected in lottery,26-Nov-2025 04:39 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,3081878,SAROJ KUMAR MISHRA,15-Sep-2025 04:35 PM,Rejected-Finance,Not Selected in lottery,26-Nov-2025 04:39 PM,,,,,,,,,,AOC
