Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"11,800",Nil,Nil,No,WATCO Bhubaneswar||Director (Operation) Watco||GM WATCO DIVISION-I BBSR,GMWATCO-I/25(10)/2025-26 Dt.10.06.2025,2025_GWCDB_114543_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,General Manager,"General Manager, WATCO Division-I, Vanivihar Square, Bhubaneswar, Odisha, Pin-751022, Phone (0674) -2542821",1.0,Fee/PreQual/Technical,.pdf,"Copy of PAN, GST, Affidavits, as per DTCN",1.0,ICICI BANK,"85,000",Yes,fixed,,Nil,Nil,1.0,Corrigendum,Other,,"Provision towards laying of 100mm, 150mm and 200mm dia water supply pipe line in Sai temple and adjoining area and Janata Maidan in Ward No.-12 of BMC, Bhubaneswar","Provision towards laying of 100mm, 150mm and 200mm dia water supply pipe line in Sai temple and adjoining area and Janata Maidan in Ward No.-12 of BMC, Bhubaneswar",Please refer Tender documents. ,NA ,"84,48,000",Civil Works - Water Works,NA ,Tender,120.0,180.0,"Janata Maidan in Ward No.-12 of BMC, Bhubaneswar",751017.0,NA ,NA ,NA ,Bhubaneswar,No ,No,23-Jun-2025 06:50 PM,14-Jul-2025 12:30 PM,23-Jun-2025 06:50 PM,11-Jul-2025 05:00 PM,NA ,NA ,23-Jun-2025 06:50 PM,11-Jul-2025 05:00 PM,03-Sep-2025 04:30 PM,AOC,WATCO Bhubaneswar||Director (Operation) Watco||GM WATCO DIVISION-I BBSR,2025_GWCDB_114543_1,GMWATCO-I/25(10)/2025-26 Dt.10.06.2025,"Provision towards laying of 100mm, 150mm and 200mm dia water supply pipe line in Sai temple and adjoining area and Janata Maidan in Ward No.-12 of BMC, Bhubaneswar",Technical,Ten no technical bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Basanta Kumar Behera,02-Sep-2025 04:53 PM,,General Manager,Internal,,Basanta Kumar Behera,20-Nov-2025 12:58 PM,finsummary_543352.pdf (714.84 KB),1.0,2996117.0,RABINARAYAN SETHI,INR,"7,181,648",20-Nov-2025,"INR 7,181,648",180.0,Basanta Kumar Behera,20-Nov-2025 01:01 PM,AOC.pdf (1496.00 KB),1,2989316,Biswajeet Sahoo,04-Jul-2025 06:26 PM,Rejected-AOC,Not a lowest bidder,20-Nov-2025 01:01 PM,General Manager,Internal,,Basanta Kumar Behera,03-Sep-2025 12:27 PM,03-Sep-2025 04:30 PM,techsummary_543352.pdf (3708.09 KB),1.0,Corrigendum,Technical Bed Revokation,02-Sep-2025 03:44 PM,Revokation.pdf ,744.51,Technical Opening,Finance,Nine no financial bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Basanta Kumar Behera,03-Sep-2025 05:28 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2990053,DEBASH KUMAR SIA,08-Jul-2025 10:44 AM,Rejected-AOC,Not a lowest bidder,20-Nov-2025 01:01 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2996080,FLOWTECH AUTOMATION PRIVATE LIMITED,11-Jul-2025 12:54 PM,Rejected-AOC,Not a lowest bidder,20-Nov-2025 01:01 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2995702,Ghanashyam Bhoi,11-Jul-2025 02:43 PM,Rejected-AOC,Not a lowest bidder,20-Nov-2025 01:01 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2994666,JAGANNATH ROUT,10-Jul-2025 09:44 AM,Rejected-AOC,Not a lowest bidder,20-Nov-2025 01:01 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2996448,"KUNDAN KUMAR MISHRA,PROP-.KR INFRA PROJECTS",11-Jul-2025 04:01 PM,Rejected-AOC,Not a lowest bidder,20-Nov-2025 01:01 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2996117,RABINARAYAN SETHI,11-Jul-2025 01:23 PM,Accepted-AOC,Lowest bidder in Lottery,20-Nov-2025 01:01 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2996323,SOUBHAGYA KUMAR JENA,11-Jul-2025 02:35 PM,Rejected-AOC,Not a lowest bidder,20-Nov-2025 01:01 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2996172,Sujata Mohapatra,11-Jul-2025 01:13 PM,Rejected-AOC,Not a lowest bidder,20-Nov-2025 01:01 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2994448,TAPAS RANJAN MALLICK,09-Jul-2025 07:15 PM,Rejected-Technical,Technically disqualified,03-Sep-2025 12:27 PM,,,,,,,,,,,,,,,,,,,,,AOC
