S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
1.0,2737534.0,Paban Kumar Agrawal,INR,"108,226,128","The Commissioner-cum-Secretary to Government, WD",Internal,"The CE, BRIDGES, Odisha, FA-cum-Special Secretary to Government, WD",Durga Charan Behera,11-Apr-2025 05:30 PM,finsummary_521139.pdf (2029.04 KB),EIC-CIVIL||EIC-CIVIL,2024_EICCL_108478_4,CE-BRIDGES-10/2024-25,Construction of H. L. Bridge over Dimuhana Nallah at Ch.4.660km of Rampur Govindapur PWD road to Tantagarh via Purunagarh and Tal Road in the District of Sambalpur under State Plan for the year 2024-25,Technical,Five bidders participated in this tender,Mamatamayee Pradhan,09-Jan-2025 05:53 PM,,Finance,Five qualified bidders participated in this tender and Paban Kumar Agrawal stands 1st lowest,Mamatamayee Pradhan,31-Jan-2025 12:10 PM,,BOQ Comparative Chart,"Er.Purna Chandra Mohapatra, EIC (Civil), Odisha",Internal,"Er. D. C. Behera, CE, Bridges, Odisha, Er. S. Nayak, ACE, NABARD, Sri M. K. Sharma, DAO",Durga Charan Behera,30-Jan-2025 07:01 PM,31-Jan-2025 11:00 AM,techsummary_521139.pdf (7133.46 KB),29-Nov-2025,"INR 108,226,128",730.0,Mamatamayee Pradhan,29-Nov-2025 09:23 PM,AOC_DIMUHANI.pdf (9652.00 KB),"Agreement No.107 P1 of 2025-26 of S.E.,Sambalpur R and B Division No.-II, Sambalpur",1,2732822,MONALISA ENGICONS,08-Jan-2025 04:46 PM,Rejected-Finance,3rd lowest bidder,11-Apr-2025 05:30 PM,AOC,"10,000",0.0,Nil,Nil,No,19-Dec-2024 05:20 PM,09-Jan-2025 11:30 AM,19-Dec-2024 05:20 PM,08-Jan-2025 05:00 PM,19-Dec-2024 05:20 PM ,08-Jan-2025 05:00 PM ,19-Dec-2024 05:20 PM,08-Jan-2025 05:00 PM,31-Jan-2025 11:00 AM,EIC-CIVIL||EIC-CIVIL,CE-BRIDGES-10/2024-25,2024_EICCL_108478_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of Tender Cost, Bid Security, GSTIN, PAN, RC and Affidavit","12,73,100",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Construction of H. L. Bridge over Dimuhana Nallah at Ch.4.660km of Rampur Govindapur PWD road to Tantagarh via Purunagarh and Tal Road in the District of Sambalpur under State Plan for the year 2024-25,Construction of H. L. Bridge over Dimuhana Nallah at Ch.4.660km of Rampur Govindapur PWD road to Tantagarh via Purunagarh and Tal Road in the District of Sambalpur under State Plan for the year 2024-25,Please refer Tender documents. ,NA ,"12,73,09,879",Civil Works - Bridges,NA ,Tender,90.0,730.0,In the District of Sambalpur,751001.0,NA ,NA ,NA ,"Nirman Soudha, O/o EIC (Civil), Odisha, Bhubaneswa",No ,No,"Chief Engineer, Bridges, Odisha","Nirman Soudha, O/o EIC (Civil), Odisha, Bhubaneswar",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2728013,M/S JRP CONSTRUCTION,07-Jan-2025 11:19 AM,Rejected-Finance,4th lowest bidder,11-Apr-2025 05:30 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and work experience,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2737534,Paban Kumar Agrawal,08-Jan-2025 03:48 PM,Accepted-AOC,1st lowest bidder,29-Nov-2025 09:23 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other related documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2735538,R.B.S Constructions,08-Jan-2025 12:36 PM,Rejected-Finance,4th lowest bidder,11-Apr-2025 05:30 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2735020,SUNIL ENGICON PVT LTD,08-Jan-2025 02:01 PM,Rejected-AOC,2nd lowest bidder,29-Nov-2025 09:23 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
