Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
23-Aug-2025 05:00 PM,09-Sep-2025 11:00 AM,24-Aug-2025 10:00 AM,08-Sep-2025 05:00 PM,24-Aug-2025 10:00 AM ,08-Sep-2025 05:00 PM ,24-Aug-2025 10:00 AM,08-Sep-2025 05:00 PM,24-Oct-2025 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,NIT,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Nawrangpur,21/2025-26,2025_OSCSC_117281_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,"2,79,850",No,fixed,,Nil,Nil,1.0,ICICI BANK,TRANSPORTATION OF CUSTOM MILLED RICE (CMR) FROM RICE RECIVING CENTRE (RRC) TO RETAIL CENTRE (FPS) FOR PAPADAHANDI BLOCK,TRANSPORTATION OF CUSTOM MILLED RICE (CMR) FROM RICE RECIVING CENTRE (RRC) TO RETAIL CENTRE (FPS) FOR PAPADAHANDI BLOCK,AS PER DTCN ,NA ,,Handling and Transportation,NA ,Tender,180.0,584.0,PAPADAHANDI BLOCK,764071.0,OFFICE OF THE DM OSCSC LTD NABARANGPUR ,"OFFICE OF THE CSO-CUM-DM OSCSC LTD, NABARANGPUR  ",30-Aug-2025 11:00 AM ,COLLECTORATE NABARANGPUR,No ,No,"DM OSCSC LTD., NABARANGPUR","OFFICE OF THE CSO-CUM-DM OSCSC LTD, NABARANGPUR","5,900",0.0,Nil,Nil,No,AOC,12-Nov-2025,"INR 5,597,009",506.0,Debashis Mohanty,24-Nov-2025 04:00 PM,award_of_contract.pdf (1677.00 KB),1,3065335,BIMAL KUMAR JAIN,07-Sep-2025 09:39 PM,Rejected-Finance,Transparent system of lottery,12-Nov-2025 03:42 PM,Collector-Cum-Chairman,Internal,CSO-Cum-DM D.L.O D.S.W.O D.S.W.O Collector-Cum-Chairman,Debashis Mohanty,23-Oct-2025 12:06 PM,24-Oct-2025 11:00 AM,techsummary_550371.pdf (4014.55 KB),Finance,9 NO OF BIDDERS,Debashis Mohanty,12-Nov-2025 03:06 PM,finance_550371.pdf,BOQ Comparative Chart,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Nawrangpur,2025_OSCSC_117281_1,21/2025-26,TRANSPORTATION OF CUSTOM MILLED RICE (CMR) FROM RICE RECIVING CENTRE (RRC) TO RETAIL CENTRE (FPS) FOR PAPADAHANDI BLOCK,Technical,TEN NO BIDDER FOUND,Baratam Srikant,09-Sep-2025 06:21 PM,,Collector-Cum-Chairman,Internal,"DLO, DSWO, RTO, CSO-Cum-DM",Debashis Mohanty,12-Nov-2025 03:42 PM,finsummary_550371.pdf (588.48 KB),1.0,3069381.0,V.NARAYAN RAO,INR,"4,758,017",AOC
,,,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,3066996,HEMANT KUMAR CHOURASIYA,07-Sep-2025 06:05 PM,Rejected-Finance,Transparent system of lottery,12-Nov-2025 03:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3069204,IKRAM MOHAMMAD,08-Sep-2025 03:36 PM,Rejected-Technical,"Though the vehicle are in the name of the tenderer but the VLTD are in the name of others, hence, disqualified as per clause no 4.12 of Tender Document",23-Oct-2025 12:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3066282,PRASANNA KUMAR PATNAIK,06-Sep-2025 08:00 PM,Rejected-Finance,Transparent system of lottery,12-Nov-2025 03:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3069079,RANJANI RANJAN DASH,08-Sep-2025 02:56 PM,Rejected-Finance,Transparent system of lottery,12-Nov-2025 03:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3066643,SHRI GOURI SANKAR PATNAIK,07-Sep-2025 12:33 AM,Rejected-Finance,Transparent system of lottery,12-Nov-2025 03:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3068464,SIVANAND BISSOI,08-Sep-2025 04:57 PM,Rejected-Finance,Transparent system of lottery,12-Nov-2025 03:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3068222,SRI K. RABI,08-Sep-2025 04:16 PM,Rejected-Finance,Transparent system of lottery,12-Nov-2025 03:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3066127,SURAJ KUMAR JAIN,07-Sep-2025 07:26 PM,Rejected-Finance,Transparent system of lottery,12-Nov-2025 03:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3069381,V.NARAYAN RAO,08-Sep-2025 03:59 PM,Accepted-AOC,Transparent Lottery System,24-Nov-2025 04:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
