S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Modifications in the existing terms and conditions of tender document and agreement.,Other,,17-Jul-2025 10:00 AM,01-Aug-2025 11:30 AM,17-Jul-2025 10:00 AM,31-Jul-2025 05:30 PM,17-Jul-2025 10:00 AM ,19-Jul-2025 10:00 AM ,17-Jul-2025 10:00 AM,31-Jul-2025 05:30 PM,06-Aug-2025 11:30 AM,"5,900",0.0,Nil,Nil,No,"CSO-cum-DM,OSCSC Ltd,Khordha","O/o CSO-cum-DM,OSCSC Ltd,Khordha","1,13,973",No,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,NIT,"Selection and Appointment Level-II transport contractors for Transportation of Food grains From RRC-cum-DSC, Mancheswar to Retails Centres of BMC-II unit of Khordha district for the Biennial 2025-27","Selection and Appointment Level-II transport contractors for Transportation of Food grains From RRC-cum-DSC, Mancheswar to Retails Centres of BMC-II unit of Khordha district for the Biennial 2025-27",Please refer the tender document ,NA ,"22,79,460",Handling and Transportation,Transporation ,Tender,180.0,610.0,As per Appendix-I,752056.0,"O/o CSO-cum-DM,OSCSC Ltd,Khordha ","O/o CSO-cum-DM,OSCSC Ltd,Khordha ",19-Jul-2025 11:00 AM ,"Conferrence Hall of Collectorate,Khordha",No ,No,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Khurda,3994 / Dt 15.07.2025,2025_OSCSC_115649_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,AOC,"Collector ,Khordha",External,"DSWO,Khordha,ARTO,Khordha,ALO,Khordha,CSO-cum-District Manager,Khordha",Jnanendriya Mishra,01-Nov-2025 08:14 PM,finsummary_546209.pdf (2067.82 KB),Technical,Technical bid is open on 01.08.2025 and allow all the bidder for technical evaluation,Jnanendriya Mishra,05-Aug-2025 02:38 PM,,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Khurda,2025_OSCSC_115649_1,3994 / Dt 15.07.2025,"Selection and Appointment Level-II transport contractors for Transportation of Food grains From RRC-cum-DSC, Mancheswar to Retails Centres of BMC-II unit of Khordha district for the Biennial 2025-27",1.0,3018928.0,PRATAP CH NAYAK,INR,28.66,1.0,3018554.0,CHITTARANJAN SAHOO,30-Jul-2025 06:23 PM,Rejected-Finance,Quoted higher price,01-Nov-2025 08:14 PM,01-Nov-2025,"INR 2,279,460",516.0,Jnanendriya Mishra,01-Nov-2025 08:39 PM,5910.pdf (168.00 KB),M/s Nayak Transport(Sri Pratap Ch Nayak)is appoint as Level II transport Contractor for BMC-II of Khordha District.,Finance,The price bid was open on dt 06.08.2025 and it is found that two no of bidder was quoted their price . All BOQ was downloaded and submitted before the DLTC for financial evaluation.,Jnanendriya Mishra,01-Nov-2025 08:07 PM,,BOQ Comparative Chart,"Collector ,Khordha",External,"DSWO,KHORDHA,ALO,KHORDHA,ARTO,KHORDHA,CSO,KHORDHA",Jnanendriya Mishra,05-Aug-2025 03:14 PM,06-Aug-2025 11:30 AM,techsummary_546209.pdf (385.39 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,3018928.0,PRATAP CH NAYAK,31-Jul-2025 03:40 PM,Accepted-AOC,As approval Ho letter no 13431 dt 26.09.2025 the Nayak Transport (Sri Pratap ch Nayak is select and appoint as level transport contractor for BMC-II unit of khordha district.,01-Nov-2025 08:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
