S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of Tender Cost, EMD, Contractor RC, GST, PAN, Affidavits, other document as DTCN","50,400",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,Superintending Engineer,"O/o S.E, Bhanjanagar (RandB) Division",EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-BHANJANAGAR,S.E.-BNJ-RandB-13/2024-25,2024_EICCL_106103_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of Peddy Procurement Center at Ambapua SCS under Kabisuryanagar Block,Building Work,Please refer Tender documents. ,NA ,"50,33,551",Civil Works - Buildings,NA ,Tender,90.0,90.0,At Ambapua,761119.0,NA ,NA ,NA ,"O/o S.E, Bhanjanagar (RandB) Division",No ,No,28-Oct-2024 12:00 PM,11-Nov-2024 11:00 AM,28-Oct-2024 12:00 PM,08-Nov-2024 05:00 PM,28-Oct-2024 12:00 PM ,06-Nov-2024 05:00 PM ,28-Oct-2024 12:00 PM,08-Nov-2024 05:00 PM,09-Dec-2024 11:00 AM,AOC,Er. S R Parida SE,Internal,,Satya Ranjan Parida,13-Nov-2025 04:53 PM,finsummary_512496.pdf (104.40 KB),Technical,The tender documents of all bidders as above under technical evaluation.,Amiya Kumar Mishra,12-Nov-2024 01:52 PM,,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-BHANJANAGAR,2024_EICCL_106103_1,S.E.-BNJ-RandB-13/2024-25,Construction of Peddy Procurement Center at Ambapua SCS under Kabisuryanagar Block,1.0,2631368.0,Rajendra Kumar Nayak,INR,"4,279,022",13-Nov-2025,"INR 4,279,022",90.0,Satya Ranjan Parida,13-Nov-2025 05:03 PM,AOC01.pdf (215.00 KB),1,2625766,AMARESWARA SATAPATHY,06-Nov-2024 07:54 PM,Rejected-AOC,3rd lowest tenderer.,13-Nov-2025 05:03 PM,Finance,The tender documents of all bidders as above under process,Amiya Kumar Mishra,09-Dec-2024 05:47 PM,,BOQ Comparative Chart,Er. A K Nayak SE,Internal,,Ashis Kumar Nayak,07-Dec-2024 05:31 PM,09-Dec-2024 11:00 AM,techsummary_512496.pdf (237.86 KB),AOC
2.0,ICICI NEFT/RTGS,,,.pdf,"Proof of ownership (Own/Leased) of machineries, Lease deed, All Schedules, documents as per DTCN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2630996,Debasish Mishra,08-Nov-2024 12:18 PM,Rejected-AOC,2nd lowest tenderer.,13-Nov-2025 05:03 PM,,,,,,,,,,,,,,AOC
,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2631505,MAHENDRA PRADHAN,08-Nov-2024 02:19 PM,Rejected-AOC,Qualified for transparent lottery system,13-Nov-2025 05:03 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2631368,Rajendra Kumar Nayak,08-Nov-2024 01:37 PM,Accepted-AOC,After transparent lottery system Sri Rajendra Kumar Nayak got successful 1st lowest tenderer.,13-Nov-2025 05:03 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2629011,Sibaram Swain,08-Nov-2024 08:44 AM,Rejected-AOC,Qualified for transparent lottery system,13-Nov-2025 05:03 PM,,,,,,,,,,,,,,AOC
