Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
"Superintending Engineer,",Internal,"Divisional Accounts Officer, JE Estimator, AEE, MISD, Purunakatak, AEE,MISD, Kantamal and AEE, MISD, Boudh",SURJYA NARAYANA PANIGRAHI,13-Oct-2025 02:17 PM,13-Oct-2025 02:30 PM,techsummary_552794.pdf (601.56 KB),Finance,Pradip Jal,SURJYA NARAYANA PANIGRAHI,16-Nov-2025 05:28 PM,,BOQ Comparative Chart,16-Nov-2025,"INR 7,636,635",180.0,SURJYA NARAYANA PANIGRAHI,16-Nov-2025 05:45 PM,Committee.pdf (44.00 KB),1,3109726,ABAKASH KUDEI,04-Oct-2025 04:28 PM,Rejected-Finance,Not Qualified in Lottery,16-Nov-2025 05:36 PM,1.0,3108253.0,Pradip Jal,INR,"6,471,725","CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Kandhamal",2025_CEMIB_118119_4,07/BMID/2025-2026,Construction of Baraladebi Check Dam near village Dhundigora of Bilaspur GP in Kantamal Block of Boudh District for the year 2025-26,Technical,All Bidders are responsible,PRANATI PATANAIK,12-Oct-2025 01:39 PM,technical_552794.pdf,SE MI DIVISION BOUDH,Internal,,SURJYA NARAYANA PANIGRAHI,16-Nov-2025 05:36 PM,finsummary_552794.pdf (43.91 KB),AOC,"SE, Minor Irrigation Division, Boudh","Superintending Engineer, Minor Irrigation Division, Boudh, At/Po-Malisahi, District-Boudh, PIN-762014","76,200",Yes,fixed,,Nil,Nil,Construction of Baraladebi Check Dam near village Dhundigora of Bilaspur GP in Kantamal Block of Boudh District for the year 2025-26,Construction of Baraladebi Check Dam near village Dhundigora of Bilaspur GP in Kantamal Block of Boudh District for the year 2025-26,Please refer Tender documents. ,NA ,"76,12,898",Civil Works - Others,NA ,Tender,90.0,180.0,"Bilaspur, Kantamal",762016.0,NA ,NA ,NA ,"SE, Minor Irrigation Division, Boudh",No ,No,18-Sep-2025 10:00 AM,08-Oct-2025 11:00 AM,18-Sep-2025 10:00 AM,04-Oct-2025 05:00 PM,NA ,NA ,18-Sep-2025 10:00 AM,04-Oct-2025 05:00 PM,13-Oct-2025 02:30 PM,"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Kandhamal",07/BMID/2025-2026,2025_CEMIB_118119_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Valid Registration Certificate, PAN, GST, No Relation Certificate and Affidavit","10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,2,3109376,AJIT KARNA,04-Oct-2025 02:28 PM,Rejected-Finance,Not Qualified in Lottery,16-Nov-2025 05:36 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Documents as per DTCN,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,3,3109296,AMLANJYOTI BEHERA,04-Oct-2025 02:00 PM,Rejected-Finance,Not Qualified in Lottery,16-Nov-2025 05:36 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,3103501,ASHISH SINGH,30-Sep-2025 01:20 PM,Rejected-Finance,Not Qualified in Lottery,16-Nov-2025 05:36 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,3108151,ASHOK KUMAR BARIK,03-Oct-2025 07:49 PM,Rejected-Finance,Not Qualified in Lottery,16-Nov-2025 05:36 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,3102637,ASHOK KUMAR SINGH,29-Sep-2025 01:15 PM,Rejected-Finance,Not Qualified in Lottery,16-Nov-2025 05:36 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,3109681,ASIT KUMAR SAHU,04-Oct-2025 04:14 PM,Rejected-Finance,Not Qualified in Lottery,16-Nov-2025 05:36 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,3104723,BAIJAYANTI JAGADALA,01-Oct-2025 06:53 PM,Rejected-Finance,Not Qualified in Lottery,16-Nov-2025 05:36 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,3104388,Bhodev Mahala,01-Oct-2025 03:04 PM,Rejected-Finance,Not Qualified in Lottery,16-Nov-2025 05:36 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,3103333,BISWAJIT SAHOO,30-Sep-2025 07:58 PM,Rejected-Finance,Not Qualified in Lottery,16-Nov-2025 05:36 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
