Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
ST and SC Development Deptt||ITDA Baliguda,PA (ITDA)-BLG-1/25-26,2025_STSCD_113293_15,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,20,164",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,DETAIL TENDER CALL NOTICE,"10,000",0.0,Nil,Nil,Yes,09-May-2025 06:00 PM,29-May-2025 11:00 AM,09-May-2025 06:00 PM,28-May-2025 05:00 PM,NA ,NA ,09-May-2025 06:00 PM,28-May-2025 05:00 PM,05-Jul-2025 01:30 PM,1.0,Change of Date,Date,,1.0,ICICI BANK,Construction of new 50 Seated PSH Building at Gatangi PSH under Balliguda Block,Construction of new 50 Seated PSH Building at Gatangi PSH under Balliguda Block,Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,270.0,270.0,Gatangi PSH under Balliguda Block,762103.0,NA ,NA ,NA ,PA ITDA BALLIGUDA,No ,No,PA ITDA BALLIGUDA,PA ITDA BALLIGUDA,AOC,PA ITDA Balliguda,Internal,AEE ITDA Balliguda,Sudarsan Behera,05-Jul-2025 01:24 PM,05-Jul-2025 01:30 PM,techsummary_539074.pdf (210.56 KB),Finance,Total Eight Bidders,Sudarsan Behera,31-Oct-2025 12:32 PM,finance_539074.pdf,BOQ Comparative Chart,PA ITDA BALLIGUDA,Internal,AEE ITDA BALLIGUDA,Sudarsan Behera,03-Nov-2025 01:19 PM,finsummary_539074.pdf (210.56 KB),Technical,Total Ten Bidders,Sudarsan Behera,04-Jul-2025 04:18 PM,technical_539074.pdf,1,2921334,BABAMANI SAHU,25-May-2025 04:14 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Isar Engineers Pvt. Ltd. came as the winner,03-Nov-2025 01:19 PM,ST and SC Development Deptt||ITDA Baliguda,2025_STSCD_113293_15,PA (ITDA)-BLG-1/25-26,Construction of new 50 Seated PSH Building at Gatangi PSH under Balliguda Block,1.0,2938303.0,isar engineers pvt ltd,INR,"10,215,160.15",03-Nov-2025,"INR 12,016,421.77",270.0,Sudarsan Behera,03-Nov-2025 02:20 PM,1813.pdf (328.00 KB),it was put into lottery in presence of the bidders where Isar Engineers Pvt. Ltd. came as the winner.,AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bills of Quantity,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,2935883,BASUDEB DAS,27-May-2025 10:45 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Isar Engineers Pvt. Ltd. came as the winner,03-Nov-2025 01:19 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,2936915,BISWAJIT PRADHAN,28-May-2025 10:36 AM,Rejected-Technical,No Experience of Building work,05-Jul-2025 01:24 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,2938168,HARIHARA BEHERA,28-May-2025 03:21 PM,Rejected-Technical,No experience,05-Jul-2025 01:24 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,2938303,isar engineers pvt ltd,28-May-2025 04:30 PM,Accepted-AOC,it was put into lottery in presence of the bidders where Isar Engineers Pvt. Ltd. came as the winner.,03-Nov-2025 02:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,2930370,Martina Nayak,23-May-2025 06:35 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Isar Engineers Pvt. Ltd. came as the winner,03-Nov-2025 01:19 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,2917983,Sanjay Kumar Panda,24-May-2025 01:29 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Isar Engineers Pvt. Ltd. came as the winner,03-Nov-2025 01:19 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,2935405,SAPNESWAR SAHU,27-May-2025 04:16 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Isar Engineers Pvt. Ltd. came as the winner,03-Nov-2025 01:19 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,2923079,SHASHIRAM MANGARAJ,18-May-2025 02:53 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Isar Engineers Pvt. Ltd. came as the winner,03-Nov-2025 01:19 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,2930978,UMA KANTA NAIK,24-May-2025 04:25 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Isar Engineers Pvt. Ltd. came as the winner,03-Nov-2025 01:19 PM,,,,,,,,,,,,,,,,,AOC
