Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"10,000",0.0,Nil,Nil,No,"CCE RW Circle, Sundargarh","RURAL WORKS CIRCLE, SUNDARGARH",1.0,Fee/PreQual/Technical,.pdf,"EMD, work experience similar nature work work in hand, Turn Over, Tender paper Cost",13-Aug-2025 06:00 PM,26-Aug-2025 11:00 AM,13-Aug-2025 06:00 PM,25-Aug-2025 05:00 PM,13-Aug-2025 06:00 PM ,22-Aug-2025 05:00 PM ,13-Aug-2025 06:00 PM,25-Aug-2025 05:00 PM,22-Sep-2025 11:00 AM,CE RW I||RW-CIRCLE-SUNDARGARH,RWCCESNG-06 of 2025-26,2025_CERWI_116805_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of Day care PHC building at Talsara of Balisankara block XV FC for the year 2024 25,Construction of Day care PHC building at Talsara of Balisankara block XV FC for the year 2024 25,NA ,NA ,"1,19,35,585",Civil Works - Buildings,NA ,Tender,90.0,365.0,Sundergarh,770020.0,NA ,NA ,NA ,"RURAL WORKS CIRCLE, SUNDARGARH",No ,No,1.0,ICICI BANK,"1,19,356",Yes,percentage,1.0%,Nil,Nil,AOC,Ashoka Kumar Sahoo,Internal,Ashoka Kumar Sahoo,Ashoka Kumar Sahoo,27-Nov-2025 06:44 PM,finsummary_549100.pdf (403.04 KB),Technical,11 Nos. of Bidders,Ashoka Kumar Sahoo,26-Aug-2025 05:27 PM,,CE RW I||RW-CIRCLE-SUNDARGARH,2025_CERWI_116805_1,RWCCESNG-06 of 2025-26,Construction of Day care PHC building at Talsara of Balisankara block XV FC for the year 2024 25,1.0,3046303.0,RAVI RAUSHAN,INR,"10,146,440.611",27-Nov-2025,"INR 11,935,584.768",365.0,Ashoka Kumar Sahoo,27-Nov-2025 06:49 PM,6157.pdf (414.00 KB),1,3043039,BHABANI SHANKAR PATEL,22-Aug-2025 09:11 PM,Rejected-Finance,Not Qualified,27-Nov-2025 06:44 PM,Finance,10 Nos. of Bidders,Ashoka Kumar Sahoo,22-Sep-2025 04:47 PM,finance_549100.pdf,BOQ Comparative Chart,Ashoka Kumar Sahoo,Internal,Ashoka Kumar Sahoo,Ashoka Kumar Sahoo,19-Sep-2025 07:11 PM,22-Sep-2025 11:00 AM,techsummary_549100.pdf (431.16 KB),AOC
,,,,,,,,,.pdf,"RC, Affidavit, GSTIN, PAN etc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3045990,BISHI KESAN NAIK,23-Aug-2025 08:30 PM,Rejected-Finance,Not Qualified,27-Nov-2025 06:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3045238,MAZIV INFRA PRIVATE LIMITED,25-Aug-2025 12:30 PM,Rejected-Finance,Not Qualified,27-Nov-2025 06:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3045926,MESSRS AKSHAYA KUMAR PATEL,23-Aug-2025 07:41 PM,Rejected-Technical,Not Qualified (MOU Not Furnished),19-Sep-2025 07:11 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3047730,MOHAMMAD GULAM SARWAR,25-Aug-2025 12:56 PM,Rejected-Finance,Not Qualified,27-Nov-2025 06:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3047506,MOHAMMAD SHAHABUDDIN,25-Aug-2025 12:01 PM,Rejected-Finance,Not Qualified,27-Nov-2025 06:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3046515,PRITAM PRATAP NAIK,25-Aug-2025 03:56 PM,Rejected-Finance,Not Qualified,27-Nov-2025 06:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3046303,RAVI RAUSHAN,24-Aug-2025 12:22 PM,Accepted-AOC,Successful Bidder by Lottery,27-Nov-2025 06:49 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3046420,SUDHIR BHOI,24-Aug-2025 01:49 PM,Rejected-Finance,Not Qualified,27-Nov-2025 06:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3047190,SURJIT PATEL,25-Aug-2025 09:14 AM,Rejected-Finance,Not Qualified,27-Nov-2025 06:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3046351,VISHAL KUMAR PANDEY,24-Aug-2025 12:54 PM,Rejected-Finance,Not Qualified,27-Nov-2025 06:44 PM,,,,,,,,,,,,,,AOC
