EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"4,210",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,Affidavit GSTIN PAN RC boq and other papers as per DTCN,SR to RI office building at Dengapadar for 2025 26,SR to RI office building at Dengapadar for 2025 26,NA ,NA ,"4,20,075",Civil Works - Buildings,NA ,Tender,90.0,30.0,Ganjam,760012.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO-II, BERHAMPUR",No ,No,1.0,ICICI BANK,SE RW Division II Ganjam Berhampur,"RURAL WORKS DIVISION NO-II, BERHAMPUR",CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,online05SERWDII2526,2025_CERWI_117637_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,04-Sep-2025 11:00 AM,15-Sep-2025 04:00 PM,04-Sep-2025 11:00 AM,15-Sep-2025 03:00 PM,04-Sep-2025 11:00 AM ,12-Sep-2025 05:00 PM ,04-Sep-2025 11:00 AM,15-Sep-2025 03:00 PM,"2,000",0.0,Nil,Nil,No,AOC,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,2025_CERWI_117637_1,online05SERWDII2526,SR to RI office building at Dengapadar for 2025 26,"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,29-Nov-2025 12:23 PM,finsummary_551337.pdf (3556.31 KB),Finance,Tender will be finalized after downloaded Bid documents scrutinized,Sudipta Senapati,04-Oct-2025 01:04 PM,finance_551337.pdf,BOQ Comparative Chart,1.0,3080376.0,Rohita Kumar Bisoyi,INR,"357,106",1,3078725,Aruna Kumar Rath,14-Sep-2025 09:05 PM,Rejected-AOC,Unsuccessful Bidder,29-Nov-2025 12:31 PM,29-Nov-2025,"INR 357,106",30.0,Sudipta Senapati,29-Nov-2025 12:31 PM,3RIoffDengapadarWO.pdf (671.00 KB),Work Order,"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,29-Nov-2025 12:13 PM,techsummary_551337.pdf (1570.99 KB),AOC
,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3066313,ARUN KUMAR MAHANKUD,06-Sep-2025 06:35 PM,Rejected-AOC,Unsuccessful Bidder,29-Nov-2025 12:31 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3074626,Babu Sethy,11-Sep-2025 12:44 PM,Rejected-AOC,Unsuccessful Bidder,29-Nov-2025 12:31 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3067045,BAIJAYANTI SWAIN,07-Sep-2025 12:09 PM,Rejected-AOC,Unsuccessful Bidder,29-Nov-2025 12:31 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3075654,Bhagaban Behera,11-Sep-2025 11:42 AM,Rejected-AOC,Unsuccessful Bidder,29-Nov-2025 12:31 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3077326,BULU SAHU,12-Sep-2025 01:00 PM,Rejected-AOC,Unsuccessful Bidder,29-Nov-2025 12:31 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3077103,GAYATHRI PANIGRAHI,12-Sep-2025 10:31 AM,Rejected-AOC,Unsuccessful Bidder,29-Nov-2025 12:31 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3073686,GHANTA SURYA REDDY,10-Sep-2025 12:29 PM,Rejected-AOC,Unsuccessful Bidder,29-Nov-2025 12:31 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3072605,GOBINDA CHANDRA SETHI,09-Sep-2025 07:17 PM,Rejected-AOC,Unsuccessful Bidder,29-Nov-2025 12:31 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3079770,Hari Chandra Nayak,14-Sep-2025 05:29 PM,Rejected-AOC,Unsuccessful Bidder,29-Nov-2025 12:31 PM,,,,,,,,,,,,,,AOC
