Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Suraj Kumar Patra,Internal,Rahul Dev Thakur Da Bijaylaxmi Tudu Estimator Madhusmita Das AE,Bijaylaxmi Tudu,13-Sep-2025 11:11 AM,techsummary_546345.pdf (2724.14 KB),29-Oct-2025,"INR 2,180,693",120.0,Bijaylaxmi Tudu,18-Nov-2025 01:37 PM,WO.pdf (1066.00 KB),The work has been entrusted to successful transparency Lottery Winner Sri Sanjay Kumar Sahu C class contractor 38P 2025-26,1,3016829,AMARENDRA NARAYAN BARIK,29-Jul-2025 04:21 PM,Rejected-AOC,Not win the Transparency Lottery,18-Nov-2025 01:38 PM,1.0,3011551.0,sanjay kumar sahu,INR,"2,180,693",Finance,Bid has been opened on dt 02.08.2025 and there are 26 nos of Bidders have participated in this tender process.,SURAJ KUMAR PATRO,12-Sep-2025 08:16 PM,finance_546345.pdf,BOQ Comparative Chart,Suraj Kumar Patra,Internal,Rahul Dev Thakur Da Bijaylaxmi Tudu Estimator Madhusmita Das AE,Bijaylaxmi Tudu,13-Sep-2025 11:23 AM,finsummary_546345.pdf (1049.23 KB),CCE Deo Irr Project Karanjia||CCE Deo Irr Project Karanjia||E.E Deo Head Works Divn Karanjia,2025_CCEDI_115691_2,02/sedhwd,"Construction of 02 Nos of Entrance Gates at Left side and Right side of Deo Dam of Deo Irrigation Project, Karanjia",AOC,"Construction of 02 Nos of Entrance Gates at Left side and Right side of Deo Dam of Deo Irrigation Project, Karanjia","Construction of 02 Nos of Entrance Gates at Left side and Right side of Deo Dam of Deo Irrigation Project, Karanjia",Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,NA ,Karanjia,757037.0,NA ,NA ,NA ,"SE, DEO HEADWORKS DIVISION, KARANJIA",No ,No,"6,000",Nil,Nil,No,"SE, DEO HEADWORKS DIVISION, KARANJIA","SE, DEO HEADWORKS DIVISION, KARANJIA",1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,GSTN,PAN,NRC,AFFIDAVIT AND OTHERS AS PER DTCN","25,700",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,18-Jul-2025 10:00 AM,02-Aug-2025 11:30 AM,18-Jul-2025 10:00 AM,01-Aug-2025 05:30 PM,18-Jul-2025 10:00 AM ,29-Jul-2025 01:00 PM ,18-Jul-2025 10:00 AM,01-Aug-2025 05:30 PM,CCE Deo Irr Project Karanjia||CCE Deo Irr Project Karanjia||E.E Deo Head Works Divn Karanjia,02/sedhwd,2025_CCEDI_115691_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,2,3019475,ANITA RANI GIRI,31-Jul-2025 04:46 PM,Rejected-AOC,Not win the Transparency Lottery,18-Nov-2025 01:38 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3020422,BIKASH PARIDA,01-Aug-2025 02:08 PM,Rejected-AOC,Not win the Transparency Lottery,18-Nov-2025 01:38 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3020432,BISMAY KUMAR SAHOO,01-Aug-2025 02:23 PM,Rejected-AOC,Not win the Transparency Lottery,18-Nov-2025 01:38 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3019844,Chandan Kumar Mohanta,31-Jul-2025 09:41 PM,Rejected-AOC,Not win the Transparency Lottery,18-Nov-2025 01:38 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3020335,GYANA PRAKASH DALAI,01-Aug-2025 01:23 PM,Rejected-AOC,Not win the Transparency Lottery,18-Nov-2025 01:38 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3016350,JIBAN KRUSHNA ROY,29-Jul-2025 12:24 PM,Rejected-AOC,Not win the Transparency Lottery,18-Nov-2025 01:38 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3020333,JYOTISMITA SAHU,01-Aug-2025 01:24 PM,Rejected-AOC,Not win the Transparency Lottery,18-Nov-2025 01:38 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3020459,KAPILA CHARAN MALIK,01-Aug-2025 02:21 PM,Rejected-AOC,Not win the Transparency Lottery,18-Nov-2025 01:38 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3020183,MANGAT MAJHI,01-Aug-2025 12:15 PM,Rejected-AOC,Not win the Transparency Lottery,18-Nov-2025 01:38 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
