Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
"Executive Engineer, D.A.O-II, and Estimator of R.W EL.DIVN.BBSR",Internal,,Chudamani Sethi,12-Nov-2025 12:41 PM,techsummary_552521.pdf (642.22 KB),14-Nov-2025,"INR 2,805,313",180.0,Chudamani Sethi,19-Nov-2025 12:00 PM,4093.pdf (423.00 KB),1,3096542,ABHILASH PRADHAN,23-Sep-2025 03:30 PM,Rejected-Finance,looser on lottery,14-Nov-2025 12:44 PM,1.0,3098551.0,SRD ENERGY TREE PVT LTD,INR,"2,805,313",Finance,19NOS of bidders participated in the tender,Chudamani Sethi,26-Sep-2025 04:58 PM,finance_552521.pdf,BOQ Comparative Chart,"Executive Engineer, D.A.O-II, and Estimator of R.W EL.DIVN.BBSR",Internal,,Chudamani Sethi,14-Nov-2025 12:44 PM,finsummary_552521.pdf (1362.02 KB),CE RW I||RW Electrical Circle Bhubaneswar||RW Electrical Division Bhubaneswar,2025_CERWI_117973_2,EERWELBBSR 12/ 2025-26,"Provision of Conventional Lightning Arrestor, DG Set and Glow Sign Board, AC, Solar Light and Video Conferencing at RW Division Balasore-I and Balasore-II",AOC,1.0,ICICI BANK,CE RW I||RW Electrical Circle Bhubaneswar||RW Electrical Division Bhubaneswar,EERWELBBSR 12/ 2025-26,2025_CERWI_117973_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,16-Sep-2025 12:00 PM,25-Sep-2025 01:00 PM,16-Sep-2025 12:00 PM,24-Sep-2025 05:00 PM,NA ,NA ,16-Sep-2025 12:00 PM,24-Sep-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid license copy,GST certificate ,PAN card , EMD, Tender paper cost",E. E. R.W EL.DIVN.BBSR At- Divn. Complex Rasulgarh,"Executive Engineer, R.W EL.DIVN.BBSR At- 1st floor of Divn. Complex, Rasulgarh Behind Explanade Mall. Dist. Khurda Odisha. Pincode-751010","Provision of Conventional Lightning Arrestor, DG Set and Glow Sign Board, AC, Solar Light and Video Conferencing at RW Division Balasore-I and Balasore-II","Provision of Conventional Lightning Arrestor, DG Set and Glow Sign Board, AC, Solar Light and Video Conferencing at RW Division Balasore-I and Balasore-II",Please refer Tender documents. ,NA ,"32,99,981",Electrical Works,NA ,Tender,90.0,180.0,BALASORE,756100.0,NA ,NA ,NA ,E. E. R.W EL.DIVN.BBSR At- Divn. Complex Rasulgarh,No ,No,"33,000",No,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,2,3098020,ANIL KUMAR SAHU,24-Sep-2025 11:05 AM,Rejected-Finance,looser on lottery,14-Nov-2025 12:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit for correctness, no relation certificate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,3098579,Fusion Power,24-Sep-2025 02:46 PM,Rejected-Finance,looser on lottery,14-Nov-2025 12:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3089282,JAYANTA KUMAR JENA,19-Sep-2025 09:20 PM,Rejected-Finance,looser on lottery,14-Nov-2025 12:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3098927,MELUHA ELEKTRON,24-Sep-2025 04:25 PM,Rejected-Finance,looser on lottery,14-Nov-2025 12:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3086864,M/s Excel Infrastructure,19-Sep-2025 12:43 PM,Rejected-Finance,looser on lottery,14-Nov-2025 12:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3097847,MS KALYANI ELECTRICALS AND CONSTRUCTION,24-Sep-2025 02:02 AM,Rejected-Finance,looser on lottery,14-Nov-2025 12:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3098842,M/S. OMM ENGINEERING,24-Sep-2025 03:48 PM,Rejected-Finance,looser on lottery,14-Nov-2025 12:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3098674,MS RAGHUNATH ENTERPRISES,24-Sep-2025 02:27 PM,Rejected-Finance,looser on lottery,14-Nov-2025 12:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3098175,RM ENTERPRISES,24-Sep-2025 01:09 PM,Rejected-Finance,looser on lottery,14-Nov-2025 12:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
