Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
IDCO||IDCO||IDCO,2025_IDCO_115441_1,PC/EST/E-27/2025-26,"One time repair and servicing of the multi (five) level overground puzzle type electro-mechanical car parking system accomodating 103 cars at IDCO Towers, Bhubaneswar including Operation and Maintenance and CAMC for 5 years.",1.0,3010843.0,PARK SMART SOLUTIONS LIMITED,INR,"19,421,788",CGM PC,Internal,,JAGABANDHU MAJHI,13-Aug-2025 12:49 PM,14-Aug-2025 11:00 AM,techsummary_545862.pdf (398.68 KB),20-Nov-2025,"INR 19,421,788",60.0,JAGABANDHU MAJHI,20-Nov-2025 04:16 PM,Agmt.pdf (5806.00 KB),"The L1 bidder had quoted Rs.20311575.89 being 9.8% Excess than the estimated cost. Upon subsequent negotiation, the agency has offered the revised quotation amounting Rs.19421788.00 being 4.99% Excess",CGM PC,Internal,,JAGABANDHU MAJHI,20-Nov-2025 04:02 PM,finsummary_545862.pdf (1897.82 KB),1,3010843,PARK SMART SOLUTIONS LIMITED,24-Jul-2025 02:28 PM,Accepted-AOC,L1 bidder,20-Nov-2025 04:17 PM,Technical,Technical Opening Summary,JAGABANDHU MAJHI,25-Jul-2025 03:13 PM,technical_545862.pdf,Finance,Financial Opening Summary,JAGABANDHU MAJHI,14-Aug-2025 11:58 AM,finance_545862.pdf,BOQ Comparative Chart,AOC,11-Jul-2025 06:15 PM,25-Jul-2025 11:30 AM,11-Jul-2025 06:15 PM,24-Jul-2025 05:00 PM,NA ,NA ,11-Jul-2025 06:15 PM,24-Jul-2025 05:00 PM,14-Aug-2025 11:00 AM,1,ICICI BANK,"Chief General Manager (PC), IDCO, BBSR","Office Chamber of the CGM (PC), IDCO Towers, Janpath, Bhubaneswar","One time repair and servicing of the multi (five) level overground puzzle type electro-mechanical car parking system accomodating 103 cars at IDCO Towers, Bhubaneswar including Operation and Maintenance and CAMC for 5 years.","One time repair and servicing of the multi (five) level overground puzzle type electro-mechanical car parking system accomodating 103 cars at IDCO Towers, Bhubaneswar including Operation and Maintenance and CAMC for 5 years.",As per DTCN.  ,NA ,"1,84,98,703",Electrical Works,NA ,Tender,180.0,60.0,"IDCO Tower, Bhubaneswar",751022.0,NA ,NA ,NA ,"Office Chamber of the CGM (PC), IDCO Towers, BBSR",No ,No,1,Fee/PreQual/Technical,.pdf,"RC, PAN, GST, EPFO, VALID WORK EXPERIENCE, MAF, ALL SCHEDULES AND OTHER DOCUMENTS AS PER DTCN","1,84,987",Yes,percentage,1.0%,ODISHA INDUSTRIAL INFRASTRUCTURE DEVELOPMENT CORPO,"IDCO, IDCO TOWER, JANPATH, BHUBANESWAR",IDCO||IDCO||IDCO,PC/EST/E-27/2025-26,2025_IDCO_115441_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Both(Online/Offline),No,No,No,"11,800",0.0,ODISHA INDUSTRIAL INFRASTRUCTURE DEVELOPMENT CORPO,"IDCO, IDCO TOWER, JANPATH, BHUBANESWAR",No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3008320,Ram Ratna Infrastructure private limited,23-Jul-2025 11:50 AM,Rejected-AOC,L2 bidder,20-Nov-2025 04:17 PM,,,,,,,,,,,,AOC,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
