Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"2,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,1,ICICI BANK,"3,000",Yes,fixed,,Nil,Nil,Municipal Bodies||Jharsuguda Municipality,EO/JMC/ 08/2023-24,2023_ORULB_98279_110,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,18-Dec-2023 06:00 PM,02-Jan-2024 03:30 PM,18-Dec-2023 06:00 PM,30-Dec-2023 03:00 PM,NA ,NA ,18-Dec-2023 06:00 PM,30-Dec-2023 03:00 PM,"Construction of CC Road infront of Sanjay Gandhi High School towards Pond, Malimunda in W. No. -12.",ROAD,"Scan copy of regd cert, PAN, GST clearance cert., experience cert., and other documents as per DTCN ",NA ,,Civil Works - Others,NA ,Tender,75.0,60.0,MALIMUNDA,768201.0,NA ,NA ,NA ,JHARSUGUDA MUNICIPALITY,No ,No,EXECUTIVE OFFICER,JHARSUGUDA,AOC,manasranjanmallick,Internal,simanchal das,Manas Ranjan Mallick,09-Oct-2025 05:25 PM,techsummary_479342.pdf (3597.06 KB),manasranjanmallick,Internal,"susanata patel, simanchal das",Manas Ranjan Mallick,14-Nov-2025 12:22 PM,finsummary_479342.pdf (187.54 KB),Finance,OK,Subash Chandra Pradhan,31-Jan-2024 01:41 PM,finance_479342.pdf,BOQ Comparative Chart,14-Nov-2025,"INR 244,225.497",60.0,Manas Ranjan Mallick,14-Nov-2025 12:39 PM,radhaballabh.pdf (1229.00 KB),ok,Municipal Bodies||Jharsuguda Municipality,2023_ORULB_98279_110,EO/JMC/ 08/2023-24,"Construction of CC Road infront of Sanjay Gandhi High School towards Pond, Malimunda in W. No. -12.",1.0,2370464.0,RADHA BALHABA NAIK,INR,"244,225.497",1,2371061,Birendra Munda,29-Dec-2023 04:33 PM,Rejected-AOC,rejected,14-Nov-2025 12:39 PM,AOC
,,,,,,,.xls,BILL OF QUANTITY,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2370464,RADHA BALHABA NAIK,28-Dec-2023 02:13 PM,Accepted-AOC,accepted,14-Nov-2025 12:39 PM,AOC
