Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Name,Address,Tender Stage
Municipal Bodies||Barpali NAC,2025_ORULB_113593_19,EOBRP/01/2025-26,Construction of CC Road with drain from Bablu Das house to Pancha Meher house in W.No.11 under NAC Barpali.,1.0,2935013.0,REENA SAHU,INR,"140,438.76",1,2938084,Abhilash Padhan,28-May-2025 03:11 PM,Rejected-Finance,Other than L1,09-Sep-2025 10:04 AM,10-Oct-2025,"INR 165,202.64",60.0,Bhuban Kumar Satpathy,08-Nov-2025 10:10 PM,Babludashousetopancha.pdf (283.00 KB),"Work Order Issued to Reena Sahu, vide No.2159 / Dt. 10.10.2025",Finance,6 NOS OF BIDDER HAVE PARTICIPATE,Bhuban Kumar Satpathy,17-Jul-2025 06:45 PM,,BOQ Comparative Chart,Chairperson,Internal,"Executive Officer, Municipal Engineer, Sub-Treasury Officer, Addl. Tahasildar",Bhuban Kumar Satpathy,09-Sep-2025 10:04 AM,finsummary_540149.pdf (307.04 KB),Chairperson,Internal,"Executive Officer, Municipal Engineer, Sub-Treasury Officer, Addl. Tahasildar",Bhuban Kumar Satpathy,09-Sep-2025 08:15 AM,techsummary_540149.pdf (315.90 KB),AOC,"1,652",Yes,fixed,,Nil,Nil,Construction of CC Road with drain from Bablu Das house to Pancha Meher house in W.No.11 under NAC Barpali.,Construction of CC Road with drain from Bablu Das house to Pancha Meher house in W.No.11 under NAC Barpali.,Please refer Tender documents. ,NA ,"1,65,206",Civil Works - Others,NA ,Tender,90.0,60.0,Barpali,768029.0,NA ,NA ,NA ,"Office of the E.O, NAC Barpali",No ,No,19-May-2025 11:00 AM,09-Jun-2025 11:00 AM,19-May-2025 11:00 AM,06-Jun-2025 05:00 PM,19-May-2025 11:00 AM ,06-Jun-2025 01:00 PM ,19-May-2025 11:00 AM,06-Jun-2025 05:00 PM,1.0,Extension of Date,Date,,600.0,0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Online Copy of Paper Cost and EMD, Valid (R.C, PAN, GSTN), Affidavit, No Relation Certificate etc.",Municipal Bodies||Barpali NAC,EOBRP/01/2025-26,2025_ORULB_113593_19,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Executive Officer, NAC Barpali","Office of the E.O, NAC Barpali At-Gandhi Chowk, Po-Barpali, Dist.-Barpali",AOC
,,,,,,,,,2,2954385,BANDITA TRIPATHY,06-Jun-2025 01:59 PM,Rejected-Finance,Other than L1,09-Sep-2025 10:04 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC
,,,,,,,,,3,2937348,GURU MEHER,04-Jun-2025 11:51 AM,Rejected-Finance,Other than L1,09-Sep-2025 10:04 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,2931339,JITEN SUNA,05-Jun-2025 04:38 PM,Rejected-AOC,Other than L1,08-Nov-2025 10:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,2941765,LALIT MEHER (SC),05-Jun-2025 10:46 PM,Rejected-Finance,Other than L1,09-Sep-2025 10:04 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,2935013,REENA SAHU,27-May-2025 04:16 PM,Accepted-AOC,1st Lowest,08-Nov-2025 10:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
