Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"Executive Engineer, CD-I","At Bikash Bhawan, Jagannathlane Badambadi, Dist Cuttack, Pin-753012",1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST AND EMD ONLINE,VAT, PAN, EPF REGISTRATION AND GST-IN CERTIFICATE OTHER DOCUMENTS","2,500",Yes,fixed,,Nil,Nil,S/R to C.C. road and drain Chaina Nana house to Mamuni Bhoi house in Ward No. 12.,S/R to C.C. road and drain Chaina Nana house to Mamuni Bhoi house in Ward No. 12.,Please refer Tender documents. ,NA ,"2,52,100",Civil Works - Others,NA ,Tender,90.0,30.0,CMC,753012.0,NA ,NA ,NA ,At Bikash Bhawan,No ,No,"2,360",0.0,Nil,Nil,No,1,ICICI BANK,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-I_No.06/2024-25,2024_ORULB_104679_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,11-Sep-2024 03:00 PM,25-Sep-2024 11:00 AM,11-Sep-2024 03:00 PM,21-Sep-2024 05:00 PM,11-Sep-2024 03:00 PM ,21-Sep-2024 05:00 PM ,11-Sep-2024 03:00 PM,21-Sep-2024 05:00 PM,AOC,1,2546401,SHUVENDU MISHRA,12-Sep-2024 04:30 PM,Rejected-AOC,Rejected,04-Nov-2025 04:53 PM,04-Nov-2025,"INR 214,258",30.0,Subas Chandra Sahoo,04-Nov-2025 04:53 PM,2024_ORULB_104679_6.pdf (396.00 KB),Work Order,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,04-Nov-2025 04:44 PM,techsummary_506461.pdf (396.39 KB),Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,04-Nov-2025 04:50 PM,finsummary_506461.pdf (396.39 KB),Municipal Bodies||Cuttack Municipal Corporation,2024_ORULB_104679_6,MC(CMC)CTC_Div-I_No.06/2024-25,S/R to C.C. road and drain Chaina Nana house to Mamuni Bhoi house in Ward No. 12.,1.0,2554838.0,SRI. PRAMODA KUMAR JENA,INR,"214,258",Finance,Two bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Subas Chandra Sahoo,26-Sep-2024 07:08 PM,finance_506461.pdf,BOQ Comparative Chart,AOC
,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2554838,SRI. PRAMODA KUMAR JENA,21-Sep-2024 04:49 PM,Accepted-AOC,Accepted,04-Nov-2025 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
