Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Municipal Bodies||Binka NAC,BINKA-NAC-04/2025-26,2025_ORULB_118549_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,AS PER DTCN,1,ICICI BANK,"10,000",0.0,Nil,Nil,No,EXECUTIVE OFFICER NOTIFIED AREA COUNCIL BINKA,NAC OFFICE CAMPUS BINKA,"Providing Consultancy Services for Preparation of Comprehensive Drainage Master Plan and DPR for Storm Water Drainage System of Notified Area Council, Binka, in the District of Subarnapur, Odisha","Providing Consultancy Services for Preparation of Comprehensive Drainage Master Plan and DPR for Storm Water Drainage System of Notified Area Council, Binka, in the District of Subarnapur, Odisha",Please refer Tender documents. ,NA ,"91,40,000",Miscellaneous Works,NA ,Tender,180.0,180.0,BINKA,767019.0,NAC BINKA CAMPUS ,NAC BINKA CAMPUS BINKA SUBARNAPUR 767019 ,08-Oct-2025 11:00 AM ,NOTIFIED AREA COUNCIL BINKA,No ,No,"91,400",Yes,fixed,,Nil,Nil,26-Sep-2025 11:00 AM,16-Oct-2025 11:00 AM,26-Sep-2025 11:00 AM,15-Oct-2025 05:00 PM,26-Sep-2025 11:00 AM ,15-Oct-2025 05:00 PM ,26-Sep-2025 11:00 AM,15-Oct-2025 05:00 PM,04-Nov-2025 11:15 AM,AOC,1,3118821,Ecometrix Consultants Pvt. Ltd.,14-Oct-2025 12:47 PM,Accepted-AOC,LOWEST,17-Nov-2025 11:08 AM,17-Nov-2025,"INR 233,000",180.0,Manash Ranjan Bhoi,17-Nov-2025 11:08 AM,AOC.pdf (482.00 KB),PER SQ KM,Finance,bids have been opened,Manash Ranjan Bhoi,17-Nov-2025 10:59 AM,finance_553844.pdf,BOQ Comparative Chart,CHAIRPERSON NAC BINKA,Internal,EXECUTIVE OFFICER MUNICIPAL ENGINEER ASSISTANT ENGINEER JUNIOR ENGINEER ACCOUNTANT,Manash Ranjan Bhoi,04-Nov-2025 11:05 AM,04-Nov-2025 11:15 AM,techsummary_553844.pdf (2477.58 KB),CHAIRPERSON NAC BINKA,Internal,EXECUTIVE OFFICER MUNICIPAL ENGINEER ASSISTANT ENGINEER JUNIOR ENGINEER ACCOUNTANT,Manash Ranjan Bhoi,17-Nov-2025 11:04 AM,finsummary_553844.pdf (478.96 KB),Municipal Bodies||Binka NAC,2025_ORULB_118549_1,BINKA-NAC-04/2025-26,"Providing Consultancy Services for Preparation of Comprehensive Drainage Master Plan and DPR for Storm Water Drainage System of Notified Area Council, Binka, in the District of Subarnapur, Odisha",Technical,Bids have been opened,Manash Ranjan Bhoi,04-Nov-2025 11:00 AM,technical_553844.pdf,1.0,3118821.0,Ecometrix Consultants Pvt. Ltd.,INR,"233,000",AOC
,,,,,,,,,,,,,,2,Finance,.xls,BOQ,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3122623,Lotus Engineers,14-Oct-2025 12:54 PM,Rejected-Finance,highest,17-Nov-2025 11:04 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
