Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3010297,HARAPRIYA MOHAPATRA,23-Jul-2025 06:02 PM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,3010329,JAGANNATH MOHAPATRA,24-Jul-2025 11:30 AM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,3010470,Kailas Chandra Dalei,24-Jul-2025 08:48 AM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,3011082,MANJIT KUMAR SWAIN,24-Jul-2025 04:29 PM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,3010959,MANJULATA MALLICK,24-Jul-2025 03:17 PM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,3007611,MRUTYOUNJAY JENA,21-Jul-2025 06:57 PM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,3007873,MRUTYUNJAY ROUT,21-Jul-2025 10:59 PM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,18,3010568,M/s BISWORANJAN DASH,24-Jul-2025 10:21 AM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,19,3008391,M/S N.M. CONSTRUCTIONS,24-Jul-2025 12:24 PM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,20,3010352,PRASANTA KUMAR MOHANTY,23-Jul-2025 07:11 PM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,21,3010600,PRIYARANJAN DASH,24-Jul-2025 10:52 AM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,22,3011036,PURBASHA ROUT,24-Jul-2025 04:10 PM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,23,3006819,RABINDRA DAS,21-Jul-2025 01:40 PM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,24,3009543,RAKESH KUMAR CHHOTARAY,23-Jul-2025 10:24 AM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,25,3010783,RAMESWAR ENTERPRISE,24-Jul-2025 01:44 PM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,26,3010648,SANDEEP PARIDA,24-Jul-2025 01:18 PM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,27,3010320,SAROJ KUMAR DALAI,23-Jul-2025 06:32 PM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,28,3006806,SATYAJIT SAMANTARAY,21-Jul-2025 01:31 PM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,29,3010997,"S.L.CONSTRUCTION AND HOME DECOR, PROP-SUSIL RANJAN SAHOO",24-Jul-2025 03:46 PM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,30,3010254,S.R CONSTRUCTIONS PROP-SUJATA RAY,23-Jul-2025 05:28 PM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,31,3010636,SUBASH BEURA,24-Jul-2025 12:04 PM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,32,3010335,SURYA NARAYAN MOHANTY,23-Jul-2025 06:55 PM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,33,3010690,SWADHIN KUMAR JENA,24-Jul-2025 12:09 PM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
