Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"Spl.Repair to Restoration of Sailashree Vihar to Chandrasekharpur Road, Bhubaneswar for the year 2025-26","Spl.Repair to Restoration of Sailashree Vihar to Chandrasekharpur Road, Bhubaneswar for the year 2025-26",Pl refer DTCN3 ,NA ,"19,45,200",Civil Works - Roads,Road works ,Tender,90.0,30.0,Bhubaneswar,751001.0,NA ,NA ,NA ,O.O.S.E.BBSR RandB Divn No.3,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"On line proof copy of Tender cost and EMD, GSTIN, PAN, RC and Affidavit as per DTCN",1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,16-Jul-2025 04:00 PM,25-Jul-2025 11:30 AM,16-Jul-2025 04:00 PM,24-Jul-2025 05:30 PM,NA ,NA ,16-Jul-2025 04:00 PM,24-Jul-2025 05:30 PM,S.E.BBSR RandB Divn No.3 Bhubaneswar,Infront of Nirman Soudha Unit 5 Bhubaneswar Dist Khordha Odisha,"19,452",Yes,fixed,,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-CENTRAL||EERNB-DIVN-III-BBSR,eTCN-14 of 2025-26,2025_EICCL_115563_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,1,3011111,ABINASH BISWAL,24-Jul-2025 04:46 PM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,12-Nov-2025,"INR 1,667,069",30.0,Narendra Kumar Ghadei,12-Nov-2025 06:23 PM,AswiniSailahsreeCSPur.pdf (1376.00 KB),Work order awarded,Sri N.K.Ghadai S.E.,Internal,Sri S.K.Mishra Sr.D.A.O M.Rath AE Estimator,Narendra Kumar Ghadei,12-Nov-2025 06:14 PM,techsummary_546216.pdf (1375.63 KB),Sri N.K.Ghadai S.E.,Internal,Sri S.K.Mishra Sr.D.A.O M.Rath AE Estimator,Narendra Kumar Ghadei,12-Nov-2025 06:19 PM,finsummary_546216.pdf (1375.63 KB),EIC-CIVIL||SERNB-CIRCLE-CENTRAL||EERNB-DIVN-III-BBSR,2025_EICCL_115563_3,eTCN-14 of 2025-26,"Spl.Repair to Restoration of Sailashree Vihar to Chandrasekharpur Road, Bhubaneswar for the year 2025-26",1.0,3004653.0,ASHWINI KUMAR JENA,INR,"1,667,069",Finance,Received,Narendra Kumar Ghadei,02-Aug-2025 02:46 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3007718,ANUP KUMAR DAS,21-Jul-2025 08:19 PM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3002919,ASHI ENGINEERING PROP. SASANKA SEKHAR SENAPATI,21-Jul-2025 01:52 PM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3004653,ASHWINI KUMAR JENA,19-Jul-2025 08:59 PM,Accepted-AOC,Through Transparent lottery,12-Nov-2025 06:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3011063,BABUL KUMAR PARIDA,24-Jul-2025 04:24 PM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3004670,CBDS CONSTRUCTION,19-Jul-2025 09:16 PM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3010839,DEBANSHEE INFRA AND ASSOCIATES,24-Jul-2025 01:57 PM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3011022,DIPAK KUMAR SAHOO,24-Jul-2025 04:11 PM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3009842,DIPTI PRAKASH SUBUDHI,23-Jul-2025 01:18 PM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3011139,DUSMANT KUMAR BEHERA,24-Jul-2025 05:14 PM,Rejected-Finance,Disqualified through transparent lottery,12-Nov-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
