Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"Executive Engineer, CD-I","At Bikash Bhawan, Jagannathlane Badambadi, Dist Cuttack, Pin-753012",Construction of road from Tikan Sethi res to Gobardhan Tarai res at Sandhapur Kaibarta Sahi in Ward No. 3.,Construction of road from Tikan Sethi res to Gobardhan Tarai res at Sandhapur Kaibarta Sahi in Ward No. 3.,Please refer Tender documents. ,NA ,"13,61,000",Civil Works - Others,NA ,Tender,90.0,60.0,CMC,753012.0,NA ,NA ,NA ,"At Bikash Bhawan, Jagannathlane Badambadi",No ,No,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-I_No.21/2024-25,2025_ORULB_109194_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,09-Jan-2025 03:00 PM,24-Jan-2025 11:00 AM,09-Jan-2025 03:00 PM,20-Jan-2025 05:00 PM,09-Jan-2025 03:00 PM ,20-Jan-2025 05:00 PM ,09-Jan-2025 03:00 PM,20-Jan-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST, EMD ONLINE,VAT, PAN, EPF REGISTRATION AND GST-IN CERTIFICATE OTHER DOCUMENTS DTCN",1.0,ICICI BANK,"13,600",Yes,fixed,,Nil,Nil,"7,080",0.0,Nil,Nil,No,AOC,Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_109194_1,MC(CMC)CTC_Div-I_No.21/2024-25,Construction of road from Tikan Sethi res to Gobardhan Tarai res at Sandhapur Kaibarta Sahi in Ward No. 3.,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,11-Nov-2025 01:44 PM,finsummary_524676.pdf (402.32 KB),Finance,Four bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified,Subas Chandra Sahoo,27-Jan-2025 11:41 AM,finance_524676.pdf,BOQ Comparative Chart,1.0,2766463.0,MONALISHA BEHERA,INR,"1,156,993",11-Nov-2025,"INR 1,156,993",60.0,Subas Chandra Sahoo,11-Nov-2025 01:50 PM,2025_ORULB_109194_1.pdf (402.00 KB),Work Order,1,2762880,CHANDRABATI BISWAL,20-Jan-2025 12:10 PM,Rejected-AOC,Rejected,11-Nov-2025 01:50 PM,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,11-Nov-2025 01:39 PM,techsummary_524676.pdf (402.32 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2766463,MONALISHA BEHERA,20-Jan-2025 03:03 PM,Accepted-AOC,Accepted,11-Nov-2025 01:50 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2766500,PRAVAT CHANDRA BEHERA,20-Jan-2025 03:12 PM,Rejected-AOC,Rejected,11-Nov-2025 01:50 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2766541,SANJAY KUMAR DALAI,20-Jan-2025 03:20 PM,Rejected-AOC,Rejected,11-Nov-2025 01:50 PM,,,,,,,AOC
