EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"5,100",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,Scan copy of valid licence GSTN PAN affidavit and other document as per DTCN,"4,000",0.0,Nil,Nil,No,04-Jan-2025 06:00 PM,15-Jan-2025 11:30 AM,04-Jan-2025 06:00 PM,13-Jan-2025 05:00 PM,NA ,NA ,04-Jan-2025 06:00 PM,13-Jan-2025 05:00 PM,SE M I Division Ganjam II Berhampur,SE M I Division Ganjam II Berhampur,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GANJAM II",GMID-II/08/2024_25,2025_CEMIB_109016_29,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Improvement to Check dam over Bada nalla _ IV in Purushottampur block near village Adheibara,Improvement to Check dam over Bada nalla _ IV in Purushottampur block near village Adheibara,Please refer Tender documents. ,NA ,"5,08,000",Civil Works - Others,NA ,Tender,90.0,60.0,SE M I Division Ganjam II Berhampur,760010.0,NA ,NA ,NA ,SE M I Division Ganjam II Berhampur,No ,No,AOC,SE MI DIVN GANJAM II BAM,Internal,,SUDHA KIRAN PADHI,01-Nov-2025 01:33 PM,finsummary_523796.pdf (195.92 KB),SE MI DIVN GANJAM II BAM,Internal,,SUDHA KIRAN PADHI,01-Nov-2025 01:32 PM,techsummary_523796.pdf (195.92 KB),"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GANJAM II",2025_CEMIB_109016_29,GMID-II/08/2024_25,Improvement to Check dam over Bada nalla _ IV in Purushottampur block near village Adheibara,1.0,2746307.0,Purna Chandra Pattanayak,INR,"432,200",1,2744686,G.Mohan Dora,12-Jan-2025 09:13 PM,Rejected-AOC,-,04-Nov-2025 01:36 PM,04-Nov-2025,"INR 432,200",60.0,SUDHA KIRAN PADHI,04-Nov-2025 01:36 PM,29.pdf (279.00 KB),Finance,-,SUDHA KIRAN PADHI,01-Nov-2025 01:30 PM,finance_523796.pdf,BOQ Comparative Chart,AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2747409,KSHIROD KUMAR NAHAK,13-Jan-2025 04:10 PM,Rejected-AOC,-,04-Nov-2025 01:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2744476,Pramod Kumar Nahak,12-Jan-2025 01:46 PM,Rejected-AOC,-,04-Nov-2025 01:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2746307,Purna Chandra Pattanayak,13-Jan-2025 12:11 PM,Accepted-AOC,winner,04-Nov-2025 01:36 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2744951,Sasmita Nayak,12-Jan-2025 09:18 PM,Rejected-AOC,-,04-Nov-2025 01:36 PM,,,,,,,,,,,,,AOC
