Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Divisional Officer,"RURAL WORKS DIVISION, RAIRANGPUR",27-Aug-2025 11:00 AM,09-Sep-2025 11:30 AM,27-Aug-2025 11:00 AM,08-Sep-2025 05:00 PM,27-Aug-2025 11:00 AM ,06-Sep-2025 05:00 PM ,27-Aug-2025 11:00 AM,08-Sep-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,PAN GSTIN affidavit agreement as per DTCN,"2,000",0.0,Nil,Nil,No,1.0,ICICI BANK,CE RW I||RWCIRCLE-BARIPADA||RW Division Rairangpur,RD 07,2025_CERWI_117387_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Maintenance of non residential building Homeopathic dispensary at Khadambeda for the year 2025-26,Maintenance of non residential building Homeopathic dispensary at Khadambeda for the year 2025-26,NA ,NA ,"2,52,098",Civil Works - Buildings,NA ,Tender,90.0,30.0,Mayurbhanj,757043.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, RAIRANGPUR",No ,No,"2,520",Yes,fixed,,Nil,Nil,AOC,Sri Sanjeet Kumar Naik,Internal,,Sanjeet Kumar Naik,18-Nov-2025 12:42 PM,finsummary_550558.pdf (81.07 KB),CE RW I||RWCIRCLE-BARIPADA||RW Division Rairangpur,2025_CERWI_117387_1,RD 07,Maintenance of non residential building Homeopathic dispensary at Khadambeda for the year 2025-26,1.0,3056381.0,DHANESWAR MOHANTA,INR,"214,308",Finance,open,Sanjeet Kumar Naik,18-Nov-2025 12:23 PM,finance_550558.pdf,BOQ Comparative Chart,18-Nov-2025,"INR 214,308",30.0,Sanjeet Kumar Naik,18-Nov-2025 12:48 PM,4771.pdf (81.00 KB),1,3066239,ABHIJIT KUMAR GIRI,06-Sep-2025 05:44 PM,Rejected-AOC,Lottery,18-Nov-2025 12:48 PM,Sri Sanjeet Kumar Naik,Internal,,Sanjeet Kumar Naik,18-Nov-2025 12:27 PM,techsummary_550558.pdf (81.07 KB),AOC
,,,,,,,,,,,,.xls,Boq,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3057893,ANITA RANI GIRI,08-Sep-2025 10:43 AM,Rejected-AOC,Lottery,18-Nov-2025 12:48 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3066535,ASHOK KUMAR MOHAPATRA,06-Sep-2025 08:14 PM,Rejected-AOC,Lottery,18-Nov-2025 12:48 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3066857,BHARAT GUPTA,07-Sep-2025 09:06 AM,Rejected-AOC,Lottery,18-Nov-2025 12:48 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3067586,Chaitanya Dehuri,07-Sep-2025 05:49 PM,Rejected-AOC,Lottery,18-Nov-2025 12:48 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3067576,DEV KUMAR MANDAL,07-Sep-2025 05:21 PM,Rejected-AOC,Lottery,18-Nov-2025 12:48 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3056381,DHANESWAR MOHANTA,30-Aug-2025 02:49 PM,Accepted-AOC,Lottery winner,18-Nov-2025 12:48 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3057480,DILLIP KUMAR MOHANTA,31-Aug-2025 12:18 PM,Rejected-AOC,Lottery,18-Nov-2025 12:48 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3055389,JASABANTA GIRI,29-Aug-2025 07:16 PM,Rejected-AOC,Lottery,18-Nov-2025 12:48 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3062219,KARAN BASKEY,03-Sep-2025 11:54 AM,Rejected-AOC,Lottery,18-Nov-2025 12:48 PM,,,,,,,AOC
