S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,3049525.0,DEBA PRASAD MOHANTA,INR,"18,430,173","CCERWCIRCLE, BARIPADA",Internal,,Akshaya Kumar Naik,16-Sep-2025 01:20 PM,finsummary_549102.pdf (244.55 KB),CE RW I||RWCIRCLE-BARIPADA,2025_CERWI_116806_1,NCB No 385,Periodical maintanance of Post DLP NH-6 to Kesham NH-6 to Dumuria Brahmanposi to Dabanki Nh-6 to Arjunbil NH-6 to Radhanagar NH-6 to Palagoda Badajodi to Bhitaramda under Package No-PR-RRP-19 in the District of Mayurbhanj for the year 2025-26.,Technical,09 Nos Bidders Participated,Akshaya Kumar Naik,11-Sep-2025 06:07 PM,,Finance,09 Nos of bidder admitted,Akshaya Kumar Naik,16-Sep-2025 01:09 PM,,BOQ Comparative Chart,"CCERWCIRCLE, BARIPADA",Internal,,Akshaya Kumar Naik,11-Sep-2025 06:13 PM,15-Sep-2025 04:00 PM,techsummary_549102.pdf (900.42 KB),12-Nov-2025,"INR 18,430,173",90.0,Akshaya Kumar Naik,26-Nov-2025 01:00 PM,keshan.pdf (908.00 KB),1,3040295,BIJAYA NANDA MANDAL,20-Aug-2025 03:47 PM,Rejected-AOC,L1,26-Nov-2025 01:00 PM,AOC,CE RW I||RWCIRCLE-BARIPADA,NCB No 385,2025_CERWI_116806_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, RC, PAN, GSTIN and EMD etc as per DTCN",1.0,ICICI BANK,Periodical maintanance of Post DLP NH-6 to Kesham NH-6 to Dumuria Brahmanposi to Dabanki Nh-6 to Arjunbil NH-6 to Radhanagar NH-6 to Palagoda Badajodi to Bhitaramda under Package No-PR-RRP-19 in the District of Mayurbhanj for the year 2025-26.,Periodical maintanance of Post DLP NH-6 to Kesham NH-6 to Dumuria Brahmanposi to Dabanki Nh-6 to Arjunbil NH-6 to Radhanagar NH-6 to Palagoda Badajodi to Bhitaramda under Package No-PR-RRP-19 in the District of Mayurbhanj for the year 2025-26.,Please refer Tender documents. ,NA ,"2,16,80,000",Civil Works - Roads,NA ,Tender,90.0,90.0,"SERW Division, Rairangpur",757043.0,NA ,NA ,NA ,CCE RWC Baripada,No ,No,13-Aug-2025 05:00 PM,30-Aug-2025 11:00 AM,13-Aug-2025 05:00 PM,29-Aug-2025 05:00 PM,13-Aug-2025 05:00 PM ,26-Aug-2025 05:00 PM ,13-Aug-2025 05:00 PM,29-Aug-2025 05:00 PM,15-Sep-2025 04:00 PM,CCE RWC Baripada,CCE RWC Baripada,"10,000",0.0,Nil,Nil,No,"2,16,800",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3049525,DEBA PRASAD MOHANTA,26-Aug-2025 12:10 PM,Accepted-AOC,L1,26-Nov-2025 01:00 PM,AOC,,,,,,,,,,,,,,,,,.pdf,"ATO, similar nature of work experience etc as per DTCN",2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3047798,KRUSHNA KUMAR KHANDELWAL,29-Aug-2025 02:27 PM,Rejected-AOC,L1,26-Nov-2025 01:00 PM,AOC,,,,,,,,,,,,,,,,,.pdf,"Machineries, Affidavit etc as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3051718,MR. SATYARANJAN PATTNAIK,29-Aug-2025 02:37 PM,Rejected-AOC,L1,26-Nov-2025 01:00 PM,AOC,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3048151,SILVER CREEK CONSTRUCTIONS,29-Aug-2025 04:00 PM,Rejected-AOC,L1,26-Nov-2025 01:00 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3049531,SRI LINGARAJ PADHI,27-Aug-2025 06:46 PM,Rejected-AOC,L1,26-Nov-2025 01:00 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3054057,SRI MANOJ KUMAR ROUT,29-Aug-2025 12:25 PM,Rejected-AOC,L1,26-Nov-2025 01:00 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3053372,TARUN MOHANTY,29-Aug-2025 02:09 PM,Rejected-AOC,L1,26-Nov-2025 01:00 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3053776,TUHIN KUMAR MANDAL,29-Aug-2025 10:33 AM,Rejected-AOC,L1,26-Nov-2025 01:00 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
