S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,"2,000",0.0,Nil,Nil,No,26-Aug-2025 11:00 AM,12-Sep-2025 11:00 AM,26-Aug-2025 11:00 AM,11-Sep-2025 05:00 PM,26-Aug-2025 11:00 AM ,10-Sep-2025 05:00 PM ,26-Aug-2025 11:00 AM,11-Sep-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"GST,PANCARD,VALID REGN,AFFIDEVIT CORRECTNESS,REGARDING NO RELATION CERTIFICATE",Divisional Officer,"RURAL WORKS DIVISION, MALKANGIRI",CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI,"02/RWD-I,MKG/2025-26",2025_CERWI_117343_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Repair and Maintenance of D type Quarter of New Tahasil at Khairput in the District of Malkangiri for the year 2025-26,Repair and Maintenance of D type Quarter of New Tahasil at Khairput in the District of Malkangiri for the year 2025-26,NA ,NA ,"3,36,191",Civil Works - Buildings,NA ,Tender,90.0,30.0,Malkangiri,764048.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, MALKANGIRI",No ,No,"3,360",Yes,fixed,,Nil,Nil,AOC,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI,2025_CERWI_117343_1,"02/RWD-I,MKG/2025-26",Repair and Maintenance of D type Quarter of New Tahasil at Khairput in the District of Malkangiri for the year 2025-26,Executive Engineer,Internal,"SujataDishariEE,BrajBhushanKumarDAO,SatyanarayanBehera,Estimator",Satya Narayan Behera,19-Nov-2025 04:25 PM,finsummary_550494.pdf (1187.01 KB),Finance,Summary,Satya Narayan Behera,19-Nov-2025 04:14 PM,finance_550494.pdf,BOQ Comparative Chart,1.0,3068264.0,SURJYA NARAYAN PANDA,INR,"285,795.815",1,3074108,BANAMALI BHUMIA,10-Sep-2025 07:44 PM,Rejected-Technical,Not Selected in Transparent Lottery,19-Nov-2025 04:21 PM,19-Nov-2025,"INR 285,795.815",30.0,Satya Narayan Behera,19-Nov-2025 04:29 PM,7034.pdf (36.00 KB),Work Order,Executive Engineer,Internal,"SujataDishariEE,BrajBhushanKumarDAO,SatyanarayanBehera,Estimator",Satya Narayan Behera,19-Nov-2025 04:21 PM,techsummary_550494.pdf (1187.01 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3066402,BIBEK KUMAR DEURI,09-Sep-2025 12:18 PM,Rejected-Technical,Not Selected in Transparent Lottery,19-Nov-2025 04:21 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3075800,DEVI PRASAD MOHAPATRA,11-Sep-2025 01:11 PM,Rejected-Technical,Not Selected in Transparent Lottery,19-Nov-2025 04:21 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3075812,LAXMAN NAIK,11-Sep-2025 12:05 PM,Rejected-Technical,Not Selected in Transparent Lottery,19-Nov-2025 04:21 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3071779,MONI BALA,11-Sep-2025 10:07 AM,Rejected-Technical,Not Selected in Transparent Lottery,19-Nov-2025 04:21 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3074880,NARENDRA ANUGULIA,10-Sep-2025 07:36 PM,Rejected-Technical,Not Selected in Transparent Lottery,19-Nov-2025 04:21 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3060977,RABI DANGRI,02-Sep-2025 01:02 PM,Rejected-Technical,Not Selected in Transparent Lottery,19-Nov-2025 04:21 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3069211,RAJKUMAR KRUSHNACHANDRA,08-Sep-2025 03:01 PM,Rejected-Technical,Not Selected in Transparent Lottery,19-Nov-2025 04:21 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3073984,RAMA KRUSHNA PADHI,10-Sep-2025 01:50 PM,Rejected-Technical,Not Selected in Transparent Lottery,19-Nov-2025 04:21 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3074944,SAJU SARKAR,11-Sep-2025 11:26 AM,Rejected-Technical,Not Selected in Transparent Lottery,19-Nov-2025 04:21 PM,,,,,,,,,,,,,,AOC
