Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Purushottam Beniya,Internal,,Purushottam Benia,20-Nov-2025 05:12 PM,techsummary_531013.pdf (194.18 KB),20-Nov-2025,"INR 387,484",30.0,Purushottam Benia,20-Nov-2025 05:41 PM,Agreement.pdf (388.00 KB),1,2840550,CH SIMANCHALA,27-Feb-2025 04:22 PM,Rejected-AOC,Reject,20-Nov-2025 05:41 PM,1.0,2837062.0,DHIREN KUMAR SETHY,INR,"387,484",Finance,Two Bidders are participated and all are accepted,Manajita Rath,03-Mar-2025 03:39 PM,,BOQ Comparative Chart,Purushottam Beniya,Internal,,Purushottam Benia,20-Nov-2025 05:33 PM,finsummary_531013.pdf (205.41 KB),Municipal Bodies||Gopalpur NAC,2025_ORULB_110992_1,GPN-NAC-04/2024-25,Repair and Restoration of Road and Drain infront of Cyclone Center under Gopalpur NAC,AOC,1,ICICI BANK,"2,000",0.0,Nil,Nil,No,21-Feb-2025 10:00 AM,03-Mar-2025 11:00 AM,21-Feb-2025 10:00 AM,28-Feb-2025 04:00 PM,NA ,NA ,21-Feb-2025 10:00 AM,28-Feb-2025 04:00 PM,Repair and Restoration of Road and Drain infront of Cyclone Center under Gopalpur NAC,Repair and Restoration of Road and Drain infront of Cyclone Center under Gopalpur NAC,Please refer Tender documents. ,NA ,"3,87,466",Civil Works - Roads,NA ,Tender,45.0,NA ,Gopalpur,760010.0,NA ,NA ,NA ,"Executive Officer, Gopalpur NAC",No ,No,"3,875",Yes,fixed,,Nil,Nil,"Executive Officer, Gopalpur NAC","Executive Officer, Gopalpur NAC",1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit, RC, GST, PAN and all other Document as per DTCN",Municipal Bodies||Gopalpur NAC,GPN-NAC-04/2024-25,2025_ORULB_110992_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,2,2837062,DHIREN KUMAR SETHY,25-Feb-2025 12:01 PM,Accepted-AOC,Accept,20-Nov-2025 05:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,AOC
