Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Arun Kumar Jyotrimaya,Internal,"Arun Kumar Jyotrimaya, Aswani Mishra, DAO Hemanta Kumar Marandi, AEE Estimator Samir Kumar Behera, JE Estimator",Samir Kumar Behera,23-Sep-2025 06:15 PM,techsummary_550688.pdf (463.92 KB),1,3080516,AJIT KUMAR SAHU,15-Sep-2025 11:03 AM,Rejected-Technical,Not Qualified,23-Sep-2025 06:15 PM,15-Oct-2025,"INR 422,592",90.0,ARUN KUMAR JYOTRIMAYA,15-Nov-2025 08:43 AM,20.pdf (1027.00 KB),"The Work is awarded to Sri Amlan Panda ""C"" Class Contractor vide Agtt. No.20P1/25-26.The D.O.C and Completion as dt.15/10/2025 and 14/01/2026 for contract amount Rs.422592.00 With GST 18%",Finance,Opening Tender,HEMANTA MARANDI,23-Sep-2025 12:54 PM,finance_550688.pdf,BOQ Comparative Chart,1.0,3080824.0,AMLAN PANDA,INR,"422,592","CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir||MI Division Padampur",2025_CEMIB_117465_7,SEMIDPDP-01/2025-26,Improvement To Pada Check Dam In Bijepur Block Of Bargarh District Improvement To Check Dam Scheme For The Year 2025-26,Arun Kumar Jyotreemaya,Internal,"Ashwani Mishra,DAO, Hemanta Kumar Marandi,AEE Estimator I/C,Samir Kumar Behera,JE Estimator",HEMANTA MARANDI,24-Sep-2025 11:30 PM,finsummary_550688.pdf (549.46 KB),AOC,Improvement To Pada Check Dam In Bijepur Block Of Bargarh District Improvement To Check Dam Scheme For The Year 2025-26,Improvement To Pada Check Dam In Bijepur Block Of Bargarh District Improvement To Check Dam Scheme For The Year 2025-26,As per DTCN ,NA ,"4,97,108",Civil Works - Others,NA ,Tender,90.0,90.0,Bijepur,768032.0,NA ,NA ,NA ,"O/o The SE M.I. Division, Padampur",No ,No,02-Sep-2025 11:00 AM,17-Sep-2025 11:00 AM,02-Sep-2025 11:00 AM,16-Sep-2025 05:00 PM,NA ,NA ,02-Sep-2025 11:00 AM,16-Sep-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor RC, Original affidavit, GSTIN, NRC, EMD, PAN and any other documents as per DTCN",1.0,ICICI BANK,"SE M.I. Division, Padampur","O/o The SE M.I. Division, Padampur",1.0,"1.Correction of name of Bid ID in DTCN,2.Corrigendum for Amendment in addresses",Other,,"CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir||MI Division Padampur",SEMIDPDP-01/2025-26,2025_CEMIB_117465_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"5,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,2,3080824,AMLAN PANDA,15-Sep-2025 12:33 PM,Accepted-AOC,Winner of the Transparent Lottery,15-Nov-2025 08:45 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3083435,ANIL KUMAR MEHER,16-Sep-2025 01:14 PM,Rejected-Technical,Not Qualified,23-Sep-2025 06:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3074378,ASHOK KUMAR SAHU,11-Sep-2025 01:27 PM,Rejected-AOC,Not Winner in the Transparent Lottery,15-Nov-2025 08:45 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3083146,Bijaya Taria,16-Sep-2025 11:54 AM,Rejected-Technical,Not Qualified,23-Sep-2025 06:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3077494,CHAKRADHARA SAHU,12-Sep-2025 01:58 PM,Rejected-Technical,Not Qualified,23-Sep-2025 06:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3083331,CHANDRAMA PANIGRAHI,16-Sep-2025 12:44 PM,Rejected-Technical,Not Qualified,23-Sep-2025 06:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3082973,DHANPATI SAHU,16-Sep-2025 03:24 PM,Rejected-AOC,Not Winner in the Transparent Lottery,15-Nov-2025 08:45 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3066375,DILESWAR SAHU,07-Sep-2025 04:46 PM,Rejected-Technical,Not Qualified,23-Sep-2025 06:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3069267,JAYA JHANKAR,09-Sep-2025 10:21 AM,Rejected-AOC,Not Winner in the Transparent Lottery,15-Nov-2025 08:45 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
