Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,open,Sanjeet Kumar Naik,10-Nov-2025 11:07 AM,finance_547668.pdf,BOQ Comparative Chart,Sri Sanjeet Kumar Naik,Internal,,Sanjeet Kumar Naik,25-Aug-2025 01:07 PM,26-Aug-2025 11:00 AM,techsummary_547668.pdf (230.99 KB),1,3032999,AJAY KUMAR SETHI,12-Aug-2025 12:28 PM,Rejected-AOC,Lottery,10-Nov-2025 11:18 AM,10-Nov-2025,"INR 8,462,552",182.0,Sanjeet Kumar Naik,10-Nov-2025 11:18 AM,4737.pdf (419.00 KB),1.0,3030988.0,FULSAI DAMAN MARANDI,INR,"8,462,552",Sri Sanjeet Kumar Naik,Internal,,Sanjeet Kumar Naik,10-Nov-2025 11:13 AM,finsummary_547668.pdf (419.44 KB),CE RW I||RWCIRCLE-BARIPADA||RW Division Rairangpur,2025_CERWI_116191_1,RD 03,Construction of Weir (4x10.77mtr) on Bridge over Local Nalla on Guhaldangri Kuldiha via Dhatikdihi,Technical,open,Sanjeet Kumar Naik,25-Aug-2025 12:57 PM,technical_547668.pdf,AOC,Divisional Officer,"RURAL WORKS DIVISION, RAIRANGPUR",CE RW I||RWCIRCLE-BARIPADA||RW Division Rairangpur,RD 03,2025_CERWI_116191_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,PAN GSTIN ATO affidavit agreement as per DTCN,Construction of Weir (4x10.77mtr) on Bridge over Local Nalla on Guhaldangri Kuldiha via Dhatikdihi,Construction of Weir (4x10.77mtr) on Bridge over Local Nalla on Guhaldangri Kuldiha via Dhatikdihi,NA ,NA ,"99,54,772",Civil Works - Bridges,NA ,Tender,90.0,182.0,Mayurbhanj,757043.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, RAIRANGPUR",No ,No,1.0,ICICI BANK,"99,550",Yes,fixed,,Nil,Nil,29-Jul-2025 11:00 AM,13-Aug-2025 11:30 AM,29-Jul-2025 11:00 AM,12-Aug-2025 05:00 PM,29-Jul-2025 11:00 AM ,11-Aug-2025 05:00 PM ,29-Jul-2025 11:00 AM,12-Aug-2025 05:00 PM,26-Aug-2025 11:00 AM,"10,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,2,3025760,ANSHUMAN KAR,12-Aug-2025 06:30 AM,Rejected-AOC,Lottery,10-Nov-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3032033,BHABANI SHANKAR SETHI,12-Aug-2025 01:57 PM,Rejected-AOC,Lottery,10-Nov-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3033223,BRAJA KISHORE MOHANTA,12-Aug-2025 04:33 PM,Rejected-AOC,Lottery,10-Nov-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3033405,DIBYARANJAN SALANGI,12-Aug-2025 03:51 PM,Rejected-AOC,Lottery,10-Nov-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3030988,FULSAI DAMAN MARANDI,11-Aug-2025 04:22 PM,Accepted-AOC,Lottery Winner,10-Nov-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3033351,JAY DURGA BUILDCON PRIVATE LIMITED,12-Aug-2025 03:01 PM,Rejected-AOC,Lottery,10-Nov-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3033244,Nigamananda Adhikari,12-Aug-2025 01:43 PM,Rejected-AOC,Lottery,10-Nov-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3033589,NISHANT HEMENDRA OJHA,12-Aug-2025 04:23 PM,Rejected-AOC,Lottery,10-Nov-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3022564,RAJKUMAR PRATIHARI,03-Aug-2025 09:18 PM,Rejected-AOC,Lottery,10-Nov-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
