Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Finance,16 Nos of bidders admitted,Akshaya Kumar Naik,01-Sep-2025 11:49 AM,finance_545871.pdf,BOQ Comparative Chart,"CCERWCIRCLE, BARIPADA",Internal,,Akshaya Kumar Naik,19-Aug-2025 10:34 PM,22-Aug-2025 03:00 PM,techsummary_545871.pdf (1033.77 KB),06-Nov-2025,"INR 37,266,774",365.0,Akshaya Kumar Naik,15-Nov-2025 01:19 PM,Jhipabandh.pdf (939.00 KB),1,3010780,Akash Giri,25-Jul-2025 02:11 PM,Rejected-Technical,Insufficient Machineries.,19-Aug-2025 10:34 PM,1.0,3011862.0,Anup kumar agrawal,INR,"37,266,774","CCERWCIRCLE, BARIPADA",Internal,,Akshaya Kumar Naik,06-Nov-2025 12:37 PM,finsummary_545871.pdf (1012.63 KB),Technical,19 Nos of bidders participated,Akshaya Kumar Naik,19-Aug-2025 09:31 PM,,CE RW I||RWCIRCLE-BARIPADA,2025_CERWI_115474_1,NCB 378,Construction of HL bridge over local nallah at 1.5km on Jhipabandha to Badhatnabeda Dhadichua road in the district of Mayrubhanj,AOC,Construction of HL bridge over local nallah at 1.5km on Jhipabandha to Badhatnabeda Dhadichua road in the district of Mayrubhanj,Construction of HL bridge over local nallah at 1.5km on Jhipabandha to Badhatnabeda Dhadichua road in the district of Mayrubhanj,NA ,NA ,"4,38,38,000",Civil Works - Bridges,NA ,Tender,90.0,365.0,Mayurbhanj,757105.0,NA ,NA ,NA ,"RURAL WORKS CIRCLE, BARIPADA",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,RC PAN GST ATO Similarnature of Work experience affidavit etc as DTCN,"10,000",0.0,Nil,Nil,No,Circle Officer,"RURAL WORKS CIRCLE, BARIPADA","4,38,380",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BARIPADA,NCB 378,2025_CERWI_115474_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,11-Jul-2025 06:55 PM,28-Jul-2025 11:00 AM,11-Jul-2025 06:55 PM,25-Jul-2025 05:00 PM,11-Jul-2025 06:55 PM ,24-Jul-2025 05:00 PM ,11-Jul-2025 06:55 PM,25-Jul-2025 05:00 PM,22-Aug-2025 03:00 PM,AOC
,,,,,,,,,,,,,,,,,,,2,3002681,Ananta Kumar Das,17-Jul-2025 08:47 PM,Rejected-AOC,L1,15-Nov-2025 01:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"Machineries, Affidavit etc as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,3011862,Anup kumar agrawal,25-Jul-2025 02:31 PM,Accepted-AOC,L1,15-Nov-2025 01:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,3011541,JEETESH RANJAN BEHERA,25-Jul-2025 12:38 PM,Rejected-AOC,L1,15-Nov-2025 01:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,3009088,JOGESWAR MOHANTA,22-Jul-2025 06:10 PM,Rejected-Technical,Insufficient similar nature of work experience.,19-Aug-2025 10:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,3010699,MANOJ KUMAR MOHANTY,24-Jul-2025 09:23 PM,Rejected-AOC,L4,15-Nov-2025 01:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,3011900,M/S AKASH INFRATECH PROP. AKASHDEEP SINGH SANDHU,25-Jul-2025 03:28 PM,Rejected-AOC,L1,15-Nov-2025 01:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,3008836,M/S BENGAL CONSTRUCTION AND CO,25-Jul-2025 01:25 PM,Rejected-AOC,L5,15-Nov-2025 01:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,3003332,Nanda Kishore Bindhani,25-Jul-2025 02:47 PM,Rejected-AOC,L4,15-Nov-2025 01:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,3010364,PARAMESWAR MALLICK,25-Jul-2025 12:38 PM,Rejected-AOC,L2,15-Nov-2025 01:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
