Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,Technical Bids,Construction of 2 Nos of Staff quarters at Mallickpada SS under Phulbani Block,Construction of 2 Nos of Staff quarters at Mallickpada SS under Phulbani Block,Please refer Tender documents. ,NA ,"15,77,214",Civil Works - Buildings,NA ,Tender,90.0,180.0,"ITDA , PHULBANI",762001.0,NA ,NA ,NA ,ITDA PHULBANI,No ,No,"PA ITDA , PHULBANI","ITDA , PHULBANI","15,772",Yes,fixed,,Nil,Nil,06-Sep-2025 10:00 AM,16-Sep-2025 10:00 AM,06-Sep-2025 10:00 AM,15-Sep-2025 05:00 PM,NA ,NA ,06-Sep-2025 10:00 AM,15-Sep-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"ST and SC Development Deptt||ITDA, Phulbani",PAITDA PLB_02 of 2025-26,2025_STSCD_117619_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"PA ITDA, PHULBANI",Internal,Members of ITDA Phulbani,Gadardhar Patra,20-Sep-2025 06:05 PM,techsummary_551442.pdf (631.53 KB),"PA ITDA, PHULBANI",Internal,"ITDA, PHULBANI",Gadardhar Patra,28-Nov-2025 03:06 PM,finsummary_551442.pdf (1007.44 KB),Finance,All bidders are admitted,Gadardhar Patra,16-Sep-2025 03:42 PM,,BOQ Comparative Chart,28-Nov-2025,"INR 1,595,540",180.0,Gadardhar Patra,28-Nov-2025 03:11 PM,work11.pdf (505.00 KB),1,3081890,ANATHA RANJAN GURU,15-Sep-2025 04:40 PM,Rejected-Finance,Not Selected in Lottery,28-Nov-2025 03:06 PM,"ST and SC Development Deptt||ITDA, Phulbani",2025_STSCD_117619_11,PAITDA PLB_02 of 2025-26,Construction of 2 Nos of Staff quarters at Mallickpada SS under Phulbani Block,1.0,3074941.0,Sri Bibhisan Mallick,INR,"1,595,540",AOC
,,.xls,Financial bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3079564,BIJAYLAXMI SUPPLIERS AND SERVICES,14-Sep-2025 02:16 PM,Rejected-Finance,Not Selected in Lottery,28-Nov-2025 03:06 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,3079801,BINATI DIGAL,14-Sep-2025 05:04 PM,Rejected-Finance,Not Selected in Lottery,28-Nov-2025 03:06 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,3078065,JATIN KUMAR SAHU,12-Sep-2025 08:39 PM,Rejected-Finance,Not Selected in Lottery,28-Nov-2025 03:06 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,3077845,MANOJ KUMAR DHAL,12-Sep-2025 06:49 PM,Rejected-Finance,Not Selected in Lottery,28-Nov-2025 03:06 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,3079676,PARAMANANDA D SAMANT,14-Sep-2025 04:15 PM,Rejected-Finance,Not Selected in Lottery,28-Nov-2025 03:06 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,3078895,RAJESH KUMAR SAHOO,15-Sep-2025 01:21 PM,Rejected-Finance,Not Selected in Lottery,28-Nov-2025 03:06 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,3079490,SARATA KUMAR PATTANAIK,14-Sep-2025 01:51 PM,Rejected-Finance,Not Selected in Lottery,28-Nov-2025 03:06 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,3079359,Shimanchal Pradhan,14-Sep-2025 12:14 PM,Rejected-Finance,Not Selected in Lottery,28-Nov-2025 03:06 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,3074941,Sri Bibhisan Mallick,10-Sep-2025 09:32 PM,Accepted-AOC,Awarded the work in Lottery,28-Nov-2025 03:11 PM,,,,,,,,,,AOC
