Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,Executive Officer,Dhenkanal Municipality,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,Construction of senior citizen club in ward no. 04,AS per DTCN,Please refer Tender documents. ,NA ,"12,71,199",Civil Works - Others,NA ,Tender,120.0,90.0,Dhenkanal,759001.0,NA ,NA ,NA ,Dhenkanal Municipality,No ,No,"12,712",Yes,fixed,,Nil,Nil,Municipal Bodies||Dhenkanal Municipality,DKL MPLTY/07 /2025-26,2025_ORULB_117072_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,20-Aug-2025 11:00 AM,30-Aug-2025 11:00 AM,20-Aug-2025 11:00 AM,29-Aug-2025 05:00 PM,NA ,NA ,20-Aug-2025 11:00 AM,29-Aug-2025 05:00 PM,AOC,21-Nov-2025,"INR 1,271,199",90.0,ASHWINI KUMAR DAS,21-Nov-2025 05:58 PM,AOC1JULY2025.pdf (245.00 KB),1,3054593,BISWAJIT MANSINGH,29-Aug-2025 02:04 PM,Rejected-Finance,UNSUCESSFUL IN LOTTERY,21-Nov-2025 05:54 PM,CHAIRPERSON,Internal,"EO,JE,AE,ME,AEE",ASHWINI KUMAR DAS,06-Nov-2025 11:59 AM,techsummary_549946.pdf (341.94 KB),CHAIRPERSON,Internal,"EO,AEE,JE,ME",ASHWINI KUMAR DAS,21-Nov-2025 05:54 PM,finsummary_549946.pdf (341.94 KB),Municipal Bodies||Dhenkanal Municipality,2025_ORULB_117072_1,DKL MPLTY/07 /2025-26,Construction of senior citizen club in ward no. 04,1.0,3054488.0,BODHINATH JAGADISH CHANDRA,INR,"1,080,633",Finance,L1 Bidder will finalised after scrutiny of all documents,ASHWINI KUMAR DAS,06-Nov-2025 11:56 AM,,BOQ Comparative Chart,AOC
,,.pdf,DTCN,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,3054488,BODHINATH JAGADISH CHANDRA,29-Aug-2025 01:37 PM,Accepted-AOC,SUCESSFUL BIDDER,21-Nov-2025 05:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3054410,FAKIRA MOHAN MOHAPATRA,29-Aug-2025 01:19 PM,Rejected-Finance,UNSUCESSFUL IN LOTTERY,21-Nov-2025 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3054344,Prafulla Kumar Mohanty,29-Aug-2025 01:04 PM,Rejected-Finance,UNSUCESSFUL IN LOTTERY,21-Nov-2025 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3054543,Sandip Kumar Pattanaik,29-Aug-2025 01:50 PM,Rejected-Finance,UNSUCESSFUL IN LOTTERY,21-Nov-2025 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3051581,SURYAKANTA MISHRA,27-Aug-2025 06:45 PM,Rejected-Finance,UNSUCESSFUL IN LOTTERY,21-Nov-2025 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
