Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
TENDER FOR SELECTION N APPOINTMENT OF LEVEL-II TRANSPORT CONTRACTOR OF NARSINGHPUR UNIT FOR FY 25-27,TRANSPORTATION OF FOODGRAINS FROM RRC TO ALL FPS OF NARSINGHPUR BLOCK,PLEASE REFER TO THE TENDER DOCUMENTS  ,NA ,,Handling and Transportation,NA ,Tender,180.0,577.0,WITHIN CUTTACK DISTRICT,753002.0,"OFFICE OF CCSO-CUM-DM, OSCSC LTD., CUTTACK ","OFFICE OF CCSO-CUM-DM, OSCSC LTD., COLLECTORATE, CUTTACK ",04-Sep-2025 11:30 AM ,"OFFICE OF CCSO-CUM-DM, OSCSC LTD., CUTTACK",No ,No,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Cuttack,2469_2NARSINGHPUR,2025_OSCSC_117547_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"3,24,785",No,fixed,,Nil,Nil,"5,900",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,NIT AND DTCN FOR SELECTION AND APPOINTMENT OF L-II TRANSPORT CONTRACTOR OF NARSINGHPUR UNIT FOR 2025,"OFFICE OF CCSO-CUM-DM, OSCSC LTD., CUTTACK","OFFICE OF CCSO-CUM-DM, OSCSC LTD., COLLECTORATE, CUTTACK",01-Sep-2025 05:45 PM,16-Sep-2025 11:30 AM,01-Sep-2025 05:45 PM,15-Sep-2025 05:30 PM,NA ,NA ,01-Sep-2025 05:45 PM,15-Sep-2025 05:30 PM,04-Oct-2025 12:00 PM,AOC,"COLLECTOR, CUTTACK",Internal,"ADM DEV, CUTTACK, RTO, CUTTACK, DLO, CUTTACK DSWO, CUTTACK CCSO CUM DM, OSCSC LTD., CUTTACK",K CHANDRA SEKHAR PATRA,22-Oct-2025 12:07 PM,finsummary_550909.pdf (617.91 KB),Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Cuttack,2025_OSCSC_117547_1,2469_2NARSINGHPUR,TENDER FOR SELECTION N APPOINTMENT OF LEVEL-II TRANSPORT CONTRACTOR OF NARSINGHPUR UNIT FOR FY 25-27,Technical,All Bidders are admitted to technical evaluations.,K CHANDRA SEKHAR PATRA,19-Sep-2025 04:40 PM,,1.0,3080620.0,ALL INDIA CARRIERS,INR,39.28,1,3080620,ALL INDIA CARRIERS,15-Sep-2025 04:14 PM,Accepted-AOC,The bidder is awarded the contract to act as L-II Transport Contractor for lifting of PDS Commodities of Narsinghpur Unit at the rate of Rs. 39.28 per Quintal at lowest Rate,11-Nov-2025 05:42 PM,11-Nov-2025,"INR 6,495,693.49",577.0,K CHANDRA SEKHAR PATRA,11-Nov-2025 05:42 PM,Narsighpur.pdf (403.00 KB),The bidder is awarded the contract to act as L-II Transport Contractor for lifting of PDS Commodities of Narsinghpur Unit at the rate of Rs. 39.28 per Quintal at lowest Rate.,Finance,All selected Bidders are admitted to financial bid and lowest 1 is selected for Narsinghpur Unit.,K CHANDRA SEKHAR PATRA,18-Oct-2025 04:45 PM,finance_550909.pdf,BOQ Comparative Chart,"COLLECTOR, CUTTACK",Internal,"ADM DEV, CUTTACK, RTO, CUTTACK, DLO, CUTTACK DSWO, CUTTACK CCSO CUM DM, OSCSC LTD., CUTTACK",K CHANDRA SEKHAR PATRA,24-Sep-2025 08:10 PM,04-Oct-2025 12:00 PM,techsummary_550909.pdf (681.25 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,2.0,Finance,.xls,BOQ FOR SELECTION AND APPOINTMENT OF L-II TRANSPORT CONTRACTOROF NARSINGHPUR UNIT FOR BIENNIAL 25-27,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3081192,BIJENDRA MAHARANA,15-Sep-2025 01:41 PM,Rejected-Technical,The Bidder has not submitted some documents before DLTC and rejected in technical bid.,24-Sep-2025 08:10 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3076798,"M/S.SHYAM KANCHAN ENTERPRISES,PROP.-SAMBIT SOURAV SAHOO",15-Sep-2025 04:38 PM,Rejected-Finance,EXCESS RATE QUOTED BY BIDDER IN BIDDING PROCESS,22-Oct-2025 12:07 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3076813,RAJENDRA KUMAR PANDA,15-Sep-2025 05:05 PM,Rejected-Finance,EXCESS RATE QUOTED BY BIDDER IN BIDDING PROCESS,22-Oct-2025 12:07 PM,,,,,,,,,,,,,,,,,,,,,AOC
