S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,Construction of road from Sainpur PMGSY to Banapur via satas Chanduani Chhaka under MMSY-TRIP in the Dist. of Puri for the year 2024-25,Construction of road from Sainpur PMGSY to Banapur via satas Chanduani Chhaka under MMSY-TRIP in the Dist. of Puri for the year 2024-25,Please refer Tender documents. ,NA ,"5,69,80,455",Civil Works - Roads,NA ,Tender,90.0,270.0,Puri,752001.0,NA ,NA ,NA ,"O/o ChiefConstructionEngineer,CentralRWCircle,BBSR",No ,No,Chief Construction Engineer,"O/o ChiefConstructionEngineer,CentralRWCircle,BBSR",1.0,Date Corrigendum,Date,,CE RW I||RWCIRCLE-BHUBANESWAR,Tender Online C.C-03 of 2025,2025_CERWI_110572_4,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,10-Mar-2025 02:15 PM,25-Mar-2025 11:00 AM,10-Mar-2025 02:15 PM,24-Mar-2025 05:00 PM,NA ,NA ,10-Mar-2025 02:15 PM,24-Mar-2025 05:00 PM,29-Apr-2025 05:00 PM,"10,000",0.0,Nil,Nil,No,"5,69,805",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, GSTIN, PAN, Registration Certificate",AOC,CE RW I||RWCIRCLE-BHUBANESWAR,2025_CERWI_110572_4,Tender Online C.C-03 of 2025,Construction of road from Sainpur PMGSY to Banapur via satas Chanduani Chhaka under MMSY-TRIP in the Dist. of Puri for the year 2024-25,Technical,4 nos bidder participated in the tender,Mausumi Mishra,25-Mar-2025 01:07 PM,,Chief Construction Engineer,Internal,ExecutiveEngineerRWDivisionNayagarhSrDAORWDivisionPuriPAtoChiefConstructionEngineerCentralRuralWorksCircleBBSR,Priyambada Swain,11-Nov-2025 05:18 PM,finsummary_529933.pdf (858.48 KB),1.0,2866855.0,M/S TRINATH CONSTRUCTION,INR,"48,439,085",1,2865625,AMRIT RANJAN NAYAK,24-Mar-2025 01:17 PM,Rejected-Technical,As per Clause No.2.1(4) of the Eligibility Criteria of General Instructions To the Tenderers of the DTCN (Insufficient Similar nature of work),24-Apr-2025 05:00 PM,11-Nov-2025,"INR 48,439,085",270.0,Priyambada Swain,11-Nov-2025 05:27 PM,SainpurAgmtDetails.PDF (2031.00 KB),"Work order letter No.7967 dtd.16.09.2025 and Agmt No.56 P1 of 2025-26 dtd.16.09.2025 of Superintending Engineer, Rural Works Division, Puri",Chief Construction Engineer,Internal,ExecutiveEngineerRWDivision Nayagarh SrDAORWDivision Puri PAtoChiefConstructionEngineerCentralRuralWorksCircleBBSR,Mausumi Mishra,24-Apr-2025 05:00 PM,29-Apr-2025 05:00 PM,techsummary_529933.pdf (451.65 KB),Finance,2 nos bidder qualified in the tender,Mausumi Mishra,30-Apr-2025 01:30 PM,,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in Hand, Machineries, Affidavit of Correctness Certificate",AOC,,,,,,,,,,,,,,,,,,,,,2,2866855,M/S TRINATH CONSTRUCTION,24-Mar-2025 03:06 PM,Accepted-AOC,Accepted,11-Nov-2025 05:27 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"No Relationship Certificate, ATO, Work Experience and required documents as per DTCN",AOC,,,,,,,,,,,,,,,,,,,,,3,2866724,Subash Chandra Mohanty,24-Mar-2025 02:12 PM,Rejected-Finance,Other than L1,11-Nov-2025 05:18 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,4,2864857,TUSHAR KANTA NAYAK,24-Mar-2025 10:53 AM,Rejected-Technical,As per Clause No.2.1(4) of the Eligibility Criteria of General Instructions To the Tenderers of the DTCN (Insufficient Similar nature of work),24-Apr-2025 05:00 PM,,,,,,,,,,,,,,,,,,,,,AOC
