Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
27-Mar-2025 09:00 AM,09-Apr-2025 11:00 AM,27-Mar-2025 09:00 AM,08-Apr-2025 05:00 PM,27-Mar-2025 09:00 AM ,07-Apr-2025 05:00 PM ,27-Mar-2025 09:00 AM,08-Apr-2025 05:00 PM,04-Jul-2025 11:00 AM,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,DIET at Nuapada,DIET at Nuapada,Please refer Tender documents. ,NA ,"8,28,31,000",Civil Works - Buildings,NA ,Tender,90.0,540.0,NUAPADA/NUAPADA,766001.0,NA ,NA ,NA ,"O/o the CCE RW Circle, Bhawanipatna",No ,No,CE RW I||RWCIRCLE-BHAWANIPATNA,BPT/Online-15/2024-25,2025_CERWI_111963_6,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"8,28,310",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, PAN, GSTIN, Affidavit regarding correctness, No relation certificate",Chief Construction Engineer,"O/o the CCE RW Circle, Bhawanipatna",AOC,Arjuna Behera,Internal,,Pradeep Kisan,02-Aug-2025 01:37 PM,finsummary_534538.pdf (264.10 KB),Technical,20NOS. BIDDERS ARE PARTICIPATED,Biswajit Rayaguru,09-Apr-2025 12:03 PM,,CE RW I||RWCIRCLE-BHAWANIPATNA,2025_CERWI_111963_6,BPT/Online-15/2024-25,DIET at Nuapada,1.0,2875364.0,Tanay Kumar Agrawal,INR,"70,439,486",13-Nov-2025,"INR 82,860,235.54",540.0,Pradeep Kisan,13-Nov-2025 11:57 AM,diet2025.pdf (1007.00 KB),1,2878409,AJAY KUMAR JAIN,08-Apr-2025 11:16 AM,Rejected-Finance,NOT SELECTED IN LOTTERY,02-Aug-2025 01:37 PM,Finance,20nos. bidders price bid opened,Pradeep Kisan,04-Jul-2025 12:03 PM,,BOQ Comparative Chart,Arjuna Behera,Internal,,Pradeep Kisan,01-Jul-2025 02:17 PM,04-Jul-2025 11:00 AM,techsummary_534538.pdf (418.20 KB),AOC
,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"ATO, Similar Nature of Work, Work hand,Work experience, machinarie and other document as per DTCN",,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2878955,ASHUTOSH SAHU,08-Apr-2025 02:27 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,02-Aug-2025 01:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2876940,BIJAY KUMAR AGRAWAL,05-Apr-2025 07:04 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,02-Aug-2025 01:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2878991,DEMANTI AGRAWAL,08-Apr-2025 02:52 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,02-Aug-2025 01:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2879097,Dhiraj Kumar Agrawal,08-Apr-2025 04:18 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,02-Aug-2025 01:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2878915,JAI BAJRANGBALI INFRA,08-Apr-2025 01:32 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,02-Aug-2025 01:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2874704,MDSG CONSTRUCTION PRIVATE LIMITED,07-Apr-2025 10:30 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,02-Aug-2025 01:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2873699,MITTAL INFRAPROJECTS,31-Mar-2025 04:19 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,02-Aug-2025 01:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2879048,M/S BRILLIANT DEVELOPERS,08-Apr-2025 03:16 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,02-Aug-2025 01:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2875829,MS JAYARAM PRADHAN,07-Apr-2025 07:28 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,02-Aug-2025 01:37 PM,,,,,,,,,,,,,,AOC
