Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"6,000",0.0,Nil,Nil,No,"12,650",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Construction of Dead Body Room at Khunta CHC under G.B Nagar Block in the District of Mayurbhanj for the year 2025-26,Construction of Dead Body Room at Khunta CHC under G.B Nagar Block in the District of Mayurbhanj for the year 2025-26,Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,90.0,60.0,Baripada,757001.0,NA ,NA ,NA ,Office of the S.E. Mayurbhanj R and B Division,No ,No,30-Jul-2025 10:00 AM,14-Aug-2025 11:00 AM,30-Jul-2025 10:00 AM,13-Aug-2025 05:00 PM,NA ,NA ,30-Jul-2025 10:00 AM,13-Aug-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, EMD, Paper cost, machineries and other documents as per dtcn",EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-BARIPADA,EE-18 of 2025-26,2025_EICCL_116230_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,S.E. Mayurbhanj R and B Division,Office of the S.E. Mayurbhanj R and B Division,AOC,Er Rohan Gourav Ray,Internal,"Er Rohan Gourav Ray SE, Sri J.J.S.G Richards Sr DAO, Sri R. Kishan AEE Estimator",Ansuman Mohapatra,10-Nov-2025 05:32 PM,finsummary_547772.pdf (365.64 KB),EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-BARIPADA,2025_EICCL_116230_1,EE-18 of 2025-26,Construction of Dead Body Room at Khunta CHC under G.B Nagar Block in the District of Mayurbhanj for the year 2025-26,1.0,3026798.0,MANAS KUMAR NAYAK,INR,"1,072,015",Finance,Bid opened,Ansuman Mohapatra,10-Nov-2025 05:18 PM,finance_547772.pdf,BOQ Comparative Chart,1,3029639,AMRIT KUMAR SINGH,09-Aug-2025 08:42 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,10-Nov-2025 05:32 PM,10-Nov-2025,"INR 1,072,015",60.0,Ansuman Mohapatra,10-Nov-2025 05:35 PM,Agmt_0001.pdf (331.00 KB),Agreement Drawn,Er Rohan Gourav Ray,Internal,"Er Rohan Gourav Ray SE, Sri J.J.S.G Richards Sr DAO, Sri R. Kishan AEE Estimator",Ansuman Mohapatra,10-Nov-2025 05:23 PM,techsummary_547772.pdf (232.82 KB),AOC
,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of quantity,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3034200,BABITA PATRA,13-Aug-2025 03:32 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,10-Nov-2025 05:32 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3034560,BICHITRA MOHANTY,13-Aug-2025 01:08 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,10-Nov-2025 05:32 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3032541,BRAHMANANDA SAHU,13-Aug-2025 10:04 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,10-Nov-2025 05:32 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3024145,JASODARANI SAHU,05-Aug-2025 08:29 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,10-Nov-2025 05:32 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3026798,MANAS KUMAR NAYAK,13-Aug-2025 03:37 PM,Accepted-AOC,Work order issued,10-Nov-2025 05:35 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3034660,"M/S SAI SHREE CONSTRUCTIONS, PROP. SANGYASENI ROUT",13-Aug-2025 01:59 PM,Rejected-Technical,Bid documents are invalid,10-Nov-2025 05:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3033780,OMKAR BHUYAN,12-Aug-2025 06:01 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,10-Nov-2025 05:32 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3022757,PRADIPTA KISHORE DAS,12-Aug-2025 06:24 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,10-Nov-2025 05:32 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3034682,PRAKASH CHANDRA BEHERA,13-Aug-2025 03:10 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,10-Nov-2025 05:32 PM,,,,,,,,,,,,,,AOC
