S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,3049680.0,Krishna Chandra Naik,INR,"1,559,021",Municipal Bodies||Hindol NAC,2025_ORULB_116887_1,HDL NAC-01/2025-26,Community Centre,Technical,Proceeding,Rajiba Lochan Behera,04-Sep-2025 01:06 PM,technical_549284.pdf,EO,Internal,,Rajiba Lochan Behera,08-Sep-2025 05:46 PM,finsummary_549284.pdf (452.59 KB),EO,Internal,,Rajiba Lochan Behera,04-Sep-2025 03:17 PM,04-Sep-2025 04:00 PM,techsummary_549284.pdf (269.69 KB),Finance,L1 selected,Rajiba Lochan Behera,08-Sep-2025 05:42 PM,finance_549284.pdf,BOQ Comparative Chart,03-Nov-2025,"INR 1,559,021",90.0,Rajiba Lochan Behera,06-Nov-2025 01:46 PM,116887.pdf (440.00 KB),Construction of Rupali Community Centre infront of Balakrushna Naik in Ward No. 09,1,3054727,JITENDRIYA GOCHHAYAT,29-Aug-2025 06:07 PM,Rejected-Finance,excess quoted,08-Sep-2025 05:46 PM,AOC,16-Aug-2025 11:00 AM,01-Sep-2025 11:00 AM,16-Aug-2025 11:00 AM,31-Aug-2025 05:00 PM,NA ,NA ,16-Aug-2025 11:00 AM,31-Aug-2025 05:00 PM,04-Sep-2025 04:00 PM,Municipal Bodies||Hindol NAC,HDL NAC-01/2025-26,2025_ORULB_116887_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,"Fee Details, Technical Specification, Licence, Address Proof with ID, Agreement, Undertaking",Community Centre,Construction of Rupali Community Centre in front of Balakrushna Naik,Please refer Tender documents. ,NA ,"15,59,021",Civil Works - Buildings,NA ,Tender,120.0,90.0,Hindol NAC Ward No.9,759022.0,NA ,NA ,NA ,HINDOL NAC OFFICE,No ,No,1,ICICI BANK,"15,590",Yes,fixed,,Nil,Nil,EXECUTIVE OFFICER,NAC OFFICE CAMPUS,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3049680,Krishna Chandra Naik,26-Aug-2025 12:38 PM,Accepted-AOC,Lottery,06-Nov-2025 01:46 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,AOC
