Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
S.E RAIRANGPUR R AND B DIVISION,O/O THE S.E RAIRANGPUR R AND B DIVISION,18-Aug-2025 10:00 AM,30-Aug-2025 11:00 AM,18-Aug-2025 10:00 AM,29-Aug-2025 04:00 PM,18-Aug-2025 10:00 AM ,29-Aug-2025 04:00 PM ,18-Aug-2025 10:00 AM,29-Aug-2025 04:00 PM,22-Sep-2025 11:00 AM,1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-RAIRANGPUR,IFB SE 17 OF 2025-26,2025_EICCL_116729_10,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Construction of Need Based Infrastructure of Paddy Procurement Centre at-Badkuleibira under Badkuleibira Lampcs, Jamda Block in the District of Mayurbhanj for the year of 2025-26",BUILDING WORK,Please refer Tender documents. ,NA ,"75,49,400",Civil Works - Buildings,NA ,Tender,90.0,120.0,RAIRANGPUR,757043.0,NA ,NA ,NA ,O/O THE S.E RAIRANGPUR R AND B DIVISION,No ,No,"75,500",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,ONLINE TRANSFER TOWARDS COST OF BID DOCUMENTS AND EMD,AOC,SUMIT SAURAV SAHU,Internal,SAMIRAN NANDY AMARNATH SUBUDHI,S. AMARNATH SUBUDHI,18-Sep-2025 05:31 PM,22-Sep-2025 11:00 AM,techsummary_549091.pdf (5010.56 KB),Finance,FOUR NOS BIDS OPENED FOR EVALUATION,S. AMARNATH SUBUDHI,13-Nov-2025 04:56 PM,,BOQ Comparative Chart,SUMIT SAURAV SAHU,Internal,SAMIRAN NANDY AMARNATH SUBUDHI,S. AMARNATH SUBUDHI,13-Nov-2025 05:00 PM,finsummary_549091.pdf (642.39 KB),Technical,FIVE NOS BIDS OPENED FOR TECHNICAL EVALUATION,S. AMARNATH SUBUDHI,31-Aug-2025 11:36 AM,,1,3053256,BARENDRA KRISHNA MATAGAJSINGH,28-Aug-2025 08:32 PM,Rejected-AOC,L1,13-Nov-2025 05:08 PM,1.0,3053699.0,joyram beshra,INR,"6,417,764",EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-RAIRANGPUR,2025_EICCL_116729_10,IFB SE 17 OF 2025-26,"Construction of Need Based Infrastructure of Paddy Procurement Centre at-Badkuleibira under Badkuleibira Lampcs, Jamda Block in the District of Mayurbhanj for the year of 2025-26",13-Nov-2025,"INR 6,417,764",120.0,S. AMARNATH SUBUDHI,13-Nov-2025 05:07 PM,WO.pdf (469.00 KB),WORK ORDER ISSUED TO SRI JAYRAM BESHRA,AOC
,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"COPY OF LICENCE, GSTIN AND PAN CARD",AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3054315,DHARMENDRA SAHU,29-Aug-2025 03:37 PM,Rejected-AOC,L1,13-Nov-2025 05:08 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,MACHINERIES AND OTHER DOCUMENTS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,3053699,joyram beshra,29-Aug-2025 11:33 AM,Accepted-AOC,L1 LOTTERY WINNER,13-Nov-2025 05:08 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,3054016,Nihar Ranjan Behera,29-Aug-2025 02:40 PM,Rejected-AOC,L1,13-Nov-2025 05:08 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,3047366,SATYA SUNDAR DAS,25-Aug-2025 11:18 AM,Rejected-Technical,DISQUALIFIED,18-Sep-2025 05:31 PM,,,,,,,,,,,,,,,,,AOC
