Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
09-Dec-2024 10:00 AM,24-Dec-2024 11:00 AM,09-Dec-2024 10:00 AM,23-Dec-2024 05:30 PM,NA ,NA ,09-Dec-2024 10:00 AM,23-Dec-2024 05:30 PM,02-Aug-2025 01:00 PM,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"GSTIN, PAN, Contractor Registration Certificate","CE-BM,LMB Basin,BBSR",e Procurement Notice No.CEMKS 04 of 2024-25,2024_CELBB_108031_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"8,86,000",Yes,fixed,,Nil,Nil,Protection to Scoured Bank of C.E. No.78(A) on Mahanadi Right near back side of Saraswati Sishu Mandir at Gatiroutpatana,"Dumping,Launching and Packing",Please refer Tender documents. ,NA ,"8,85,95,564",Civil Works - Others,NA ,Tender,90.0,365.0,The site is located on Mahanadi Right,754100.0,NA ,NA ,NA ,"Room No.103, Procurement Cell of CE, MKS, BBSR",No ,No,"Chief Engineer and BM, MKS","Chief Engineer and BM, MKS O/o EIC, Water Resources, Secha Sadan, Bhubaneswar",AOC,EIC Procurement,Internal,"Director Procurement ,FA and CAO, CE BM MKS,CE Procurement,CE Designs,CE S I,",Alsa Das,21-Nov-2025 12:06 PM,finsummary_519768.pdf (2174.69 KB),"CE-BM,LMB Basin,BBSR",2024_CELBB_108031_1,e Procurement Notice No.CEMKS 04 of 2024-25,Protection to Scoured Bank of C.E. No.78(A) on Mahanadi Right near back side of Saraswati Sishu Mandir at Gatiroutpatana,Technical,The Technical bids of 27 nos. of Bidders was successfully downloaded,Pravashini Mohanty,24-Dec-2024 12:30 PM,technical_519768.pdf,1.0,2699666.0,ABHILASH BISWAL,INR,"75,315,089",1,2699666,ABHILASH BISWAL,23-Dec-2024 11:28 AM,Accepted-AOC,Awarded to Abhilash Biswal A Class Engr Contractor vide Agmt No 285P1 of 2025-26,21-Nov-2025 12:23 PM,21-Nov-2025,"INR 75,315,089",365.0,Dillip Kumar Rout,21-Nov-2025 12:23 PM,AOCAbhilashBiswal.pdf (1273.00 KB),The work is awarded to Sri Abhilash Biswal A Class Engr Contractor vide Agmt No 285P1 2025-26,Finance,Summary of Financial Bid Opening,Pravashini Mohanty,02-Aug-2025 01:24 PM,finance_519768.pdf,BOQ Comparative Chart,EIC Procurement,External,CE Procurement CE MKS CE S and I CE Design FA CAO and Director Procurement,Alsa Das,02-Aug-2025 12:50 PM,02-Aug-2025 01:00 PM,techsummary_519768.pdf (3173.32 KB),AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"Affidavits, No Relation Certificate, undertakings and any other document as per SBD/DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,2691907,ANANTA PRASAD MALIK,20-Dec-2024 10:19 PM,Rejected-Finance,Loser in the Lottery,21-Nov-2025 12:06 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,2703746,Ashish Kumar Kar,19-Dec-2024 04:27 PM,Rejected-Finance,Loser in the Lottery,21-Nov-2025 12:06 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,2708295,BHOOMEE CONDEV PRIVATE LIMITED,23-Dec-2024 03:36 PM,Rejected-Finance,Loser in the Lottery,21-Nov-2025 12:06 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,2702967,BIBHU RANJAN PARIDA,22-Dec-2024 09:32 PM,Rejected-Finance,Loser in the Lottery,21-Nov-2025 12:06 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,2707837,BINAY BHUSAN NAYAK,23-Dec-2024 03:36 PM,Rejected-Technical,Rejected in the Technical Bid,02-Aug-2025 12:50 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,2704808,CHINMAYA DEBASIS MOHAPATRA,20-Dec-2024 04:06 PM,Rejected-Technical,Rejected in the Technical Bid,02-Aug-2025 12:50 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,2708087,JITENDRA KUMAR PARIDA,23-Dec-2024 02:05 PM,Rejected-Finance,Loser in the Lottery,21-Nov-2025 12:06 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,2703692,JYOTI RANJAN PATTANAIK,19-Dec-2024 03:56 PM,Rejected-Technical,Rejected in the Technical Bid,02-Aug-2025 12:50 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,2707594,LAXMINARAYAN MALLICK,23-Dec-2024 11:51 AM,Rejected-Finance,Loser in the Lottery,21-Nov-2025 12:06 PM,,,,,,,,,,,,,,,,,,,,,AOC
