Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
SUJIT BEHERA,Internal,EE ESTIMATOR DAO,Sujit Behera,19-Sep-2025 04:04 PM,23-Sep-2025 11:00 AM,techsummary_549060.pdf (941.74 KB),Finance,16 NOS BIDDER,Madhusmita Mohanty,23-Sep-2025 02:46 PM,finance_549060.pdf,BOQ Comparative Chart,15-Nov-2025,"INR 9,798,212.844",90.0,Madhusmita Mohanty,15-Nov-2025 12:52 PM,TECH.pdf (26.00 KB),AOC,1,3047243,ABAKASH MISHRA,28-Aug-2025 09:02 PM,Rejected-Finance,NOT QUALIFIED IN LOTTERY SYSTEM,15-Nov-2025 12:49 PM,1.0,3053493.0,DHANESWAR SAHU,INR,"9,798,212.844",CE RW I||RWCIRCLE-SAMBALPUR,2025_CERWI_116765_1,Tender Online RWCSBP-10,Periodical renewal work of 5 year completed PMGSY (post DLP) roads under state budget grant for financial year 25-26 RW division Sambalpur Group-II No of roads-02 A-RD road to Banjaritikira B-Charmal to Barihasahi,Technical,17 NOS BIDDER,Madhusmita Mohanty,30-Aug-2025 12:17 PM,technical_549060.pdf,Sujit Behera,Internal,EE ESTIMATOR DAO,Madhusmita Mohanty,15-Nov-2025 12:49 PM,finsummary_549060.pdf (26.36 KB),AOC,"1,15,260",Yes,fixed,,Nil,Nil,14-Aug-2025 11:00 AM,30-Aug-2025 11:00 AM,14-Aug-2025 11:00 AM,29-Aug-2025 05:00 PM,14-Aug-2025 11:00 AM ,26-Aug-2025 05:00 PM ,14-Aug-2025 11:00 AM,29-Aug-2025 05:00 PM,23-Sep-2025 11:00 AM,Circle Officer,"RURAL WORKS CIRCLE , SAMBALPUR",Periodical renewal work of 5 year completed PMGSY (post DLP) roads under state budget grant for financial year 25-26 RW division Sambalpur Group-II No of roads-02 A-RD road to Banjaritikira B-Charmal to Barihasahi,Periodical renewal work of 5 year completed PMGSY (post DLP) roads under state budget grant for financial year 25-26 RW division Sambalpur Group-II No of roads-02 A-RD road to Banjaritikira B-Charmal to Barihasahi,NA ,NA ,"1,15,25,953",Civil Works - Roads,NA ,Tender,90.0,90.0,Sambalpur,768001.0,NA ,NA ,NA ,"RURAL WORKS CIRCLE , SAMBALPUR",No ,No,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-SAMBALPUR,Tender Online RWCSBP-10,2025_CERWI_116765_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"tender paper cost, EMD GSTIN ,Pan, RC, Affidavit and other documents as per DTCN",AOC
,,,,,,,,,,,,,,,,,,,,2,3053282,ABHIJEET BOSE,28-Aug-2025 07:58 PM,Rejected-Finance,NOT QUALIFIED IN LOTTERY SYSTEM,15-Nov-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,3,3054253,ASHUTOSH SAHU,29-Aug-2025 01:11 PM,Rejected-Finance,NOT QUALIFIED IN LOTTERY SYSTEM,15-Nov-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,3053493,DHANESWAR SAHU,28-Aug-2025 10:39 PM,Accepted-AOC,AOC,15-Nov-2025 12:52 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,3046130,KISHANRAJ CHAKRA,24-Aug-2025 11:51 PM,Rejected-Finance,NOT QUALIFIED IN LOTTERY SYSTEM,15-Nov-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,3039368,M.J.CONSTRUCTION,26-Aug-2025 11:10 PM,Rejected-Finance,NOT QUALIFIED IN LOTTERY SYSTEM,15-Nov-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,3054651,MUKESH KUMAR,29-Aug-2025 03:14 PM,Rejected-Finance,NOT QUALIFIED IN LOTTERY SYSTEM,15-Nov-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,3048936,NIHAR RANJAN PATEL,29-Aug-2025 12:16 PM,Rejected-Finance,NOT QUALIFIED IN LOTTERY SYSTEM,15-Nov-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,3051642,NILA MADHAB SAHU,27-Aug-2025 07:21 PM,Rejected-Finance,NOT QUALIFIED IN LOTTERY SYSTEM,15-Nov-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,3045536,PRADEEP KUMAR PRADHAN,25-Aug-2025 10:55 AM,Rejected-Technical,Due to insufficient similar nature of work as per DTCN clause No.12 i,19-Sep-2025 04:04 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
