Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"11,800",0.0,Nil,Nil,No,"1,82,800",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,02-Sep-2025 05:00 PM,17-Sep-2025 10:30 AM,02-Sep-2025 05:00 PM,16-Sep-2025 05:00 PM,NA ,NA ,02-Sep-2025 05:00 PM,16-Sep-2025 05:00 PM,23-Oct-2025 10:30 AM,1.0,ICICI BANK,"Constn. of 6 Nos. F type Qtrs. at District Jail, Kendrapada",Building Work,Please refer Tender documents. ,NA ,"1,82,80,777",Civil Works - Buildings,NA ,Tender,90.0,365.0,Kendrapada,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,Orissa State Police Housing and Welfare Corporation Ltd,11/OPHWC/2025-26,2025_OSPHW_117544_11,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,13-Nov-2025 02:50 PM,finsummary_550943.pdf (822.09 KB),Technical,3 Nos. of bidders have been participated,MONALISHA PADHY,17-Sep-2025 01:46 PM,,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,ANANDA CHANDRA PANDA,22-Oct-2025 07:41 PM,23-Oct-2025 10:30 AM,techsummary_550943.pdf (333.58 KB),Finance,Financial bid opened,MONALISHA PADHY,23-Oct-2025 10:50 AM,,BOQ Comparative Chart,1,3083737,BANKA BIHARI MALLICK,16-Sep-2025 02:44 PM,Accepted-AOC,QUALIFIED BIDDER,13-Nov-2025 02:55 PM,Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_117544_11,11/OPHWC/2025-26,"Constn. of 6 Nos. F type Qtrs. at District Jail, Kendrapada",1.0,3083737.0,BANKA BIHARI MALLICK,INR,"16,434,418",13-Nov-2025,"INR 16,434,418",365.0,Bikram Keshari Malla,13-Nov-2025 02:54 PM,KENDRAPADA.pdf (77.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 11.11.2025,AOC
,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3083875,Pramod Kumar Das,16-Sep-2025 04:21 PM,Rejected-Finance,DUE TO L2 BIDDER,13-Nov-2025 02:50 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,3083714,Sarat Malik,16-Sep-2025 02:49 PM,Rejected-Technical,Non submission of adequate similar nature of work as per DTCN Cl. No. 11 and 110(k),22-Oct-2025 07:41 PM,,,,,,,,,,,,,,,,,AOC
