Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
"EE RW (PH) DIVISION,BBSR","SE RW (PH) DIVISION,BBSR BEHIND ESPLANDE MALL,RASULGARH,751010","4,000",0.0,Nil,Nil,No,24-Jun-2025 11:00 AM,04-Jul-2025 11:00 AM,24-Jun-2025 11:00 AM,03-Jul-2025 05:00 PM,NA ,NA ,24-Jun-2025 11:00 AM,03-Jul-2025 05:00 PM,"7,100",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid License Document as per tender class of contractor in NIT, GST, Certificate, PAN Card",CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,EERWPH-15/2025-26,2025_CERWI_114506_32,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"PH works(SI,SD AND WS) to Sub centre building at Khuntpali of Balangir block in Balangir Dist in the F.Y.-2023-24","PH works(SI,SD AND WS) to Sub centre building at Khuntpali of Balangir block in Balangir Dist in the F.Y.-2023-24",Please refer Tender documents. ,NA ,"7,05,005",Civil Works - Buildings,NA ,Tender,90.0,NA ,Khuntpali,767024.0,NA ,NA ,NA ,"O/O EE RW (PH) DIVISION ,BBSR",No ,No,1.0,ICICI BANK,AOC,Executive Engineer,Internal,,Anil Kumar Das,18-Jul-2025 01:31 PM,techsummary_543823.pdf (359.01 KB),Executive Engineer,Internal,,Anil Kumar Das,21-Nov-2025 12:31 PM,finsummary_543823.pdf (63.28 KB),Finance,COMPARATIVE STATEMENT,Anil Kumar Das,07-Jul-2025 11:58 AM,finance_543823.pdf,BOQ Comparative Chart,1,2985130,ANIL KHANDAI,01-Jul-2025 12:53 PM,Rejected-Finance,Not Qualified in Transparency lottery,21-Nov-2025 12:31 PM,1.0,2987894.0,ASHOK KUMAR JOSHI,INR,"599,324",CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,2025_CERWI_114506_32,EERWPH-15/2025-26,"PH works(SI,SD AND WS) to Sub centre building at Khuntpali of Balangir block in Balangir Dist in the F.Y.-2023-24",21-Nov-2025,"INR 599,324",90.0,Anil Kumar Das,24-Nov-2025 08:29 PM,6560.pdf (323.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,"EMD, Tender Paper cost, Affidavit for correctness and no Relation Certificate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,2,2987894,ASHOK KUMAR JOSHI,03-Jul-2025 03:46 PM,Accepted-AOC,Qualified in Transparency lottery,24-Nov-2025 08:29 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,2982576,DHIRAJ KUMAR AGRAWAL,29-Jun-2025 11:25 AM,Rejected-Finance,Not Qualified in Transparency lottery,21-Nov-2025 12:31 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,2984943,GOURI MEHER,01-Jul-2025 11:52 AM,Rejected-Finance,Not Qualified in Transparency lottery,21-Nov-2025 12:31 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,2985411,KISHOR CHANDRA RAULA,01-Jul-2025 03:56 PM,Rejected-Finance,Not Qualified in Transparency lottery,21-Nov-2025 12:31 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,2982302,PRADEEP KUMAR SAHOO,30-Jun-2025 04:48 PM,Rejected-Finance,Not Qualified in Transparency lottery,21-Nov-2025 12:31 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,2985715,RAHUL KUMAR SAHU,01-Jul-2025 07:22 PM,Rejected-Finance,Not Qualified in Transparency lottery,21-Nov-2025 12:31 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,2987234,RAJENDRA PANDA,03-Jul-2025 02:52 PM,Rejected-Finance,Not Qualified in Transparency lottery,21-Nov-2025 12:31 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,2987784,Rasmanjali Sa,03-Jul-2025 02:23 PM,Rejected-Finance,Not Qualified in Transparency lottery,21-Nov-2025 12:31 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,2985516,SAGARIKA RATH,01-Jul-2025 05:03 PM,Rejected-Finance,Not Qualified in Transparency lottery,21-Nov-2025 12:31 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,11,2987342,SROTASWINI BEHERA,03-Jul-2025 10:56 AM,Rejected-Finance,Not Qualified in Transparency lottery,21-Nov-2025 12:31 PM,,,,,,,,,,,,,,,,AOC
