EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"25,102",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,"Paper Cost, EMD in online mode, RC, PAN, GST, Affidavit and others as per DTCN",installation and Energisation of Manitri-IV L.I.P under K.Nagar Block in Dhenkanal District.,installation and Energisation of Manitri-IV L.I.P under K.Nagar Block in Dhenkanal District.,Please refer Tender documents. ,NA ,"25,10,239",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,Dhenkanal,759001.0,NA ,NA ,NA ,"EE, LI Division, Dhenkanal",No ,No,Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Dhenkanal,EEDKL(OLIC)-03/2025-26,2025_OLIC_121931_75,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,27-Nov-2025 11:30 AM,05-Dec-2025 11:00 AM,27-Nov-2025 11:30 AM,04-Dec-2025 05:00 PM,NA ,NA ,27-Nov-2025 11:30 AM,04-Dec-2025 05:00 PM,24-Dec-2025 04:00 PM,"EE, LI Division, Dhenkanal","EE, LI Division, Dhenkanal",1,ICICI BANK,"7,080",0.0,Nil,Nil,No,AOC,16-Jan-2026,"INR 2,510,239.02",90.0,BIJAY KUMAR TARAI,16-Jan-2026 09:17 PM,Tech.pdf (60.00 KB),Awarded,1,3271123,SUSAMARANI ROUT,03-Dec-2025 05:53 PM,Accepted-AOC,Awarded,16-Jan-2026 09:18 PM,EE,Internal,"DA, Estimator",BIJAY KUMAR TARAI,24-Dec-2025 03:07 PM,24-Dec-2025 04:00 PM,techsummary_567421.pdf (110.49 KB),Finance,Opened,PRATYUSA KUMAR MALLA,24-Dec-2025 05:26 PM,,BOQ Comparative Chart,Technical,Opened,PRATYUSA KUMAR MALLA,14-Dec-2025 05:19 AM,,Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Dhenkanal,2025_OLIC_121931_75,EEDKL(OLIC)-03/2025-26,installation and Energisation of Manitri-IV L.I.P under K.Nagar Block in Dhenkanal District.,EE,Internal,DAO Estimator,BIJAY KUMAR TARAI,16-Jan-2026 09:14 PM,finsummary_567421.pdf (60.04 KB),1.0,3271123.0,SUSAMARANI ROUT,INR,"2,457,524",AOC
,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,AOC,,,,,,,,2,3271174,SUSANTA DAS,03-Dec-2025 05:29 PM,Rejected-Finance,L2 Awarded,16-Jan-2026 09:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
