S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage
1.0,3169112.0,M/S SASWAT ENTERPRISES,INR,"1,700,875",Finance,ok,Nilakantha Kisan,13-Nov-2025 11:04 AM,finance_557082.pdf,BOQ Comparative Chart,Nimar Charan Panda,Internal,,Nilakantha Kisan,09-Jan-2026 05:29 PM,finsummary_557082.pdf (258.63 KB),Municipal Bodies||Belpahar Municipal Council,2025_ORULB_119779_1,EO/BPHM/03/25-26,Construction of Community Hall near Radhakrishna Mandir in Ward No.11,Nimai Charan Panda,Internal,,Nilakantha Kisan,13-Nov-2025 11:20 AM,techsummary_557082.pdf (256.55 KB),1,3169140,BIBHUTI PRASAD RANA,31-Oct-2025 10:24 AM,Rejected-Finance,L2,09-Jan-2026 05:29 PM,09-Jan-2026,"INR 1,401,963",150.0,Nilakantha Kisan,09-Jan-2026 05:36 PM,1.pdf (1892.00 KB),AOC,"6,000",0.0,Nil,Nil,No,"20,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,Scanned copies of required documents as per DTCN,Construction of Community Hall near Radhakrishna Mandir in Ward No.11,Construction of Community Hall near Radhakrishna Mandir in Ward No.11,Please refer Tender documents. ,NA ,"20,00,000",Civil Works - Buildings,NA ,Tender,90.0,150.0,Belpahar Municipality,768218.0,NA ,NA ,NA ,Belpahar Municipality Office,No ,No,"Executive Officer,Belpahar Municipality",At/Po-Belpahar Dist-Jharsuguda Odisha-768218,Municipal Bodies||Belpahar Municipal Council,EO/BPHM/03/25-26,2025_ORULB_119779_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,20-Oct-2025 10:00 AM,01-Nov-2025 11:00 AM,20-Oct-2025 10:00 AM,31-Oct-2025 05:00 PM,NA ,NA ,20-Oct-2025 10:00 AM,31-Oct-2025 05:00 PM,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3145929,Chandan Kumar Bhol,23-Oct-2025 03:30 PM,Rejected-AOC,Not win the lottery,09-Jan-2026 05:36 PM,,,,,,,AOC,,,,,,,,,,,,,,.pdf,Scanned copies of online deposit receipt of EMD and cost of bid documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3166088,J. Rajendra Dora,29-Oct-2025 04:07 PM,Rejected-AOC,Not win the lottery,09-Jan-2026 05:36 PM,,,,,,,AOC,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3169868,lalu kishan,31-Oct-2025 02:17 PM,Rejected-Finance,L3,09-Jan-2026 05:29 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3169112,M/S SASWAT ENTERPRISES,31-Oct-2025 09:20 AM,Accepted-AOC,Tender finalised through transparent lottery system drawn among L1 bidders and winner of lottery,09-Jan-2026 05:36 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3169125,PRIYANSHI CONSTRUCTION PROP PRAMOD KUMAR KHUNTIA,31-Oct-2025 02:00 PM,Rejected-AOC,Not win the lottery,09-Jan-2026 05:36 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3162540,RAMESH CHHACHAN,30-Oct-2025 02:57 PM,Rejected-Finance,L4,09-Jan-2026 05:29 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3168788,SIDDHI VINAYAK CONSTRUCTIONS PROP-MANASI SAHU,30-Oct-2025 10:59 PM,Rejected-Finance,L5,09-Jan-2026 05:29 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3166694,TANKADHAR KHAMARI,30-Oct-2025 07:15 PM,Rejected-AOC,Not win the lottery,09-Jan-2026 05:36 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
