S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,ICICI BANK,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,Tender Online Divn. BBSR - 23/2025-26,2025_CERWI_121224_24,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,2 nos F Type Qtr at RW Section Nirakarpur for the year 2025-26,2 nos F Type Qtr at RW Section Nirakarpur for the year 2025-26,Please refer Tender documents. ,NA ,"1,69,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,S.E. R.W. Divn. BBSR,751013.0,NA ,NA ,NA ,O/o S.E. R.W. Divn. BBSR,No ,No,15-Nov-2025 10:00 AM,21-Nov-2025 11:00 AM,15-Nov-2025 10:00 AM,20-Nov-2025 05:00 PM,NA ,NA ,15-Nov-2025 10:00 AM,20-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Cost EMD GSTIN PAN Contractor RC Affidavits undertakings and any other document as per DTCN,600.0,0.0,Nil,Nil,No,"1,690",Yes,percentage,1.0%,Nil,Nil,S.E. R.W. Divn. BBSR,O/o S.E. R.W. Divn. BBSR,AOC,SE RWD BBSR,Internal,Sr DAO AEE and Estimator,Nirmal Chandra Jena,13-Jan-2026 06:19 PM,techsummary_564348.pdf (369.81 KB),SE RWD BBSR,Internal,Sr DAO AEE and Estimator,Nirmal Chandra Jena,13-Jan-2026 06:24 PM,finsummary_564348.pdf (369.81 KB),Finance,10 nos of bidder are participated,Shrabani Routray,22-Nov-2025 01:20 PM,,BOQ Comparative Chart,1,3239839,AJAY KUMAR BEHERA,19-Nov-2025 10:48 PM,Accepted-AOC,L1 Bidder,13-Jan-2026 06:29 PM,1.0,3239839.0,AJAY KUMAR BEHERA,INR,"168,948.98",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,2025_CERWI_121224_24,Tender Online Divn. BBSR - 23/2025-26,2 nos F Type Qtr at RW Section Nirakarpur for the year 2025-26,13-Jan-2026,"INR 168,948.98",60.0,Nirmal Chandra Jena,13-Jan-2026 06:26 PM,Nirakarpur.pdf (370.00 KB),AoC,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3239238,ANR CONSTRUCTION,20-Nov-2025 10:10 AM,Rejected-Finance,Quoted rate at CSR,13-Jan-2026 06:24 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3242021,ASISH KUMAR RAUTARAY,20-Nov-2025 03:36 PM,Rejected-Finance,Quoted rate at CSR,13-Jan-2026 06:24 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3238626,BIBHUTIBHUSAN PALATASINGH,19-Nov-2025 03:57 PM,Rejected-Finance,Quoted rate at CSR,13-Jan-2026 06:24 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3239331,DEBASIS ROUTARAY,19-Nov-2025 06:46 PM,Rejected-Finance,Quoted rate at CSR,13-Jan-2026 06:24 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3241018,JAGANNATH BEHERA,20-Nov-2025 12:58 PM,Rejected-Finance,Quoted rate at CSR,13-Jan-2026 06:24 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3241622,PRADIP KUMAR DAS,20-Nov-2025 02:18 PM,Rejected-Finance,Quoted rate at CSR,13-Jan-2026 06:24 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3238610,PRAVASINI RAUTRAY,19-Nov-2025 03:55 PM,Rejected-Finance,Quoted rate at CSR,13-Jan-2026 06:24 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3241690,PURNA CHANDRA BEHERA,20-Nov-2025 02:28 PM,Rejected-Finance,Quoted rate at CSR,13-Jan-2026 06:24 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3236477,Sri Sarbeswar Sahoo,20-Nov-2025 02:23 PM,Rejected-Finance,Quoted rate at CSR,13-Jan-2026 06:24 PM,,,,,,,,,,,,,,,,,AOC
