Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"10,000","1,800",Nil,Nil,No,O/o Superintending Engineer OTDC Ltd Bhubaneswar,O/o Superintending Engineer OTDC Ltd Bhubaneswar,1.0,Integrated Development of Craft Center at Sambalpur,Date,,1.0,ICICI BANK,Integrated Development of Craft Center at Sambalpur,Integrated Development of Craft Center at Sambalpur,As per DTCN ,NA ,"7,96,18,944",Civil Works - Others,NA ,Tender,180.0,540.0,Kordola,768025.0,NA ,NA ,NA ,O/o Superintending Engineer OTDC Ltd Bhubaneswar,No ,No,10-Oct-2025 09:00 AM,04-Nov-2025 11:30 AM,10-Oct-2025 09:00 AM,03-Nov-2025 05:00 PM,NA ,NA ,10-Oct-2025 09:00 AM,03-Nov-2025 05:00 PM,16-Dec-2025 11:30 AM,"7,96,190",Yes,fixed,,Nil,Nil,Odisha Tourism Devl. Corp.,BPI/20/2025-26 Dt. 03.10.2025,2025_OTDC_119201_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,DTCN,AOC,Odisha Tourism Devl. Corp.,2025_OTDC_119201_1,BPI/20/2025-26 Dt. 03.10.2025,Integrated Development of Craft Center at Sambalpur,1.0,3148995.0,ASHOK KUMAR DASH,INR,"67,684,064.23",S.K. Behera,Internal,"S. Pradhan, A. S. Swain, D. Malick",Sunil Kumar Behera,11-Dec-2025 07:08 PM,16-Dec-2025 11:30 AM,techsummary_555234.pdf (6514.80 KB),S.K. Behera,Internal,"S. PRADHAN, A. S. SWAIN",Sunil Kumar Behera,23-Jan-2026 04:08 PM,finsummary_555234.pdf (1297.49 KB),23-Jan-2026,"INR 67,684,064.23",540.0,Sunil Kumar Behera,23-Jan-2026 04:13 PM,AOC1.pdf (3983.00 KB),WORK ORDER,Technical,List of Bidders,Lopamudra Behera,04-Nov-2025 05:59 PM,technical_555234.pdf,1,3147992,ARIA INFRA PROJECTS PRIVATE LIMITED,24-Oct-2025 12:18 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN TRANSPARENT LOTTERY SYSTEM,23-Jan-2026 04:08 PM,Finance,Financial Proceeding,Sunil Kumar Behera,23-Jan-2026 03:59 PM,finance_555234.pdf,BOQ Comparative Chart,AOC
,,,,,,,2.0,Integrated Development of Craft Center at Sambalpur,Other,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3148995,ASHOK KUMAR DASH,27-Oct-2025 03:26 PM,Accepted-AOC,SUCESSFUL BIDDER,23-Jan-2026 04:13 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3159881,ASHUTOSH SAHU,27-Oct-2025 04:15 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN TRANSPARENT LOTTERY SYSTEM,23-Jan-2026 04:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3144332,PRADEEP KUMAR MOHANTY,03-Nov-2025 04:28 PM,Rejected-Finance,NOT ELIGIBLE FOR TRANSPARENT LOTTERY SYSTEM,23-Jan-2026 04:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3148951,PRASANA KUMAR SAHOO,24-Oct-2025 04:36 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN TRANSPARENT LOTTERY SYSTEM,23-Jan-2026 04:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3156581,PRAVEEN AGRAWAL,27-Oct-2025 10:09 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN TRANSPARENT LOTTERY SYSTEM,23-Jan-2026 04:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3172088,SANDEEP NAYAK,03-Nov-2025 02:12 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN TRANSPARENT LOTTERY SYSTEM,23-Jan-2026 04:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3177758,SILADITYA BEHERA,03-Nov-2025 03:15 PM,Rejected-Finance,NOT ELIGIBLE FOR TRANSPARENT LOTTERY SYSTEM,23-Jan-2026 04:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3176780,SMRUTI RANJAN BAL,03-Nov-2025 12:36 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN TRANSPARENT LOTTERY SYSTEM,23-Jan-2026 04:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3172789,SUKANT NAYAK,03-Nov-2025 01:46 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN TRANSPARENT LOTTERY SYSTEM,23-Jan-2026 04:08 PM,,,,,,,AOC
