S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,"Project Administrator, Paralakhemundi,","Project Administrator, Paralakhemundi,","6,000",0.0,Nil,Nil,Yes,Construction of Additional Classroom at Padmapur Ashram School in Sobora GP under Gosani Block,Construction of Additional Classroom at Padmapur Ashram School in Sobora GP under Gosani Block,Please refer Tender documents. ,NA ,"25,21,748",Civil Works - Buildings,Building ,Tender,90.0,180.0,Padmapur,761016.0,NA ,NA ,NA ,"o/o Project AdminiProject strator, Paralakhemundi,",No ,No,"25,217",Yes,fixed,,Nil,Nil,12-Sep-2025 10:00 AM,23-Sep-2025 11:00 AM,12-Sep-2025 10:00 AM,22-Sep-2025 05:30 PM,NA ,NA ,12-Sep-2025 10:00 AM,22-Sep-2025 05:30 PM,ST and SC Development Deptt||ITDA Paralakhemundi,ITDAPKD/04/2025-26,2025_STSCD_117654_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,AOC,Anshuman Mahapatra,Internal,"AEE,ITDA ,SE,IRRIGATION, SECTION OFFICER, ITDA, APD(TECH) ZILLA PARISAD",Anhuman Mahapatra,13-Jan-2026 05:28 PM,finsummary_551489.pdf (560.53 KB),Anshuman Mahapatra,Internal,"AEE,ITDA ,SE,IRRIGATION, SECTION OFFICER, ITDA, APD(TECH) ZILLA PARISAD",Anhuman Mahapatra,13-Jan-2026 05:24 PM,techsummary_551489.pdf (560.53 KB),ST and SC Development Deptt||ITDA Paralakhemundi,2025_STSCD_117654_16,ITDAPKD/04/2025-26,Construction of Additional Classroom at Padmapur Ashram School in Sobora GP under Gosani Block,1.0,3091211.0,NAGARAJU SABAR,INR,"2,143,738",1,3092215,LABA JENA,21-Sep-2025 01:27 PM,Rejected-Technical,Unsuccessful bidder,13-Jan-2026 05:24 PM,13-Jan-2026,"INR 2,143,738",180.0,Anhuman Mahapatra,13-Jan-2026 05:32 PM,16padampur.pdf (561.00 KB),"L1 lottery Winner, WORK AWARDED TO NAGARAJU SABAR",Finance,"L1 lottery Winner, WORK AWARDED TO NAGARAJU SABAR",Anhuman Mahapatra,13-Jan-2026 05:18 PM,finance_551489.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,AOC,,,,,,,,,,,,,,,,,,,,,,2,3091211,NAGARAJU SABAR,21-Sep-2025 11:00 PM,Accepted-AOC,"L1 lottery Winner, WORK AWARDED TO NAGARAJU SABAR",13-Jan-2026 05:32 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,3,3095227,POTRAKONDA OMKAR,22-Sep-2025 04:16 PM,Rejected-Technical,Unsuccessful bidder,13-Jan-2026 05:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3089714,Sarala Lokanath,20-Sep-2025 07:45 PM,Rejected-Technical,unsuccessful bidder,13-Jan-2026 05:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3095286,SIVALA CHANDINI,22-Sep-2025 04:51 PM,Rejected-Technical,Unsuccessful bidder,13-Jan-2026 05:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3091806,SUKANTA BISWAL,22-Sep-2025 06:48 AM,Rejected-Technical,unsuccessful bidder,13-Jan-2026 05:24 PM,,,,,,,,,,,,,,AOC
