S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"9,890",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of Bid Document,EMD,GSTIN,PAN,Affidavit,NRC and other documents as per DTCN","S.E Barpali Irrigation Division,Barpali","O/o the S.E. Barpali Irrigation Division,Barpali",13-Nov-2025 11:00 AM,21-Nov-2025 11:00 AM,13-Nov-2025 11:00 AM,20-Nov-2025 05:00 PM,NA ,NA ,13-Nov-2025 11:00 AM,20-Nov-2025 05:00 PM,Construction of VRB and Improvement within RD 3300 m to 3400 m of Lariabahal Minor for the year 2025-26,Construction of VRB and Improvement within RD 3300 m to 3400 m of Lariabahal Minor for the year 2025-26,Please refer Tender documents. ,NA ,"9,89,000",Civil Works - Canal,NA ,Tender,90.0,NA ,Barpali,768029.0,NA ,NA ,NA ,O/o the Superintending Engineer Barpali Irrigation,No ,No,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE Barpali Canal Division Barpali",BID07(01-04)/2025-26,2025_CEBBU_121081_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,AOC,07-Jan-2026,"INR 840,476",45.0,Chandan Saraf,07-Jan-2026 11:30 AM,WO3.pdf (161.00 KB),Work order,1,3238104,BALARAM BARIHA,19-Nov-2025 03:28 PM,Rejected-Finance,Not qualified lottery,07-Jan-2026 11:26 AM,SUPERINTENDING ENGINEER BARPALI,Internal,"SE, DAO AND ESTIMATOR",Chandan Saraf,25-Nov-2025 12:41 PM,techsummary_563350.pdf (225.40 KB),"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE Barpali Canal Division Barpali",2025_CEBBU_121081_3,BID07(01-04)/2025-26,Construction of VRB and Improvement within RD 3300 m to 3400 m of Lariabahal Minor for the year 2025-26,"SE,Barpali Irr Div",Internal,"SE,DAO,Estimator",Chandan Saraf,07-Jan-2026 11:26 AM,finsummary_563350.pdf (161.40 KB),Finance,open,Chandan Saraf,21-Nov-2025 12:11 PM,,BOQ Comparative Chart,1.0,3232970.0,JAYA JHANKAR,INR,"840,476",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3239497,CHANDRAKANTI SAHU,19-Nov-2025 08:41 PM,Rejected-Finance,Not qualified lottery,07-Jan-2026 11:26 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3238937,DHARMENDRA BISWAL,19-Nov-2025 05:20 PM,Rejected-Finance,Not qualified lottery,07-Jan-2026 11:26 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3239899,DIBYA KUMAR MAJHI,19-Nov-2025 11:36 PM,Rejected-Finance,Not qualified lottery,07-Jan-2026 11:26 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3228997,DINESH AGRAWAL,16-Nov-2025 12:06 PM,Rejected-Finance,Not qualified lottery,07-Jan-2026 11:26 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3234914,JAGABANDHU DASH,18-Nov-2025 12:55 PM,Rejected-Finance,Not qualified lottery,07-Jan-2026 11:26 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3232970,JAYA JHANKAR,17-Nov-2025 05:16 PM,Accepted-AOC,AOC,07-Jan-2026 11:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3226705,KSHITIPATI PADHAN,17-Nov-2025 06:48 PM,Rejected-Finance,Not qualified lottery,07-Jan-2026 11:26 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3238956,Pooja Jain,19-Nov-2025 05:24 PM,Rejected-Finance,Not qualified lottery,07-Jan-2026 11:26 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3234021,RATRU RANA,17-Nov-2025 10:40 PM,Rejected-Finance,Not qualified lottery,07-Jan-2026 11:26 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,11,3241257,SARJAN BARIK,20-Nov-2025 01:15 PM,Rejected-Finance,Not qualified lottery,07-Jan-2026 11:26 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
