S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
1.0,3282856.0,PRAFULLA KUMAR SAHOO,INR,"5,219,603.15","CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE M.I. Division Keonjhar",2025_CEMIB_122164_1,Bid ID No. 06 SEMID (KJR/ 2025-2026) Dt. 20.11.2025,"Construction of Canal Lining 1- MC from RD. 1575 mt. to RD. 2956 m., 2- Outlet-5 Noz. MC-RD. 1890 mt. (L) 2249 mt. (L and R) 2499 mt. (L) 2621 mt.(L) of Hirakhani MIP in Sadar Block of Keonjhar Disrict for the year 2025-2026",Technical,8 nos bidders,Rashmi Rekha Chattar,11-Dec-2025 12:42 PM,,"SE MI Division, Keonjhar",Internal,,S.S. Sukesmita Naik,15-Dec-2025 12:46 PM,finsummary_567795.pdf (1318.59 KB),"SE MI Division, Keonjhar",Internal,,Rashmi Rekha Chattar,13-Dec-2025 09:16 PM,15-Dec-2025 09:00 AM,techsummary_567795.pdf (1318.64 KB),Finance,8 Nos Bidder submitted,S.S. Sukesmita Naik,15-Dec-2025 11:16 AM,,BOQ Comparative Chart,25-Jan-2026,"INR 5,219,603.15",90.0,Rashmi Rekha Chattar,25-Jan-2026 06:34 PM,OC.pdf (2610.00 KB),1,3275823,BIDHUBHUSAN SAHOO,03-Dec-2025 06:10 PM,Rejected-AOC,Dis Qualified,25-Jan-2026 06:34 PM,AOC,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE M.I. Division Keonjhar",Bid ID No. 06 SEMID (KJR/ 2025-2026) Dt. 20.11.2025,2025_CEMIB_122164_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,28-Nov-2025 03:00 PM,08-Dec-2025 11:00 AM,28-Nov-2025 03:00 PM,06-Dec-2025 05:30 PM,NA ,NA ,28-Nov-2025 03:00 PM,06-Dec-2025 05:30 PM,15-Dec-2025 09:00 AM,"SE, M.I. Division, Keonjhar","SE, M.I. Division, Keonjhar, near Park line","61,400",Yes,fixed,,Nil,Nil,"Construction of Canal Lining 1- MC from RD. 1575 mt. to RD. 2956 m., 2- Outlet-5 Noz. MC-RD. 1890 mt. (L) 2249 mt. (L and R) 2499 mt. (L) 2621 mt.(L) of Hirakhani MIP in Sadar Block of Keonjhar Disrict for the year 2025-2026","Construction of Canal Lining 1- MC from RD. 1575 mt. to RD. 2956 m., 2- Outlet-5 Noz. MC-RD. 1890 mt. (L) 2249 mt. (L and R) 2499 mt. (L) 2621 mt.(L) of Hirakhani MIP in Sadar Block of Keonjhar Disrict for the year 2025-2026",Please refer Tender documents. ,NA ,"61,40,000",Civil Works - Others,NA ,Tender,90.0,90.0,Sadar Block,758001.0,NA ,NA ,NA ,"Office of the SE, M.I. Division, Keonjhar",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, GST, PAN, Affidavit, Norelation Certifocate and Other Document as per DTCN",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3281100,Gyanendra Dhar,05-Dec-2025 12:45 PM,Rejected-Finance,Already avail for more than two work for 2025-2026,15-Dec-2025 12:46 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,Bill of Quantities,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3272902,HRUDANANDA BARIK,02-Dec-2025 08:26 PM,Rejected-AOC,Dis Qualified,25-Jan-2026 06:34 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3277435,MITRABHANU NAIK,06-Dec-2025 11:33 AM,Rejected-AOC,Dis Qualified,25-Jan-2026 06:34 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3282856,PRAFULLA KUMAR SAHOO,05-Dec-2025 06:22 PM,Accepted-AOC,Qualified,25-Jan-2026 06:34 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3284280,SATYAJIT JENA,06-Dec-2025 02:16 PM,Rejected-AOC,Dis Qualified,25-Jan-2026 06:34 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3270317,SIPUN KUMAR JENA,02-Dec-2025 11:07 AM,Rejected-AOC,Dis Qualified,25-Jan-2026 06:34 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3274737,SUBRAT KUMAR SAMAL,03-Dec-2025 01:38 PM,Rejected-AOC,Dis Qualified,25-Jan-2026 06:34 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
