Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
17-Nov-2025 11:00 AM,28-Nov-2025 11:00 AM,17-Nov-2025 11:00 AM,27-Nov-2025 05:00 PM,17-Nov-2025 11:00 AM ,26-Nov-2025 05:00 PM ,17-Nov-2025 11:00 AM,27-Nov-2025 05:00 PM,"4,200",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,Affidavit GSTIN PAN RC and other papers as per DTCN,Repair to SDO Quarter Building at Bissam Cuttack for the year 2025-26 in the district of Rayagada,Repair to SDO Quarter Building at Bissam Cuttack for the year 2025-26 in the district of Rayagada,NA ,NA ,"4,20,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Rayagada,765001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, RAYAGADA",No ,No,Executive Engineer,"RURAL WORKS DIVISION, RAYAGADA","2,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-RAYAGADA,EERWRGD Online 10 2025 26,2025_CERWI_121343_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,1,3256411,AJIT KUMAR SENAPATI,26-Nov-2025 11:53 PM,Rejected-AOC,1st LOWEST,12-Jan-2026 04:10 PM,12-Jan-2026,"INR 357,118.203",30.0,Prasanna Kumar Pattanaik,12-Jan-2026 04:10 PM,WORKORDERSDOQTRBISSAMCUTTACK.pdf (2592.00 KB),Executive Engineer,Internal,,Prasanna Kumar Pattanaik,12-Jan-2026 11:29 AM,techsummary_564528.pdf (366.80 KB),Executive Engineer,Internal,,Prasanna Kumar Pattanaik,12-Jan-2026 11:35 AM,finsummary_564528.pdf (366.80 KB),CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-RAYAGADA,2025_CERWI_121343_1,EERWRGD Online 10 2025 26,Repair to SDO Quarter Building at Bissam Cuttack for the year 2025-26 in the district of Rayagada,1.0,3258220.0,DAS PIDIKAKA,INR,"357,118.203",Finance,verified,Prasanna Kumar Pattanaik,01-Dec-2025 12:08 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3257690,Balaram Panigrahi,26-Nov-2025 09:18 PM,Rejected-AOC,1st LOWEST,12-Jan-2026 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3251604,BIBHISEN PALAKA,24-Nov-2025 05:50 PM,Rejected-AOC,1st LOWEST,12-Jan-2026 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3260612,BIKRAMADITYA CHOUDHURY,27-Nov-2025 04:43 PM,Rejected-AOC,1st LOWEST,12-Jan-2026 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3256426,BIKRAM HIAL,26-Nov-2025 11:26 AM,Rejected-AOC,1st LOWEST,12-Jan-2026 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3251647,DAMBURUDHAR HIAL,24-Nov-2025 05:05 PM,Rejected-AOC,1st LOWEST,12-Jan-2026 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3258220,DAS PIDIKAKA,27-Nov-2025 01:37 PM,Accepted-AOC,AS PER LOTTER WINER,12-Jan-2026 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3250675,GOBINDA CHANDRA SAHU,24-Nov-2025 01:40 PM,Rejected-AOC,1st LOWEST,12-Jan-2026 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3259322,HARI KRUSHNA PRADHAN,27-Nov-2025 11:19 AM,Rejected-AOC,1st LOWEST,12-Jan-2026 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3258362,NANDA KISHOR PRASAD CHOURASIA,26-Nov-2025 11:24 PM,Rejected-AOC,1st LOWEST,12-Jan-2026 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3258649,RAINA KADRAKA,26-Nov-2025 11:17 PM,Rejected-AOC,1st LOWEST,12-Jan-2026 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,3247139,RAMAKANTA PANDA,22-Nov-2025 08:32 PM,Rejected-AOC,1st LOWEST,12-Jan-2026 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,3258248,SHYAM KUMAR DASH,26-Nov-2025 07:02 PM,Rejected-AOC,1st LOWEST,12-Jan-2026 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,3258016,Simadri Trinath Rao,26-Nov-2025 11:02 PM,Rejected-AOC,1st LOWEST,12-Jan-2026 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,3253669,SOMNATH NAIK,25-Nov-2025 12:13 PM,Rejected-AOC,1st LOWEST,12-Jan-2026 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
