Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
Finance,Tender Opened,KAMALAKANTA SENAPATI,05-Jan-2026 02:34 PM,finance_572812.pdf,BOQ Comparative Chart,Arun Kumar Jyotrimaya,Internal,"Sri Anil Kumar, D.A.O, as member.,Sri Santosh Kumar Das , A.E.E (I/C Estimator) as member.,Sri Kamalakanta Senapati , A.E.E as member.",ARUN KUMAR JYOTRIMAYA,05-Jan-2026 12:32 PM,05-Jan-2026 12:45 PM,techsummary_572812.pdf (477.20 KB),17-Jan-2026,"INR 6,123,505",90.0,ARUN KUMAR JYOTRIMAYA,20-Jan-2026 06:21 AM,WOFORRENGSAMIP.pdf (665.00 KB),"The Work is awarded toSri Soumya Ranajan Pardia ""B'' Class Engg Contractor Vide Agtt. No.16P1/2025-26.The D.O.C and Completion as dt. 16/1/26 and 15/4/26 for contract amount Rs.6123505/-with GST18%",1,3341110,AMIYA RANJAN DASH,31-Dec-2025 12:51 PM,Rejected-Finance,Not Qualified,17-Jan-2026 12:15 PM,1.0,3333554.0,SRI SOUMYA RANJAN PARDIA,INR,"6,123,505",SriArunkumarjyotrimayaSuperintendingEngineer,Internal,SriAnilKumar1DAOasmemberSriSantoshkumarDasAEE(Estimator)asmemberSriKamalkantaSenapatiAEE(Estimator)asmember,ARUN KUMAR JYOTRIMAYA,17-Jan-2026 12:15 PM,finsummary_572812.pdf (440.36 KB),Technical,Tender Opened,KAMALAKANTA SENAPATI,02-Jan-2026 04:08 PM,technical_572812.pdf,"CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir||MI Division Padampur",2025_CEMIB_123646_2,SNPMI_03_2025_26,Improvement to Rengsa M.I.P in Tarava Block of Subarnapur District under I.D.F Scheme for the year 2025-26.,AOC,"Superintending Engineer, MI Division, Sonepur","O/o The Superintending Engineer, MI Division, Sonepur. In front of Civil Court, Subarnapur, 767017",22-Dec-2025 11:00 AM,01-Jan-2026 11:00 AM,22-Dec-2025 11:00 AM,31-Dec-2025 05:00 PM,NA ,NA ,22-Dec-2025 11:00 AM,31-Dec-2025 05:00 PM,05-Jan-2026 12:45 PM,"CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir||MI Division Padampur",SNPMI_03_2025_26,2025_CEMIB_123646_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,Improvement to Rengsa M.I.P in Tarava Block of Subarnapur District under I.D.F Scheme for the year 2025-26.,Improvement to Rengsa M.I.P in Tarava Block of Subarnapur District under I.D.F Scheme for the year 2025-26.,As per DTCN ,NA ,"72,03,276",Civil Works - Others,NA ,Tender,90.0,90.0,Tarava Block,767016.0,NA ,NA ,NA ,"O/o The Superintending Engineer, MI Division, Sone",No ,No,"10,000",0.0,Nil,Nil,No,"72,050",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Tender Cost, EMD, VAT, PAN, Contractor RC",AOC
,,,,,,,,,,,,,,,,,,,,2,3338670,ANANDA MISHRA,29-Dec-2025 09:36 PM,Rejected-AOC,Not Winner in the Transparent Lottery,20-Jan-2026 06:21 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavits, Undertakings and any other document as per DTCN",AOC
,,,,,,,,,,,,,,,,,,,,3,3341381,Asit Prakash Samantara,31-Dec-2025 04:09 PM,Rejected-Finance,Not Qualified,17-Jan-2026 12:15 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,AOC
,,,,,,,,,,,,,,,,,,,,4,3332756,BASUDEV HOTA,28-Dec-2025 06:58 PM,Rejected-Finance,Not Qualified,17-Jan-2026 12:15 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,3341055,BISWA PRASANNA MISHRA,31-Dec-2025 11:24 AM,Rejected-Finance,Not Qualified,17-Jan-2026 12:15 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,3322131,Debaranjan Tripathy,26-Dec-2025 09:46 PM,Rejected-Finance,Not Qualified,17-Jan-2026 12:15 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,3326619,INDRAJIT DANGA,31-Dec-2025 12:09 PM,Rejected-Finance,Not Qualified,17-Jan-2026 12:15 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,3341407,JAGABANDHU DANDIA,31-Dec-2025 04:49 PM,Rejected-Finance,Not Qualified,17-Jan-2026 12:15 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,3341387,JAYAKISHAN AGRAWALA,31-Dec-2025 04:17 PM,Rejected-Finance,Not Qualified,17-Jan-2026 12:15 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,3341376,LILI DEEP,31-Dec-2025 03:59 PM,Rejected-Finance,Not Qualified,17-Jan-2026 12:15 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
