Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
GOBINDPUR_V RL,Papaer cost/RC/PAN/GST/Joint Venture/HT license/Esxperience with other documents as per DTCN,Please refer Tender documents. ,NA ,"24,72,116",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,NA ,KENDRAPARA,754211.0,NA ,NA ,NA ,"EXECUTIVE ENGINEER L.I.DIVISION,KENDRAPARA",No ,No,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Kendrapara",1173/LID/KDP/2025-25,2025_OLIC_121665_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"7,080",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,paper cost/RC/GST/PAN/Joint Venture/HT licensee/Experience and other documents as per DTCN,"24,721",Yes,fixed,,Nil,Nil,"EXECUTIVE ENGINEER L.I.DIVISION,KENDRAPARA","OFFICE OF THE EXECUTIVE ENGINEER L.I.DIVISION,KENDRAPARA AT/PO-TINIMUHANI",1.0,ICICI BANK,21-Nov-2025 11:00 AM,29-Nov-2025 11:00 AM,21-Nov-2025 11:00 AM,28-Nov-2025 05:00 PM,21-Nov-2025 11:00 AM ,27-Nov-2025 05:00 PM ,21-Nov-2025 11:00 AM,28-Nov-2025 05:00 PM,AOC,1.0,3261715.0,AVIJIT MOHANTY,INR,"2,472,116","Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Kendrapara",2025_OLIC_121665_7,1173/LID/KDP/2025-25,GOBINDPUR_V RL,ECECUTIVE ENGINEER,Internal,Nimain_Charan_Sethy_Sadhana_Behera_Pradeep_Kumar_Nayak_Debendra_Nath_Jena,Nimain Charan Sethi,26-Dec-2025 11:55 AM,techsummary_566104.pdf (95.33 KB),ECECUTIVE ENGINEER,Internal,Nimain_Charan_Sethy_Sadhana_Behera_Pradeep_Kumar_Nayak_Debendra_Nath_Jena,Nimain Charan Sethi,16-Jan-2026 02:40 PM,finsummary_566104.pdf (95.33 KB),Finance,17NOS BIDDERS PARTICIPATED IN THIS PACKAGE,Nimain Charan Sethi,26-Dec-2025 11:51 AM,finance_566104.pdf,BOQ Comparative Chart,16-Jan-2026,"INR 2,472,116",90.0,Nimain Charan Sethi,16-Jan-2026 02:58 PM,Gobindpur_V.pdf (224.00 KB),WON THE LOTTERY,1,3261715,AVIJIT MOHANTY,27-Nov-2025 09:31 PM,Accepted-AOC,WON THE LOTTERY,16-Jan-2026 02:58 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3264030,Debadatta Satapathy,28-Nov-2025 03:22 PM,Rejected-Finance,NOT WON THE LOTTERY,16-Jan-2026 02:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3258240,KALANDI CHARAN JENA,27-Nov-2025 05:24 PM,Rejected-Finance,NOT WON THE LOTTERY,16-Jan-2026 02:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3245026,KAMALA KANTA BEHERA,27-Nov-2025 10:54 AM,Rejected-Finance,NOT WON THE LOTTERY,16-Jan-2026 02:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3263929,M/S- AAO SAI AGRO SERVICE CENTER,28-Nov-2025 03:14 PM,Rejected-Finance,NOT WON THE LOTTERY,16-Jan-2026 02:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3243994,MS NIRUPAMA ELECTRICALS,27-Nov-2025 04:03 PM,Rejected-Finance,NOT WON THE LOTTERY,16-Jan-2026 02:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3256585,NARAYAN DAS,27-Nov-2025 08:06 PM,Rejected-Finance,NOT WON THE LOTTERY,16-Jan-2026 02:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3258446,NIHARIKA PATTANAIK,26-Nov-2025 08:27 PM,Rejected-Finance,NOT WON THE LOTTERY,16-Jan-2026 02:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3258353,PRADEEP KUMAR KUND,28-Nov-2025 04:20 PM,Rejected-Finance,NOT WON THE LOTTERY,16-Jan-2026 02:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3259332,PRASANTA KUMAR BISWAL,27-Nov-2025 01:35 PM,Rejected-Finance,NOT WON THE LOTTERY,16-Jan-2026 02:40 PM,AOC
