S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Tender Stage
1.0,3205721.0,ARIA INFRA PROJECTS PRIVATE LIMITED,INR,"23,192,919",Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_120017_23,16/OPHWC/2025-26,"Construction Of Police Station Building At Talsara, Sundergarh.",1,3205721,ARIA INFRA PROJECTS PRIVATE LIMITED,13-Nov-2025 02:47 PM,Accepted-AOC,QUALIFIED BIDDER,15-Jan-2026 04:35 PM,15-Jan-2026,"INR 23,192,919",365.0,ANANDA CHANDRA PANDA,15-Jan-2026 04:35 PM,TALSARA.pdf (83.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 13.01.2026,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,ANANDA CHANDRA PANDA,10-Dec-2025 05:36 PM,11-Dec-2025 10:30 AM,techsummary_559678.pdf (63.98 KB),Finance,Financial bid opened,MONALISHA PADHY,11-Dec-2025 11:01 AM,,BOQ Comparative Chart,AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,ANANDA CHANDRA PANDA,15-Jan-2026 04:21 PM,finsummary_559678.pdf (400.02 KB),Technical,FOUR BIDDER HAVE PARTICIAPTED,MONALISHA PADHY,14-Nov-2025 12:32 PM,,AOC,30-Oct-2025 03:55 PM,14-Nov-2025 10:30 AM,30-Oct-2025 03:55 PM,13-Nov-2025 05:00 PM,NA ,NA ,30-Oct-2025 03:55 PM,13-Nov-2025 05:00 PM,11-Dec-2025 10:30 AM,Orissa State Police Housing and Welfare Corporation Ltd,16/OPHWC/2025-26,2025_OSPHW_120017_23,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"Construction Of Police Station Building At Talsara, Sundergarh.",Building Work,Please refer Tender documents. ,NA ,"2,72,82,577",Civil Works - Buildings,NA ,Tender,90.0,365.0,Sundergarh,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit","2,72,800",Yes,fixed,,Nil,Nil,"11,800",0.0,Nil,Nil,No,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,1.0,ICICI BANK,AOC
,,,,,,,,,2,3220745,DASHARATHA MUNDA,13-Nov-2025 01:19 PM,Rejected-Finance,DUE TO L2 BIDDER,15-Jan-2026 04:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,3,3220819,RIZWAN RAZA,13-Nov-2025 02:24 PM,Rejected-Technical,Non securing qualifying marks in the Point of Presentation as per DTCN Cl.110(m).,10-Dec-2025 05:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,3220984,SHIBA BADAIK,13-Nov-2025 01:04 PM,Rejected-Finance,DUE TO L2 BIDDER BUT UNSUCCESSFUL IN TRANSPARENT LOTTERY SYSTEM,15-Jan-2026 04:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
