Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"6,000",0.0,Nil,Nil,No,Executive Officer,Malkangiri Municipality,"16,810",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,eNoticeDTCN,"Construction of approach Road and Boundary wall at Kumutiguda near Mangala Temple, Ward No-10, Malkangiri","Construction of approach Road and Boundary wall at Kumutiguda near Mangala Temple, Ward No-10, Malkangiri",NA ,NA ,"16,80,657",Civil Works - Roads,NA ,Tender,180.0,60.0,Malkangiri Municipality,764045.0,NA ,NA ,NA ,Malkangiri Municipality,No ,No,04-Nov-2025 10:00 AM,17-Nov-2025 11:00 AM,04-Nov-2025 10:00 AM,15-Nov-2025 05:00 PM,NA ,NA ,04-Nov-2025 10:00 AM,15-Nov-2025 05:00 PM,02-Dec-2025 10:00 AM,Municipal Bodies||Malkangiri Municipal Council,EOMKG/01/2025-26,2025_ORULB_120460_11,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC,Finance,,Rajiba Lochan Nayak,02-Dec-2025 12:20 PM,,BOQ Comparative Chart,Manoj Barik,Internal,"Executive Officer, Malkangiri Municipality, Nizarat Officer, Collectorate Malkangiri, Municipal Engineer, Malkangiri Municipality , AEE, RWSS Malkangiri, Accountant,Malkangiri Municipality",Rajiba Lochan Nayak,01-Dec-2025 05:05 PM,02-Dec-2025 10:00 AM,techsummary_560637.pdf (205.75 KB),Technical,All bidders are admitted,Rajiba Lochan Nayak,17-Nov-2025 08:46 PM,,Manoj Barik,Internal,"Executive Officer, Malkangiri Municipality, Nizarat Officer, Collectorate Malkangiri, Municipal Engineer, Malkangiri Municipality, AEE, RWSS Malkangiri, Accountant, Malkangiri Municipality",Rajiba Lochan Nayak,16-Jan-2026 11:46 AM,finsummary_560637.pdf (192.62 KB),19-Jan-2026,"INR 1,428,727",60.0,Rajiba Lochan Nayak,19-Jan-2026 12:08 PM,11.pdf (1747.00 KB),,1,3225360,BHIMA MADAKAMI,14-Nov-2025 04:32 PM,Rejected-AOC,Rejected,19-Jan-2026 12:09 PM,Municipal Bodies||Malkangiri Municipal Council,2025_ORULB_120460_11,EOMKG/01/2025-26,"Construction of approach Road and Boundary wall at Kumutiguda near Mangala Temple, Ward No-10, Malkangiri",1.0,3226740.0,BIKASH HALDAR,INR,"1,428,727",AOC
,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3226740,BIKASH HALDAR,15-Nov-2025 03:21 PM,Accepted-AOC,Accepted,19-Jan-2026 12:09 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3227049,BINOD CHANDRA JENA,15-Nov-2025 01:01 PM,Rejected-AOC,Rejected,19-Jan-2026 12:09 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3224990,DANDASI LAXMAN RAO,15-Nov-2025 01:29 AM,Rejected-AOC,Rejected,19-Jan-2026 12:09 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3227646,DILIP KUMAR PARIDA,15-Nov-2025 04:08 PM,Rejected-AOC,Rejected,19-Jan-2026 12:09 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3223529,KANCHAN DEURI,14-Nov-2025 07:33 PM,Rejected-AOC,Rejected,19-Jan-2026 12:09 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3228028,MANTU BEHERA,15-Nov-2025 04:53 PM,Rejected-AOC,Rejected,19-Jan-2026 12:09 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3226025,Pramod Kumar Panda,14-Nov-2025 09:59 PM,Rejected-AOC,Rejected,19-Jan-2026 12:09 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3226775,SRI NARAYAN PADHIARY,15-Nov-2025 02:55 PM,Rejected-Technical,Not submitted a valid licence having no signature of issuing authority and Contractor,01-Dec-2025 05:05 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3226599,SUBHAM MANDAL,15-Nov-2025 03:00 PM,Rejected-AOC,Rejected,19-Jan-2026 12:09 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3226407,Swapana Ray,15-Nov-2025 07:42 AM,Rejected-AOC,Rejected,19-Jan-2026 12:09 PM,,,,,,,,,,AOC
