Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage
Er. Hitesh Agarwal,Internal,,Hitesh Agarwal,21-Jan-2026 04:31 PM,techsummary_563130.pdf (332.39 KB),1,3232731,MAHESH AGRAWAL,17-Nov-2025 04:49 PM,Rejected-Technical,Rejected,21-Jan-2026 04:31 PM,21-Jan-2026,"INR 2,110,220",30.0,Hitesh Agarwal,21-Jan-2026 04:37 PM,8087.pdf (549.00 KB),Finance,10 Nos. of Successful Bidders,Hitesh Agarwal,18-Nov-2025 09:30 AM,finance_563130.pdf,BOQ Comparative Chart,1.0,3225056.0,SUNIL KUMAR PATEL,INR,"2,110,220",CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh I,2025_CERWI_121043_4,Online-SESNG-15 of 2025-26,PM to Mangaspur Darlipali,Er. Hitesh Agarwal,Internal,,Hitesh Agarwal,21-Jan-2026 04:33 PM,finsummary_563130.pdf (332.39 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,EMDPANGSTINCDMSRegistrationcodeworkexperiencesimilarnatureworkworkinhandmachineriesasperDTCN,"24,830",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh I,Online-SESNG-15 of 2025-26,2025_CERWI_121043_4,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Engineer R.W. Division, Sundargarh","O/o of the Superintending Engineer R.W. Division, Sundargarh At/po-Sankara. Dist-Sundargarh. 770020",10-Nov-2025 02:00 PM,17-Nov-2025 05:10 PM,10-Nov-2025 02:00 PM,17-Nov-2025 05:00 PM,NA ,NA ,10-Nov-2025 02:00 PM,17-Nov-2025 05:00 PM,PM to Mangaspur Darlipali,PM to Mangaspur Darlipali,Please refer Tender documents. ,NA ,"24,83,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Sundargarh,770020.0,NA ,NA ,NA ,O/o of the Superintending Engineer,No ,No,1.0,ICICI BANK,AOC
,,,,,,2,3218942,M/s ANUP ROY,15-Nov-2025 07:32 PM,Rejected-Technical,Rejected,21-Jan-2026 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,3,3221598,M/S KUMUDINI SAIDEO,14-Nov-2025 10:48 AM,Rejected-Technical,Rejected,21-Jan-2026 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3228901,M/S SASWAT ENTERPRISES,16-Nov-2025 11:52 AM,Rejected-Technical,Rejected,21-Jan-2026 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3222662,M/s Sushil Mandal,15-Nov-2025 07:51 PM,Rejected-Technical,Rejected,21-Jan-2026 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3231917,NEHA BHATTACHARYA,17-Nov-2025 01:42 PM,Rejected-Technical,Rejected,21-Jan-2026 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3222622,Roys infrastructure & Projects,15-Nov-2025 07:43 PM,Rejected-Technical,Rejected,21-Jan-2026 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3221650,SAMIR KUMAR SAI DEO,14-Nov-2025 11:50 AM,Rejected-Technical,Rejected,21-Jan-2026 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3232781,Shree Salasar Enterprise,17-Nov-2025 04:12 PM,Rejected-Technical,Rejected,21-Jan-2026 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3225056,SUNIL KUMAR PATEL,14-Nov-2025 03:21 PM,Accepted-AOC,Accepted,21-Jan-2026 04:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
