Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
"Er Laxman Marndi, SE",Internal,"Somanath Tripathy, DAO, Sidhartha Sekhar Das, Estr, Satyaprakash Senapaty, JE",Laxman Marandi,22-Nov-2025 08:33 PM,techsummary_553306.pdf (412.38 KB),1,3107544,BANSHIDHAR ROUT,03-Oct-2025 03:37 PM,Rejected-Finance,r,22-Nov-2025 08:42 PM,26-Jan-2026,"INR 761,007",120.0,Laxman Marandi,26-Jan-2026 01:46 PM,13.pdf (299.00 KB),AOC,Finance,UPLOADED,SIDDHARTHA SHANKAR DAS,12-Nov-2025 02:44 PM,,BOQ Comparative Chart,1.0,3119935.0,RADHANATH SETHY,INR,"761,007",CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada||EE Keonjhar Irrigation Divn Keonjhar,2025_KIDK_118339_13,BAID 02 OF 2025-26,IMPROVENT TO SALANIA BRANCH CANAL FROM RD-13256M TO RD-14276M (LEFT BANK RAISING) FOR THR YEAR 2025-26,"Er Laxman Marndi, SE",Internal,"Somanath Tripathy, DAO, Sidhartha Sekhar Das, Estr, Satyaprakash Senapaty, JE",Laxman Marandi,22-Nov-2025 08:42 PM,finsummary_553306.pdf (412.38 KB),AOC,"SE, Baitarani Irrigation Division, Salapada","SE, Baitarani Irrigation Division, Salapada",1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, GSTIN, PAN, Affidavit, RC, No Relationship etc.","9,000",Yes,fixed,,Nil,Nil,"4,000",Nil,Nil,No,IMPROVENT TO SALANIA BRANCH CANAL FROM RD-13256M TO RD-14276M (LEFT BANK RAISING) FOR THR YEAR 2025-26,IMPROVENT TO SALANIA BRANCH CANAL FROM RD-13256M TO RD-14276M (LEFT BANK RAISING) FOR THR YEAR 2025-26,Please refer Tender documents. ,NA ,"8,95,000",Civil Works - Canal,NA ,Tender,90.0,120.0,Salapada,758020.0,NA ,NA ,NA ,"SE, Baitarani Irrigation Division, Salapada",No ,No,1.0,ICICI BANK,CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada||EE Keonjhar Irrigation Divn Keonjhar,BAID 02 OF 2025-26,2025_KIDK_118339_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,24-Sep-2025 12:00 PM,10-Oct-2025 11:00 AM,24-Sep-2025 12:00 PM,09-Oct-2025 05:30 PM,NA ,NA ,24-Sep-2025 12:00 PM,09-Oct-2025 05:30 PM,AOC
,,,,,,2,3116574,BASANTA KUMAR NAIK,08-Oct-2025 02:34 PM,Rejected-Finance,r,22-Nov-2025 08:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3110253,BISWAJIT ROUT,04-Oct-2025 09:33 PM,Rejected-Finance,r,22-Nov-2025 08:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3117740,BISWANATH PANDA,08-Oct-2025 10:22 PM,Rejected-Finance,r,22-Nov-2025 08:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3112867,DIPIKA SWAIN,06-Oct-2025 09:58 PM,Rejected-Finance,r,22-Nov-2025 08:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3103058,DURYODHAN SAHOO,29-Sep-2025 08:36 PM,Rejected-Finance,r,22-Nov-2025 08:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3117387,Gopal Chandra Das,08-Oct-2025 06:20 PM,Rejected-Finance,r,22-Nov-2025 08:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3117461,Gouranga Jena,08-Oct-2025 07:09 PM,Rejected-Finance,r,22-Nov-2025 08:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3101699,HITESH KUMAR PRUSTY,27-Sep-2025 09:04 PM,Rejected-Finance,r,22-Nov-2025 08:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3104533,JAGABANDHU JENA,01-Oct-2025 03:55 PM,Rejected-Finance,r,22-Nov-2025 08:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
