Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,WORK AWARDED TO SRI SANJAYA KUMAR GOUDA,Anhuman Mahapatra,09-Jan-2026 11:27 AM,finance_551524.pdf,BOQ Comparative Chart,ST and SC Development Deptt||ITDA Paralakhemundi,2025_STSCD_117654_19,ITDAPKD/04/2025-26,Construction of Additional Classroom at Kantahuru Ashram School of Dambaguda GP under Mohana Block,1.0,3093662.0,SANJAYA KUMAR GOUDA,INR,"3,559,286.26",1,3084927,AMIYA KUMAR NAYAK,17-Sep-2025 12:53 PM,Rejected-Technical,highest rate bidder,09-Jan-2026 11:45 AM,09-Jan-2026,"INR 3,559,286.26",180.0,Anhuman Mahapatra,09-Jan-2026 02:29 PM,19kantahuru.pdf (372.00 KB),WORK AWARDED TO SRI SANJAYA KUMAR GOUDA,Anshuman Mahapatra,Internal,"AEE ITDA, SE IRRIGATION PARALAKHEMUNDI, SECTION OFFICER ITDA",Anhuman Mahapatra,09-Jan-2026 11:45 AM,techsummary_551524.pdf (371.66 KB),Anshuman Mahapatra,Internal,AEEITDASEIrrigation,Anhuman Mahapatra,09-Jan-2026 02:25 PM,finsummary_551524.pdf (371.66 KB),AOC,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,Yes,Construction of Additional Classroom at Kantahuru Ashram School of Dambaguda GP under Mohana Block,Construction of Additional Classroom at Kantahuru Ashram School of Dambaguda GP under Mohana Block,Please refer Tender documents. ,NA ,"41,86,903",Civil Works - Buildings,Building ,Tender,90.0,180.0,KANTAHURU,761015.0,NA ,NA ,NA ,"o/o Project AdminiProject strator, Paralakhemundi,",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,"41,869",Yes,fixed,,Nil,Nil,"Project Administrator, Paralakhemundi,Gajapati","Project Administrator, Paralakhemundi,Gajapati",ST and SC Development Deptt||ITDA Paralakhemundi,ITDAPKD/04/2025-26,2025_STSCD_117654_19,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,12-Sep-2025 10:00 AM,23-Sep-2025 11:00 AM,12-Sep-2025 10:00 AM,22-Sep-2025 05:30 PM,NA ,NA ,12-Sep-2025 10:00 AM,22-Sep-2025 05:30 PM,AOC
,,,,,,,,,,,,,,,2,3094029,KRISHNA PRASAD TRIPATHY,22-Sep-2025 12:18 PM,Rejected-Technical,highest rate bidder,09-Jan-2026 11:45 AM,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,3092416,Krushna Chandra Sahu,21-Sep-2025 04:34 PM,Rejected-Technical,highest rate bidder,09-Jan-2026 11:45 AM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3093662,SANJAYA KUMAR GOUDA,22-Sep-2025 11:01 AM,Accepted-AOC,WORK AWARDED TO SRI SANJAYA KUMAR GOUDA,09-Jan-2026 02:30 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3095176,Siba Kumar Pradhan,22-Sep-2025 04:07 PM,Rejected-Technical,highest rate bidder,09-Jan-2026 11:45 AM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,3090497,SMRUTI SOURABHA NAYAK,20-Sep-2025 02:40 PM,Rejected-Technical,highest rate bidder,09-Jan-2026 11:45 AM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,3092595,Soubhagya Gouda,22-Sep-2025 10:15 AM,Rejected-Technical,highest rate bidder,09-Jan-2026 11:45 AM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
