S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,"15,100",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAGATSINGHPUR,Tender Online - 08 of 2025-26,2025_CERWI_120889_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"The Executive Engineer, R. W. Division,","The Superintending Engineer, R. W. Division, Jagatsinghpur",1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, GSTIN, PAN, Regd. Cert., No relation and Affidavit towards Correctness Certificate",S/R to Tentulia - Nuadhana Road for the year 2025-26,S/R to Tentulia - Nuadhana Road for the year 2025-26,Please refer Tender documents. ,NA ,"15,10,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Jagatsinghpur,754103.0,NA ,NA ,NA ,"O/O the Suptd. Engineer, R. W. Division,",No ,No,07-Nov-2025 11:00 AM,15-Nov-2025 11:00 AM,07-Nov-2025 11:00 AM,14-Nov-2025 05:00 PM,07-Nov-2025 11:00 AM ,13-Nov-2025 03:00 PM ,07-Nov-2025 11:00 AM,14-Nov-2025 05:00 PM,AOC,"SE,RW,JSPUR",Internal,,Dipika Majhi,02-Jan-2026 03:00 PM,finsummary_562356.pdf (2575.16 KB),"SE,RW,JSPUR",Internal,,Dipika Majhi,02-Jan-2026 02:58 PM,techsummary_562356.pdf (612.91 KB),02-Jan-2026,"INR 1,283,803",30.0,Dipika Majhi,02-Jan-2026 03:03 PM,8589.pdf (2575.00 KB),S/R to Tentulia - Nuadhana Road for the year 2025-26,1,3222974,AMARESWAR DAS,13-Nov-2025 10:23 PM,Rejected-Technical,L2,02-Jan-2026 02:58 PM,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAGATSINGHPUR,2025_CERWI_120889_15,Tender Online - 08 of 2025-26,S/R to Tentulia - Nuadhana Road for the year 2025-26,1.0,3224579.0,NIRUPAMA BEHERA,INR,"1,283,803",Finance,Summary,Dipika Majhi,02-Jan-2026 02:53 PM,finance_562356.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,3222596,ANIL KUMAR PATRA,13-Nov-2025 07:32 PM,Rejected-Technical,L2,02-Jan-2026 02:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,3222515,BATAKRUSHNA SETHY,13-Nov-2025 07:07 PM,Rejected-Technical,L2,02-Jan-2026 02:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,3222489,DEEPAK CHANDRA PATRA,13-Nov-2025 07:04 PM,Rejected-Technical,L2,02-Jan-2026 02:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,3224870,ITUSMITA NAYAK,14-Nov-2025 03:01 PM,Rejected-Technical,L2,02-Jan-2026 02:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,3223761,M/S.LAXMIPRIYA BEHERA,14-Nov-2025 11:33 AM,Rejected-Technical,L2,02-Jan-2026 02:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,3224579,NIRUPAMA BEHERA,14-Nov-2025 01:51 PM,Accepted-AOC,successful biodder,02-Jan-2026 03:03 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,3222743,SISIRA SEKHAR SAHOO,13-Nov-2025 08:21 PM,Rejected-Technical,L2,02-Jan-2026 02:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,3206617,SRI. SUSANTA KUMAR JENA,12-Nov-2025 09:58 AM,Rejected-Technical,L2,02-Jan-2026 02:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,3221883,SUDHIR RANJAN NAYAK,13-Nov-2025 04:03 PM,Rejected-Technical,L2,02-Jan-2026 02:58 PM,,,,,,,,,,,,,,,,AOC
