Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"19,810",Yes,fixed,,Nil,Nil,"Executive Officer, Talcher Municipality","Municipality Office, Talcher Town, Dist.Angul",1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of TP, EMD, Contractor License, GSTIN, PAN, Affidavit and other documents as per DTCN",Municipal Bodies||Talcher Municipal Council,TCRM-08/2025-26,2025_ORULB_121173_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,13-Nov-2025 04:00 PM,25-Nov-2025 11:00 AM,13-Nov-2025 04:00 PM,24-Nov-2025 05:00 PM,NA ,NA ,13-Nov-2025 04:00 PM,24-Nov-2025 05:00 PM,Development of vending zone area in W.No.15,Development of vending zone area in W.No.15,Please refer Tender documents. ,NA ,"19,81,000",Civil Works - Others,NA ,Tender,120.0,30.0,Talcher Municipality Office,759107.0,NA ,NA ,NA ,Talcher Municipality Office,No ,No,AOC,Pabitra Bhutia,Internal,,PRADIP KUMAR SAHA,22-Jan-2026 06:20 PM,techsummary_563795.pdf (235.47 KB),Pabitra Bhutia,Internal,,PRADIP KUMAR SAHA,22-Jan-2026 06:24 PM,finsummary_563795.pdf (235.47 KB),Finance,Four bidders are admitted and one bidder not admitted,PRADIP KUMAR SAHA,08-Dec-2025 12:52 PM,finance_563795.pdf,BOQ Comparative Chart,22-Jan-2026,"INR 1,842,528",60.0,PRADIP KUMAR SAHA,22-Jan-2026 06:28 PM,vendingzone15.pdf (382.00 KB),1,3236383,BINAYA KUMAR DAS,18-Nov-2025 08:13 PM,Rejected-AOC,Unsuccessful,22-Jan-2026 06:28 PM,1.0,3246993.0,SRI CHAGALA BEHERA,INR,"1,842,528",Municipal Bodies||Talcher Municipal Council,2025_ORULB_121173_10,TCRM-08/2025-26,Development of vending zone area in W.No.15,AOC
,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3236229,GAUTAM CHANDRA BEHERA,18-Nov-2025 07:06 PM,Rejected-AOC,Unsuccessful,22-Jan-2026 06:28 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,3250239,NIRANJAN SAHOO,24-Nov-2025 12:24 PM,Rejected-AOC,Unsuccessful,22-Jan-2026 06:28 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,3246993,SRI CHAGALA BEHERA,22-Nov-2025 07:50 PM,Accepted-AOC,Successful,22-Jan-2026 06:28 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,3245839,SUSANTA BEHERA,23-Nov-2025 05:34 PM,Not Admitted-Fee/PreQual/Technical/Finance,"Others-As Municipal Council has passed a resolution No.3, dt.12.9.2025 in the name of Susanta Behera, Contractor for non completion of the works in time regularly. As a result we are unable to submit out compliance report to Govt. in time.",08-Dec-2025 12:52 PM,,,,,,,,,,AOC
