Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"COMMISSIONER, SMC","New Office Building, SMC Durgapali,Sambalpur",Municipal Bodies||Sambalpur Municipal Corporation,27/SMC_SBP/2024-25,2025_ORULB_110243_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor license, Tender Fees, EMD, GST, PAN, Affidavits, Appendix etc. as per DTCN",1,ICICI BANK,12-Feb-2025 11:00 AM,24-Feb-2025 11:00 AM,12-Feb-2025 11:00 AM,21-Feb-2025 05:00 PM,NA ,NA ,12-Feb-2025 11:00 AM,21-Feb-2025 05:00 PM,"Construction of Paver Block road from Behera Re to Raju Carpenter Res towards Titu Samal Res, Panitankipada Ward No-7","Construction of Paver Block road from Behera Re to Raju Carpenter Res towards Titu Samal Res, Panitankipada Ward No-7",Please refer Tender documents. ,NA ,"8,53,540",Civil Works - Others,NA ,Tender,120.0,60.0,SAMBALPUR MUNICIPAL CORPORATION,768006.0,NA ,NA ,NA ,SAMBALPUR MUNICIPAL CORPORATION,No ,No,"8,535",Yes,percentage,1.0%,Nil,Nil,AOC,"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",Rehan Khatri,20-Jan-2026 11:11 AM,finsummary_529451.pdf (729.10 KB),"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",PADMINI MEHER,22-Dec-2025 01:13 PM,techsummary_529451.pdf (727.57 KB),20-Jan-2026,"INR 853,540.02",60.0,Rehan Khatri,20-Jan-2026 11:14 AM,27SMC17.pdf (729.00 KB),SUCCESSFUL,1,2825116,DIPTI RANJAN MALLICK,21-Feb-2025 12:49 PM,Rejected-Technical,UNSUCCESSFUL,22-Dec-2025 01:13 PM,1.0,2828987.0,Pintu Pradhan,INR,"853,540.02",Municipal Bodies||Sambalpur Municipal Corporation,2025_ORULB_110243_17,27/SMC_SBP/2024-25,"Construction of Paver Block road from Behera Re to Raju Carpenter Res towards Titu Samal Res, Panitankipada Ward No-7",Finance,tender opened,Vedbhushan .,27-Feb-2025 10:51 AM,finance_529451.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,2828987,Pintu Pradhan,21-Feb-2025 03:37 PM,Accepted-AOC,SUCCESSFUL,20-Jan-2026 11:14 AM,,,,,,,,,,,,,,,,AOC
