S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,3222752.0,LOIS BAGH,INR,"254,331.732",Finance,07nos of valid tenderers,Debashis Mandal,18-Nov-2025 11:59 AM,finance_563033.pdf,BOQ Comparative Chart,EE,Internal,,Jelin Sheela Kerkatta,31-Jan-2026 01:16 PM,finsummary_563033.pdf (959.45 KB),CE RW I||RWCIRCLE-SUNABEDA||RW Division Jeypore,2025_CERWI_121014_1,Online-04/2025-26/EE,S/R to PS Building at Kundra for the year 2025-26,EE,Internal,,Jelin Sheela Kerkatta,31-Jan-2026 01:06 PM,techsummary_563033.pdf (754.42 KB),31-Jan-2026,"INR 254,331.732",30.0,Jelin Sheela Kerkatta,31-Jan-2026 01:21 PM,wocsSrPskundra.pdf (959.00 KB),Lois Bagh,1,3227206,FAHIM AKBAR KHAN,15-Nov-2025 01:50 PM,Rejected-Finance,6,31-Jan-2026 01:16 PM,AOC,CE RW I||RWCIRCLE-SUNABEDA||RW Division Jeypore,Online-04/2025-26/EE,2025_CERWI_121014_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,10-Nov-2025 09:00 AM,17-Nov-2025 10:00 AM,10-Nov-2025 09:00 AM,15-Nov-2025 05:00 PM,10-Nov-2025 09:00 AM ,14-Nov-2025 01:00 PM ,10-Nov-2025 09:00 AM,15-Nov-2025 05:00 PM,1.0,ICICI BANK,1.0,1st Corrigendum,Date,,"2,000",0.0,Nil,Nil,No,"2,992",Yes,fixed,,Nil,Nil,Divisional Officer,"RURAL WORKS DIVISION, JEYPORE",1.0,Fee/PreQual/Technical/Finance,.pdf,"DTCN, TCN, PAN, AFFIDAVIT, LICENSE",S/R to PS Building at Kundra for the year 2025-26,S/R to PS Building at Kundra for the year 2025-26,NA ,NA ,"2,99,179",Civil Works - Buildings,NA ,Tender,90.0,30.0,JEYPORE,764001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, JEYPORE",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3222752,LOIS BAGH,14-Nov-2025 04:26 PM,Accepted-AOC,Successful,31-Jan-2026 01:21 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3225287,MANAHAR CHERKIA,14-Nov-2025 04:40 PM,Rejected-Finance,5,31-Jan-2026 01:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3218929,MIHIR KUMAR SADANGI,12-Nov-2025 08:10 PM,Rejected-Finance,2,31-Jan-2026 01:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3227693,PADMAN BISOI,15-Nov-2025 03:32 PM,Rejected-Finance,7,31-Jan-2026 01:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3224955,SURAJ KUMAR RAY,14-Nov-2025 03:39 PM,Rejected-Finance,4,31-Jan-2026 01:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3223979,SURAMA ENTERPRISES,14-Nov-2025 12:17 PM,Rejected-Finance,3,31-Jan-2026 01:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
