Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
07-Nov-2025 11:00 AM,15-Nov-2025 11:00 AM,07-Nov-2025 11:00 AM,14-Nov-2025 05:00 PM,07-Nov-2025 11:00 AM ,13-Nov-2025 03:00 PM ,07-Nov-2025 11:00 AM,14-Nov-2025 05:00 PM,S/R to Odishagarh to Puran Road for the year 2025-26,S/R to Odishagarh to Puran Road for the year 2025-26,Please refer Tender documents. ,NA ,"5,87,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Jagatsinghpur,754103.0,NA ,NA ,NA ,"O/O the Suptd. Engineer, R. W. Division,",No ,No,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, GSTIN, PAN, Regd. Cert., No relation and Affidavit towards Correctness Certificate","The Executive Engineer, R. W. Division,","The Superintending Engineer, R. W. Division, Jagatsinghpur","5,870",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAGATSINGHPUR,Tender Online - 08 of 2025-26,2025_CERWI_120889_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"SE,RW,JSPUR",Internal,,Dipika Majhi,06-Jan-2026 12:14 PM,finsummary_562323.pdf (5426.77 KB),CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAGATSINGHPUR,2025_CERWI_120889_4,Tender Online - 08 of 2025-26,S/R to Odishagarh to Puran Road for the year 2025-26,1.0,3223271.0,PRADEEP KUMAR DAS,INR,"499,086",Finance,Summary,Dipika Majhi,06-Jan-2026 12:06 PM,finance_562323.pdf,BOQ Comparative Chart,06-Jan-2026,"INR 499,086",30.0,Dipika Majhi,06-Jan-2026 12:17 PM,7011.pdf (5427.00 KB),S/R to Odishagarh to Puran Road for the year 2025-26,1,3222886,ABHIJIT DAS,13-Nov-2025 09:09 PM,Rejected-Technical,L2,06-Jan-2026 12:11 PM,"SE,RW,JSPUR",Internal,,Dipika Majhi,06-Jan-2026 12:11 PM,techsummary_562323.pdf (2336.70 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3217195,ANIL KUMAR PATRA,12-Nov-2025 01:42 PM,Rejected-Technical,L2,06-Jan-2026 12:11 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3210305,BIBHUTI BHUSAN RAY,10-Nov-2025 11:21 PM,Rejected-Technical,L2,06-Jan-2026 12:11 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3222739,BISWA RANJAN SWAIN,13-Nov-2025 08:35 PM,Rejected-Technical,L2,06-Jan-2026 12:11 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3216057,HAREKRISHNA ROUTRAY,14-Nov-2025 01:08 AM,Rejected-Technical,L2,06-Jan-2026 12:11 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3221186,MANORANJAN PARIDA,13-Nov-2025 01:30 PM,Rejected-Technical,L2,06-Jan-2026 12:11 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3224554,NAGENDRA JENA,14-Nov-2025 03:20 PM,Rejected-Technical,L2,06-Jan-2026 12:11 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3224508,NIRUPAMA BEHERA,14-Nov-2025 01:38 PM,Rejected-Technical,L2,06-Jan-2026 12:11 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3223271,PRADEEP KUMAR DAS,14-Nov-2025 10:09 AM,Accepted-AOC,successful bidder,06-Jan-2026 12:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3225237,RAGHUNATH BEHERA,14-Nov-2025 03:56 PM,Rejected-Technical,L2,06-Jan-2026 12:11 PM,,,,,,,AOC
