Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Municipal Bodies||Kuchinda NAC,KCDA/NAC-6/2025-26,2025_ORULB_123154_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,Resto. of road from Kapilla Pradhan house to Ajay Mahanandia house in W.No-7,Resto. of road from Kapilla Pradhan house to Ajay Mahanandia house in W.No-7,As Per DTCN ,NA ,"8,48,038",Civil Works - Roads,NA ,Tender,90.0,30.0,Ward No-7 NAC Kuchinda,768222.0,NA ,NA ,NA ,Office of the NAC Kuchinda,No ,No,Executive Officer,"NAC KUCHINDA,AT/PO-KUCHINDA,DIST-SAMBALPUR","4,000",0.0,Nil,Nil,No,"8,480",Yes,percentage,1.0%,Nil,Nil,13-Dec-2025 10:00 AM,20-Dec-2025 10:00 AM,13-Dec-2025 10:00 AM,19-Dec-2025 06:30 PM,13-Dec-2025 10:00 AM ,19-Dec-2025 05:30 PM ,13-Dec-2025 10:00 AM,19-Dec-2025 06:30 PM,AOC,Pradyut Kumar Mohanty,Internal,"B K Sa, N Nag, M Suna",Nilamadhab Nag,31-Dec-2025 11:07 AM,techsummary_571576.pdf (923.50 KB),Pradyut kumar Mohanty,Internal,"B K Sa, N Nag, M Suna",Nilamadhab Nag,31-Dec-2025 05:01 PM,finsummary_571576.pdf (923.50 KB),Finance,ok,Nilamadhab Nag,22-Dec-2025 12:22 PM,finance_571576.pdf,BOQ Comparative Chart,19-Jan-2026,"INR 848,038.45",30.0,Nilamadhab Nag,19-Jan-2026 12:02 PM,53.pdf (332.00 KB),Work Order Issued,1,3312901,AMIT AGRAWAL,19-Dec-2025 11:48 AM,Rejected-AOC,Rejected,19-Jan-2026 12:02 PM,Municipal Bodies||Kuchinda NAC,2025_ORULB_123154_11,KCDA/NAC-6/2025-26,Resto. of road from Kapilla Pradhan house to Ajay Mahanandia house in W.No-7,1.0,3312243.0,KULAMANI SAHANSIA,INR,"848,038.45",AOC
,,.xls,BOQ,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,3316021,ANANTA NARAYAN BEHERA,19-Dec-2025 08:15 AM,Rejected-AOC,Rejected,19-Jan-2026 12:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,3310329,BINAPANI PATEL,18-Dec-2025 10:15 AM,Rejected-AOC,Rejected,19-Jan-2026 12:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,3315687,BISHAL AGRAWAL,19-Dec-2025 01:42 PM,Rejected-AOC,Rejected,19-Jan-2026 12:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,3315948,GOVIND MEHER,19-Dec-2025 05:18 PM,Rejected-AOC,Rejected,19-Jan-2026 12:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6,3315743,KAPILASH NAYAK,19-Dec-2025 12:31 AM,Rejected-AOC,Rejected,19-Jan-2026 12:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,7,3312243,KULAMANI SAHANSIA,18-Dec-2025 09:35 AM,Accepted-AOC,Awarded through lottery system,19-Jan-2026 12:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,8,3317021,LAXMI AGRAWAL,19-Dec-2025 01:53 PM,Rejected-AOC,Rejected,19-Jan-2026 12:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,9,3315853,SUJIT KUMAR AGARWAL,19-Dec-2025 08:35 AM,Rejected-AOC,Rejected,19-Jan-2026 12:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,10,3315922,Sushanta Kumar Dwibedy,19-Dec-2025 07:21 AM,Rejected-AOC,Rejected,19-Jan-2026 12:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,11,3315760,UMESH CHANDRA MAHANANDA,19-Dec-2025 01:43 AM,Rejected-AOC,Rejected,19-Jan-2026 12:02 PM,,,,,,,,,,AOC
