Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_120725_19,17/OPHWC/2025-26,"Constn. of New Out Post Building at Gotamunda, Kalahandi",1.0,3234930.0,BALAKRISHNA SWAIN,INR,"6,181,623",1,3234930,BALAKRISHNA SWAIN,18-Nov-2025 12:49 PM,Accepted-AOC,QUALIFIED BIDDER,13-Jan-2026 05:24 PM,13-Jan-2026,"INR 6,181,623",180.0,ANANDA CHANDRA PANDA,13-Jan-2026 05:23 PM,GOTAMUNDA.pdf (80.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 09.01.2026,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,ANANDA CHANDRA PANDA,08-Dec-2025 05:32 PM,09-Dec-2025 10:30 AM,techsummary_561702.pdf (319.34 KB),Finance,FINANCIAL BID OPEN AND COMAPARITVE GENERATED,LAXMIPRIYA NAYAK,09-Dec-2025 12:15 PM,,BOQ Comparative Chart,AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,ANANDA CHANDRA PANDA,13-Jan-2026 05:20 PM,finsummary_561702.pdf (365.44 KB),Technical,3 Nos. of bidders have been participated,MONALISHA PADHY,20-Nov-2025 01:11 PM,,AOC,1.0,ICICI BANK,Orissa State Police Housing and Welfare Corporation Ltd,17/OPHWC/2025-26,2025_OSPHW_120725_19,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"11,800",0.0,Nil,Nil,No,"Constn. of New Out Post Building at Gotamunda, Kalahandi",Building Work,Please refer Tender documents. ,NA ,"68,67,707",Civil Works - Buildings,NA ,Tender,90.0,180.0,Kalahandi,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit","68,700",Yes,fixed,,Nil,Nil,04-Nov-2025 05:00 PM,19-Nov-2025 10:30 AM,04-Nov-2025 05:00 PM,18-Nov-2025 05:00 PM,NA ,NA ,04-Nov-2025 05:00 PM,18-Nov-2025 05:00 PM,09-Dec-2025 10:30 AM,AOC
,,,,,,,,,2,3233443,BISWOJIT PATTANAIK,18-Nov-2025 12:19 PM,Rejected-Finance,DUE TO L1 BIDDER BUT UNSUCCESSFUL IN TRANSPARENT LOTTERY SYSTEM,13-Jan-2026 05:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,3234397,M/S MAA MANGALA CONSTRUCTION,18-Nov-2025 04:00 PM,Rejected-Finance,DUE TO L2 BIDDER,13-Jan-2026 05:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,AOC
