S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,1.0,Corrigendum,Other,,"7,080",Nil,Nil,No,08-Apr-2025 11:00 AM,28-Apr-2025 05:00 PM,08-Apr-2025 11:00 AM,23-Apr-2025 05:00 PM,08-Apr-2025 11:00 AM ,15-Apr-2025 05:00 PM ,08-Apr-2025 11:00 AM,23-Apr-2025 05:00 PM,16-Aug-2025 12:30 PM,Empanelment of Consulting Firms for preparation of detailed project report for Water Supply Scheme and Sewerage Schemes costing,Consultancy Services,Please refer Tender documents. ,NA ,,Human Resources Supply,NA ,Tender,999.0,1095.0,Bhubaneeswar,751007.0,Bhubaneeswar ,"The Managing Director, WATCO Ground Floor, Unnati Bhawan, Satyanagar, Bhubaneswar-751007, Odisha, India (0674) 2391444  ",16-Apr-2025 03:30 PM ,Bhubaneeswar,No ,No,WATCO Bhubaneswar,WATCO (W)-01/2025-26 Dt.03.04.2025,2025_WATCO_112283_1,Yes,National Competitive Bid,Lump-sum,Services,2.0,No,No,Online,No,No,No,"50,000",No,fixed,,Nil,Nil,Managing Director,"The Managing Director, WATCO Ground Floor, Unnati Bhawan, Satyanagar, Bhubaneswar-751007, Odisha, India (0674) 2391444",1.0,Fee/PreQual/Technical,.pdf,"Copy of PAN, GST, Affidavits as per DPR",AOC,1,2888975,ARKITECHNO Consultants (India) Pvt. Ltd.,23-Apr-2025 04:19 PM,Accepted-AOC,Empanelment,17-Jan-2026 04:54 PM,17-Jan-2026,INR 0.48,1095.0,JAYALAXMI BISWAL,17-Jan-2026 04:54 PM,AOC.pdf (1283.00 KB),Managing Director,Internal,,JAYALAXMI BISWAL,14-Aug-2025 05:29 PM,16-Aug-2025 12:30 PM,techsummary_535652.pdf (2460.78 KB),Finance,Fifteen no financial bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Debabrata Mohanty,16-Aug-2025 12:42 PM,,BOQ Comparative Chart,Technical,Twenty one no technical bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Guru Charan Das,28-Apr-2025 06:37 PM,,WATCO Bhubaneswar,2025_WATCO_112283_1,WATCO (W)-01/2025-26 Dt.03.04.2025,Empanelment of Consulting Firms for preparation of detailed project report for Water Supply Scheme and Sewerage Schemes costing,Managing Director,Internal,,JAYALAXMI BISWAL,17-Jan-2026 04:49 PM,finsummary_535652.pdf (2090.96 KB),1.0,2886609.0,RADIANT,INR,0.48,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DPR",AOC,2,2891480,BLG Construction Services P Limited,23-Apr-2025 01:21 PM,Accepted-AOC,Empanelment,17-Jan-2026 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2888511.0,Samarth Infra Tech Services Ptv. Ltd.,INR,0.48,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,AOC,3,2890382,Choice Consultancy Services Private Limited,23-Apr-2025 12:58 PM,Accepted-AOC,Empanelment,17-Jan-2026 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2888975.0,ARKITECHNO Consultants (India) Pvt. Ltd.,INR,0.48,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Formats for submission of Financial proposal,AOC,4,2891548,Decccan Technical Consultants LLP,23-Apr-2025 03:53 PM,Accepted-AOC,Empanelment,17-Jan-2026 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2890298.0,Fortress Infracon Limited,INR,0.48,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2892532,Design Group Project Consultants Private Limited,23-Apr-2025 04:29 PM,Rejected-Technical,Technically disqualified,14-Aug-2025 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2890382.0,Choice Consultancy Services Private Limited,INR,0.48,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2891675,Ecometrix Consultants Pvt. Ltd.,23-Apr-2025 12:11 PM,Accepted-AOC,Empanelment,17-Jan-2026 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2890722.0,Infrastructure Development Corporation (Karnataka) Limited,INR,0.48,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2890314,Envirotech Consultants,22-Apr-2025 03:06 PM,Rejected-Technical,Technically disqualified,14-Aug-2025 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2891480.0,BLG Construction Services P Limited,INR,0.48,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2892444,EXCELTECH CONSULTANCY AND PROJECTS PRIVATE LIMITED,23-Apr-2025 04:12 PM,Accepted-AOC,Empanelment,17-Jan-2026 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2891538.0,Multi Mantech International Pvt. Ltd.,INR,0.48,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2890298,Fortress Infracon Limited,23-Apr-2025 04:24 PM,Accepted-AOC,Empanelment,17-Jan-2026 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2891548.0,Decccan Technical Consultants LLP,INR,0.48,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2891809,GALLOP INFRA SERVICES CONSULTANCY,23-Apr-2025 03:39 PM,Rejected-Technical,Technically disqualified,14-Aug-2025 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2891571.0,Waternet Consulting Services Pvt. Ltd.,INR,0.48,AOC
